lat prs camp flt x yday
5 350 21 1 -0.2462592 210
15 350 21 1 -0.3801546 210
25 350 21 1 -0.3364025 210
35 350 21 1 -0.1892286 210
5 450 21 1 -0.3380849 210
15 450 21 1 -0.2940471 210
25 450 21 1 -0.2775621 210
5 550 21 1 -0.4316404 210
15 550 21 1 -0.3080398 210
25 550 21 1 -0.2240567 210
5 650 21 1 -0.5180346 210
15 650 21 1 -0.3247964 210
25 650 21 1 -0.2385559 210
5 750 21 1 -0.4847152 210
15 750 21 1 -0.3366982 210
5 850 21 1 -0.7309591 210
15 850 21 1 -0.2992002 210
25 850 21 1 0.02016297 210
5 950 21 1 -0.7378124 210
15 950 21 1 -0.4726757 210
25 950 21 1 -0.6384278 210
5 350 22 1 -1.266654 25
15 350 22 1 -0.8909162 25.64151
25 350 22 1 -0.1832799 25.73333
35 350 22 1 0.2515825 25.14894
5 450 22 1 -1.124239 25
15 450 22 1 -0.9102742 25.5
25 450 22 1 -0.4342464 26
35 450 22 1 1.403956 26
5 550 22 1 -1.251386 25
15 550 22 1 -1.023294 25.51852
25 550 22 1 0.2004248 26
35 550 22 1 2.765486 26
5 650 22 1 -0.7083625 25
15 650 22 1 -0.5587575 25.5
25 650 22 1 1.788592 26
35 650 22 1 4.00684 26
5 750 22 1 -0.7285821 25
15 750 22 1 0.4866287 25.71429
25 750 22 1 3.085542 26
35 750 22 1 4.511382 26
5 850 22 1 -0.3052718 25
15 850 22 1 2.183905 26
25 850 22 1 4.141218 26
35 850 22 1 5.415712 26
5 950 22 1 0.07919698 25
15 950 22 1 3.165995 26
25 950 22 1 5.54711 26
-5 350 23 1 -1.86001 270
5 350 23 1 -2.210422 270
15 350 23 1 -2.840026 270
25 350 23 1 -2.851751 270
35 350 23 1 -3.339158 270.2581
-5 450 23 1 -1.963358 270
5 450 23 1 -2.296162 270
15 450 23 1 -3.008555 270
25 450 23 1 -3.120903 270
35 450 23 1 -3.364132 270.4923
-5 550 23 1 -1.89905 270
5 550 23 1 -2.643899 270
15 550 23 1 -3.101196 270
25 550 23 1 -3.343646 270
35 550 23 1 -3.358133 270.4688
5 650 23 1 -2.353458 270
15 650 23 1 -3.140196 270
25 650 23 1 -3.441249 270
35 650 23 1 -3.545551 270.4324
5 750 23 1 -2.190841 270
15 750 23 1 -3.05864 270
25 750 23 1 -3.519362 270
35 750 23 1 -3.066112 270.6154
5 850 23 1 -1.83477 270
15 850 23 1 -3.451102 270
25 850 23 1 -3.635227 270
35 850 23 1 -2.621435 270.66
5 950 23 1 -1.834621 270
15 950 23 1 -3.773967 270
25 950 23 1 -3.56018 270
35 950 23 1 -2.456744 270.9
5 350 24 1 0.8280201 113
