lat prs camp flt x yday
5 350 21 1 -0.5264648 210
15 350 21 1 -0.6729033 210
25 350 21 1 -0.2845661 210
35 350 21 1 -0.6076401 210
5 450 21 1 -0.647443 210
15 450 21 1 -0.6474471 210
25 450 21 1 -0.01218586 210
5 550 21 1 -0.6776154 210
15 550 21 1 -0.6665554 210
25 550 21 1 -0.1846639 210
5 650 21 1 -0.6323923 210
15 650 21 1 -0.6724942 210
25 650 21 1 -0.5551719 210
5 750 21 1 -0.6298104 210
15 750 21 1 -0.6771187 210
5 850 21 1 -0.7519543 210
15 850 21 1 -0.6343076 210
25 850 21 1 -0.5055639 210
5 950 21 1 -0.729045 210
15 950 21 1 -0.796134 210
25 950 21 1 -1.093154 210
5 350 22 1 -1.320569 25
15 350 22 1 -0.9956369 25.64151
25 350 22 1 -0.3763399 25.73333
35 350 22 1 -0.06168391 25.14894
5 450 22 1 -1.175449 25
15 450 22 1 -0.9728109 25.5
25 450 22 1 -0.5770938 26
35 450 22 1 0.9036846 26
5 550 22 1 -1.336557 25
15 550 22 1 -1.101061 25.51852
25 550 22 1 -0.06042818 26
35 550 22 1 2.018298 26
5 650 22 1 -0.7290312 25
15 650 22 1 -0.6461984 25.5
25 650 22 1 1.245112 26
35 650 22 1 3.072096 26
5 750 22 1 -0.8225659 25
15 750 22 1 0.2782001 25.71429
25 750 22 1 2.250487 26
35 750 22 1 3.420529 26
5 850 22 1 -0.5535762 25
15 850 22 1 1.522595 26
25 850 22 1 3.035716 26
35 850 22 1 4.268052 26
5 950 22 1 -0.234251 25
15 950 22 1 2.223953 26
25 950 22 1 4.159095 26
-5 350 23 1 -2.52641 270
5 350 23 1 -2.606986 270
15 350 23 1 -3.071824 270
25 350 23 1 -3.111934 270
35 350 23 1 -3.236936 270.2581
-5 450 23 1 -2.614286 270
5 450 23 1 -2.762552 270
15 450 23 1 -3.229965 270
25 450 23 1 -3.169576 270
35 450 23 1 -3.411852 270.4923
-5 550 23 1 -2.541185 270
5 550 23 1 -2.924967 270
15 550 23 1 -3.587418 270
25 550 23 1 -3.246327 270
35 550 23 1 -3.553873 270.4688
5 650 23 1 -2.660248 270
15 650 23 1 -3.685619 270
25 650 23 1 -3.570887 270
35 650 23 1 -3.892048 270.4324
5 750 23 1 -2.467881 270
15 750 23 1 -3.614797 270
25 750 23 1 -3.776692 270
35 750 23 1 -3.641135 270.6154
5 850 23 1 -2.184404 270
15 850 23 1 -4.442168 270
25 850 23 1 -4.638937 270
35 850 23 1 -3.205109 270.66
5 950 23 1 -1.876239 270
15 950 23 1 -5.124411 270
25 950 23 1 -5.122141 270
35 950 23 1 -2.997284 270.9
5 350 24 1 0.5351599 113
15 350 24 1 1.262173 113
25 350 24 1 1.404606 113
35 350 24 1 1.855416 113
5 450 24 1 0.5562027 113
15 450 24 1 1.508194 113
25 450 24 1 1.789982 113
35 450 24 1 2.614811 113
5 550 24 1 0.1396201 113
15 550 24 1 1.479873 113
25 550 24 1 1.772242 113
35 550 24 1 3.221722 113.3462
5 650 24 1 0.4838484 113
15 650 24 1 1.399586 113
25 650 24 1 1.939607 113
35 650 24 1 3.281118 113.4667
5 750 24 1 1.074953 113
15 750 24 1 1.684413 113
25 750 24 1 2.087349 113
5 850 24 1 1.2037 113
15 850 24 1 1.908687 113
25 850 24 1 1.77766 113
5 950 24 1 1.102866 113
15 950 24 1 3.448717 113
25 950 24 1 4.596756 113
35 350 21 2 -0.4928857 213
45 350 21 2 -0.3783885 213
65 350 21 2 -6.424417 213.1282
75 350 21 2 -7.515985 213
65 450 21 2 -6.559769 213.7614
75 450 21 2 -7.984416 213
