lat camp flt x yday
5 21 1 -0.6563893 210
15 21 1 -0.6809943 210
25 21 1 -0.4392176 210
35 21 1 NA 210
5 22 1 -0.8817143 25
15 22 1 0.04414874 25.69633
25 22 1 1.382364 25.9619
35 22 1 2.270163 25.85816
-5 23 1 NA 270
5 23 1 -2.497611 270
15 23 1 -3.822315 270
25 23 1 -3.805213 270
35 23 1 -3.419748 270.5467
5 24 1 0.72805 113
15 24 1 1.813092 113
25 24 1 2.195458 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -8.824845 213
35 22 2 0.8425417 28
45 22 2 2.849479 28
55 22 2 3.757859 28
65 22 2 3.799798 29
75 22 2 4.298626 29
35 23 2 -3.817347 273
45 23 2 -3.726025 273
55 23 2 -3.980373 273
65 23 2 -3.585586 274
75 23 2 -3.549593 273.8494
35 24 2 3.976357 116
45 24 2 4.516182 116
55 24 2 5.38607 116
65 24 2 6.003336 117
75 24 2 6.594152 116.4878
25 21 3 -0.8786882 216
35 21 3 -2.179189 215.4057
45 21 3 -2.720793 215
55 21 3 -3.797408 215
65 21 3 -7.382191 215
15 22 3 NA 32
25 22 3 1.648061 32
35 22 3 3.138953 32
45 22 3 3.594271 31
55 22 3 4.08243 31
65 22 3 3.426321 31
25 23 3 -3.69116 276.5235
35 23 3 -3.102804 276
45 23 3 -3.068559 276
55 23 3 -2.549846 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 3.926218 118.7636
35 24 3 4.794844 118
45 24 3 3.767738 118
55 24 3 3.942792 118
65 24 3 NA 118
-15 21 4 -1.019119 219
-5 21 4 -0.8248819 218.5256
5 21 4 -0.7574465 218
15 21 4 -1.12143 218
-15 22 4 -1.09493 34
-5 22 4 -0.955565 33.82339
5 22 4 -0.1605416 33
15 22 4 0.5029141 33
-15 23 4 -2.820281 279
-5 23 4 -2.584068 279
5 23 4 -2.80067 278.4583
15 23 4 -3.654807 278
-15 24 4 -1.914292 121
-5 24 4 -0.966984 120.7323
5 24 4 -0.214768 120
15 24 4 1.377172 120
-45 21 5 -2.4327 220.8525
-35 21 5 -2.503316 220
-25 21 5 NA 220
-15 21 5 -1.126886 220
-55 22 5 -4.414195 36
-45 22 5 -3.579955 35.98084
-35 22 5 -3.424782 35
-25 22 5 -2.025996 35
-15 22 5 -1.665777 35
-55 23 5 -2.911231 281
-45 23 5 -2.986777 280.9263
-35 23 5 -2.874603 280
-25 23 5 -2.593642 280
-15 23 5 -2.599911 280
-45 24 5 -3.31522 123
-35 24 5 -3.290429 122.4536
-25 24 5 -3.150091 122
-15 24 5 -2.780616 122
-65 21 6 -2.961629 225
-55 21 6 -2.817286 224.8609
-45 21 6 -2.805979 224
-65 22 6 -4.71898 40.63423
-55 22 6 -4.322602 40.48457
-45 22 6 NA 40
-65 23 6 -3.354527 283.4625
-55 23 6 -3.271034 283.4305
-45 23 6 -3.112077 283
-65 24 6 -3.856579 126
-55 24 6 -3.609082 125.5208
-45 24 6 -3.796539 125
-55 21 7 -2.7466 227
-45 21 7 -2.750842 227
-35 21 7 -2.105662 227
-25 21 7 -1.734423 227
-15 21 7 -1.388427 227
-5 21 7 NA 227
-55 22 7 -3.877333 43
-45 22 7 -3.635436 43
-35 22 7 -3.136505 43
-25 22 7 -3.668575 43
-15 22 7 -3.376001 43
-5 22 7 0.03618349 43
