lat camp flt x yday
5 21 1 -0.4681301 211
15 21 1 -0.8224688 210.6525
25 21 1 -0.1076904 210.4475
35 21 1 NA 210.2255
5 22 1 -0.8765399 26
15 22 1 0.2951455 26
25 22 1 1.184866 26
35 22 1 2.664637 26
-5 23 1 NA 271
5 23 1 -2.83438 271
15 23 1 -4.275715 271
25 23 1 -4.41398 271
35 23 1 -4.047607 270.5233
5 24 1 0.7807624 114
15 24 1 2.164676 114
25 24 1 2.304928 113.8787
35 24 1 NA 113.3943
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 214
75 21 2 -8.812498 214
35 22 2 2.417451 29
45 22 2 2.47205 29
55 22 2 4.595721 29
65 22 2 4.507835 29
75 22 2 4.074273 29
35 23 2 -4.259904 273.1157
45 23 2 -4.115649 274
55 23 2 -4.318622 274
65 23 2 -3.457646 274
75 23 2 -3.919097 274
35 24 2 4.269381 116.0791
45 24 2 4.504206 117
55 24 2 6.554121 117
65 24 2 6.148599 117
75 24 2 6.210712 117
25 21 3 -1.025266 216
35 21 3 -2.417693 216
45 21 3 -3.27711 216
55 21 3 -5.026734 216
65 21 3 -9.034904 216
15 22 3 NA 32
25 22 3 1.355461 32
35 22 3 2.711793 32
45 22 3 3.521395 32
55 22 3 4.369739 32
65 22 3 3.582056 32
25 23 3 -4.186459 277
35 23 3 -3.597889 277
45 23 3 -3.295766 277
55 23 3 -3.178123 277
65 23 3 NA 277
15 24 3 NA 119
25 24 3 4.348779 119
35 24 3 5.064752 119
45 24 3 4.545305 119
55 24 3 4.618609 119
65 24 3 NA 119
-15 21 4 -1.027253 219
-5 21 4 -0.8437268 219
5 21 4 -0.8356647 219
15 21 4 -1.158268 218.9862
-15 22 4 -1.297074 34
-5 22 4 -0.9541586 34
5 22 4 -0.1166287 34
15 22 4 0.4314284 34
-15 23 4 -2.866165 279
-5 23 4 -2.844027 279
5 23 4 -3.04528 279
15 23 4 -3.859354 279
-15 24 4 -2.009035 121
-5 24 4 -1.152029 121
5 24 4 -0.4610713 121
15 24 4 1.279733 121
-45 21 5 -2.471134 221
-35 21 5 -2.501518 221
-25 21 5 NA 221
-15 21 5 -1.044518 221
-55 22 5 -4.348029 36
-45 22 5 -3.280045 36
-35 22 5 -3.78808 36
-25 22 5 -3.002075 36
-15 22 5 -1.805619 36
-55 23 5 -2.875074 281
-45 23 5 -3.046739 281
-35 23 5 -2.589424 281
-25 23 5 -2.27948 281
-15 23 5 -2.382503 281
-45 24 5 -3.383786 123
-35 24 5 -3.358168 123
-25 24 5 -3.194422 123
-15 24 5 -2.897059 123
-65 21 6 -3.010463 225
