lat camp flt x yday
5 21 1 317.877 211
15 21 1 318.2624 210.6525
25 21 1 319.1878 210.4475
35 21 1 325.3867 210.2255
5 22 1 317.94 26
15 22 1 316.2461 26
25 22 1 311.5529 26
35 22 1 300.5027 26
-5 23 1 NA 271
5 23 1 318.3724 271
15 23 1 318.9904 271
25 23 1 317.8425 271
35 23 1 315.5969 270.5233
5 24 1 319.3389 114
15 24 1 317.7233 114
25 24 1 313.4495 113.8787
35 24 1 NA 113.3943
35 21 2 323.5365 213
45 21 2 NA 213
65 21 2 311.6581 214
75 21 2 291.3609 214
35 22 2 307.599 29
45 22 2 298.1399 29
55 22 2 281.2681 29
65 22 2 282.3476 29
75 22 2 282.0553 29
35 23 2 313.7028 273.1157
45 23 2 312.6197 274
55 23 2 306.8889 274
65 23 2 310.493 274
75 23 2 297.0427 274
35 24 2 302.1193 116.0791
45 24 2 298.9535 117
55 24 2 292.7239 117
65 24 2 286.8245 117
75 24 2 286.4346 117
25 21 3 322.2824 216
35 21 3 309.2155 216
45 21 3 309.1892 216
55 21 3 308.7552 216
65 21 3 305.6735 216
15 22 3 NA 32
25 22 3 309.4815 32
35 22 3 302.1081 32
45 22 3 295.506 32
55 22 3 294.7782 32
65 22 3 287.1458 32
25 23 3 315.5565 277
35 23 3 310.9705 277
45 23 3 309.4753 277
55 23 3 307.1458 277
65 23 3 NA 277
15 24 3 NA 119
25 24 3 310.8374 119
35 24 3 302.0737 119
45 24 3 307.055 119
55 24 3 305.5228 119
65 24 3 NA 119
-15 21 4 319.3077 219
-5 21 4 319.8137 219
5 21 4 319.8781 219
15 21 4 319.0192 218.9862
-15 22 4 319.6641 34
-5 22 4 320.085 34
5 22 4 320.1018 34
15 22 4 316.5246 34
-15 23 4 318.4338 279
-5 23 4 320.0817 279
5 23 4 319.7488 279
15 23 4 318.7992 279
-15 24 4 317.3228 121
-5 24 4 319.7882 121
5 24 4 319.4695 121
15 24 4 317.6123 121
-45 21 5 293.0707 221
-35 21 5 297.2908 221
-25 21 5 313.3534 221
-15 21 5 317.8518 221
-55 22 5 296.7702 36
-45 22 5 314.6261 36
-35 22 5 315.5804 36
-25 22 5 317.8897 36
-15 22 5 322.357 36
-55 23 5 301.3955 281
-45 23 5 301.284 281
-35 23 5 303.6882 281
-25 23 5 312.0652 281
-15 23 5 316.0618 281
-45 24 5 302.9202 123
-35 24 5 306.2925 123
-25 24 5 310.8331 123
-15 24 5 315.2655 123
-65 21 6 286.2864 225
-55 21 6 290.0636 225
-45 21 6 294.3827 225
-65 22 6 289.8907 41
-55 22 6 297.1514 41
-45 22 6 NA 41
-65 23 6 288.6783 284
-55 23 6 295.7243 284
-45 23 6 297.9325 283.873
-65 24 6 292.1903 126
-55 24 6 299.1059 126
-45 24 6 298.3679 126
-55 21 7 289.8876 227
-45 21 7 287.9521 227
-35 21 7 302.9143 227
-25 21 7 311.2081 227
-15 21 7 316.8972 227.9406
-5 21 7 NA 228
-55 22 7 301.9151 43
-45 22 7 309.0261 43
-35 22 7 315.1267 43
-25 22 7 324.5172 43.92857
-15 22 7 317.7031 44
-5 22 7 318.4508 44
-65 23 7 282.9854 286.4455
-55 23 7 289.66 286.3064
-65 24 7 281.2015 128
-55 24 7 295.0236 128.5599
-5 21 8 317.2045 229
5 21 8 317.6872 229
15 21 8 318.0939 229
25 21 8 319.521 229
35 21 8 317.0408 229
-5 22 8 318.1345 45
5 22 8 318.0586 45
15 22 8 316.0661 45
25 22 8 310.6774 45
35 22 8 307.5006 45.37225
-55 23 8 NA 289
-45 23 8 306.7323 289
-35 23 8 308.5966 289
-25 23 8 311.2074 289
-15 23 8 314.6612 289
-5 23 8 317.1272 290
-55 24 8 291.7704 131
-45 24 8 297.1853 131
-35 24 8 307.8965 131
-25 24 8 314.9084 131.5099
-15 24 8 317.1087 132
-5 24 8 325.0247 132
35 21 9 NA 232
45 21 9 313.9135 232
55 21 9 NA 232
65 21 9 303.0691 232.3394
75 21 9 295.223 232
35 22 9 307.5115 48
45 22 9 306.7524 48
55 22 9 305.3255 48
65 22 9 296.6514 48
75 22 9 280.2324 48
-5 23 9 317.2521 291
5 23 9 318.1855 291
15 23 9 318.7245 291
-5 24 9 318.7579 133
5 24 9 318.3837 133
15 24 9 318.9774 133
25 24 9 315.8576 133
35 24 9 311.7545 134
65 22 10 282.6985 50
75 22 10 278.2893 49.8444
5 23 10 314.6819 292
15 23 10 318.328 292
25 23 10 315.5309 292
35 23 10 310.6139 292
35 24 10 310.2673 136
45 24 10 308.396 136
55 24 10 304.8073 136
65 24 10 294.2714 136.2173
35 22 11 307.5336 52
45 22 11 288.7988 52
55 22 11 288.0111 52
65 22 11 284.8691 52
35 23 11 308.4083 295
45 23 11 307.4514 295.2263
55 23 11 300.7857 295
65 23 11 298.3536 295
45 24 11 302.3152 137
65 24 11 288.6631 137
45 23 12 317.2154 297
55 23 12 301.6412 297
65 23 12 291.6561 297.5045
75 23 12 280.0687 297.9008
45 24 12 316.1994 138
55 24 12 NA 138
65 24 12 291.1746 138.3845
75 24 12 289.9981 139
35 23 13 313.9375 300
45 23 13 311.186 300
55 23 13 301.9545 300
65 23 13 295.2857 300
35 24 13 308.5922 141
45 24 13 307.978 141
55 24 13 295.6413 140.3025
65 24 13 298.7283 140
