lat prs annmn cos sin
1 1 303.7698 1.259021 2.749829
2 1 310.7049 3.999784 3.412912
3 1 316.8355 13.32934 2.969857
4 1 325.4478 8.248966 3.774366
5 1 332.9263 2.583675 2.429381
6 1 337.1916 -0.08911106 0.2367115
7 1 339.8512 0.03231528 0.7569687
8 1 340.2547 -0.1612124 -0.2244149
9 1 339.1687 -0.5486072 -0.3917833
10 1 332.8468 -4.366615 -2.995785
11 1 326.6093 -3.442278 -5.585769
12 1 324.8544 -7.461864 -6.299211
13 1 318.4937 -8.283749 -6.253669
14 1 311.142 -5.873408 -5.572634
15 1 306.3744 -7.805632 -4.47623
1 2 297.4982 -0.6083565 1.928034
2 2 304.7094 3.310958 3.258594
3 2 311.7189 12.29453 2.94301
4 2 319.2069 8.908594 2.950766
5 2 326.6779 1.762038 1.984205
6 2 330.8026 0.3993015 1.374765
7 2 332.1955 -0.6380735 0.5130427
8 2 332.4041 0.2335146 0.2283707
9 2 330.8722 -1.152924 -0.6356857
10 2 326.9413 -4.085765 -2.977389
11 2 320.3469 -3.600556 -5.546161
12 2 318.2341 -5.948814 -6.275901
13 2 312.8802 -7.438061 -6.251903
14 2 304.8541 -6.488134 -5.044764
15 2 297.192 -6.08683 -4.417978
1 3 292.545 -0.0003825449 1.370829
2 3 299.8597 3.114676 2.244659
3 3 307.0464 10.78861 3.017932
4 3 313.7167 8.279318 2.981267
5 3 320.6048 2.524448 1.88223
6 3 323.9284 0.9578907 0.5904455
7 3 323.8707 -0.1574345 0.2934186
8 3 324.0283 0.3546226 0.2323671
9 3 323.2512 -1.32364 -0.6146556
10 3 319.9122 -2.916315 -2.829188
11 3 314.6639 -2.354165 -5.784839
12 3 311.7697 -5.537803 -5.997776
13 3 306.1812 -6.864006 -5.266645
14 3 298.5807 -6.761686 -5.207973
15 3 292.2797 -6.658577 -3.194598
1 4 287.4335 1.225173 0.4803794
2 4 295.1419 2.637441 1.187456
3 4 302.1566 9.377591 2.638075
4 4 308.0572 7.294641 3.652001
5 4 314.2664 2.505933 1.432711
6 4 317.7383 0.6055644 -0.4049912
7 4 317.4445 -0.07523823 0.04782009
8 4 317.3317 -0.4528937 0.8758776
9 4 316.1157 -1.242391 -0.1408804
10 4 314.0043 -1.132782 -2.301093
11 4 309.914 -3.041175 -4.74573
12 4 305.7136 -5.657454 -5.608139
13 4 299.8826 -6.635063 -4.926784
14 4 292.7095 -6.933206 -5.801027
15 4 286.907 -6.4603 -2.783743
1 5 282.0565 1.730849 0.6975222
2 5 290.7898 2.985565 1.156158
3 5 298.1376 10.33063 2.823887
4 5 302.4593 6.332791 4.220773
5 5 307.2232 3.256121 1.085336
6 5 310.4646 0.6290973 -0.4286463
7 5 312.4426 -0.2977334 -0.1398139
8 5 311.7024 -0.4378512 0.1876592
9 5 310.9176 -1.362267 -0.6492792
10 5 309.6002 -2.519986 -2.322236
11 5 304.3233 -3.497932 -5.579798
12 5 300.1731 -6.370968 -6.053161
13 5 293.7164 -6.043711 -4.857127
14 5 287.9704 -5.249625 -6.316951
15 5 281.804 -6.189393 -2.534977
1 6 276.4535 2.438378 1.173193
2 6 285.2029 3.64471 0.7425459
3 6 292.4652 8.700318 3.209522
4 6 296.1264 6.192019 3.758109
5 6 300.4342 2.184104 1.076925
6 6 303.2398 1.00313 0.2265247
7 6 304.9466 0.2916871 0.8507409
8 6 305.6727 0.107883 -0.03013247
9 6 305.1961 -1.980717 -0.9163564
10 6 302.1432 -4.169041 -2.398066
11 6 298.6726 -5.29706 -4.392456
12 6 293.0114 -4.33502 -5.604764
13 6 287.8359 -5.387835 -3.57083
14 6 282.8099 -5.316918 -5.8817
15 6 275.2739 -5.987046 -2.498521
1 7 270.2891 5.68539 -0.06320101
2 7 280.6255 4.075315 1.173785
3 7 286.2958 5.204329 2.986416
4 7 290.821 3.873542 3.256067
5 7 295.351 1.52503 1.825454
6 7 299.1317 -0.06603797 0.08492948
7 7 299.7281 -0.0864217 1.115617
8 7 299.8084 0.07080088 0.151083
9 7 298.6209 -0.527582 -2.017464
10 7 294.5626 -1.831327 -2.809385
11 7 291.8182 -2.812542 -2.940836
12 7 286.2611 -3.92342 -3.825475
13 7 282.7502 -4.488597 -3.544159
14 7 279.3986 -4.157722 -6.563783
15 7 268.0126 -7.723833 -3.17615
