lat prs annmn cos sin
1 1 0.3000569 0.2031768 0.05487889
2 1 0.3342757 -0.09011184 -0.02091742
3 1 0.3397718 0.2089667 -0.00757295
4 1 0.1391509 -0.1388943 -0.04127036
5 1 0.2286582 -0.1271222 -0.1245425
6 1 0.2771674 -0.1020657 -0.0859762
7 1 0.4068273 0.1996297 -0.1600682
8 1 0.2593525 0.1437097 -0.1017429
9 1 0.3598179 0.1923081 0.09279632
10 1 0.3086385 0.1183925 -0.006788285
11 1 0.3715184 0.2819213 0.0002284728
12 1 0.3880393 0.02668087 -0.08416182
13 1 0.2855393 0.1055109 -0.1089815
14 1 0.2860254 0.05709311 -0.06171132
15 1 0.2937105 0.4931007 0.0753907
1 2 0.2554169 0.1967001 0.1155995
2 2 0.3280583 -0.1271896 -0.02457634
3 2 0.387979 0.2485424 0.02993099
4 2 0.155791 -0.08927267 -0.05333705
5 2 0.2758723 -0.1543323 -0.01917186
6 2 0.3193815 0.06770606 -0.05712532
7 2 0.4271841 0.314166 -0.09975886
8 2 0.2920905 0.1080893 -0.07500688
9 2 0.3493431 0.2094419 0.07550983
10 2 0.30709 0.1576902 -0.08366925
11 2 0.367871 0.1940709 0.0263515
12 2 0.4027718 0.03623354 -0.07838696
13 2 0.2696006 -0.0035315 -0.1430731
14 2 0.3754328 0.1887219 -0.04671311
15 2 0.286499 0.5193331 0.1039609
1 3 0.2335741 0.1304409 0.07326456
2 3 0.2506865 -0.1438463 0.05046554
3 3 0.4198865 0.1960279 -0.006833565
4 3 0.1555211 -0.05635556 -0.1020147
5 3 0.187195 -0.1926368 -0.08340214
6 3 0.3514717 0.1139486 -0.002068996
7 3 0.4474198 0.1820627 -0.07305932
8 3 0.2771217 0.07564849 -0.07591471
9 3 0.305115 0.2115865 0.00968222
10 3 0.2750227 0.04614211 -0.01298694
11 3 0.3677826 0.2728389 0.04923374
12 3 0.3954583 0.04146959 -0.09786154
13 3 0.2540702 0.04655172 -0.08324271
14 3 0.3498871 0.1404344 -0.04346989
15 3 0.2423055 0.3134904 0.1159979
1 4 0.2197831 0.1334841 0.06996057
2 4 0.2722489 -0.05720263 0.06425756
3 4 0.460106 0.1939584 0.01876905
4 4 0.1452204 -0.04342103 -0.04293774
5 4 0.1561435 -0.2513673 -0.06504116
6 4 0.2967317 0.02360836 -0.0002277263
7 4 0.3962924 0.123832 -0.0270168
8 4 0.2933214 -0.02287546 -0.0611568
9 4 0.2828205 0.2031894 0.08727736
10 4 0.2692711 0.02189945 0.06948941
11 4 0.3786919 0.2495879 0.01380952
12 4 0.3852077 0.009304177 -0.1289687
13 4 0.213615 0.01199449 -0.05660434
14 4 0.2865635 0.07974278 0.03249797
15 4 0.219893 0.4736068 0.2027128
1 5 0.2223258 0.167384 0.05686223
2 5 0.228354 -0.08596007 0.07338643
3 5 0.3104799 0.03113323 -0.06239408
4 5 0.1213358 -0.05347257 0.002446416
5 5 0.1789047 -0.2241738 0.02624843
6 5 0.3314247 0.1200996 -0.03413815
7 5 0.4049228 0.09705377 -0.09880718
8 5 0.3169185 0.06310175 0.05112787
9 5 0.358541 0.09416364 0.1299497
10 5 0.2977428 -0.003149329 0.07300351
11 5 0.3867671 0.2886948 0.07768909
12 5 0.3461784 -0.007974726 -0.1043428
13 5 0.1802388 0.08142594 -0.02309704
14 5 0.2954279 -0.02055145 -0.00649856
15 5 0.2349671 0.3711185 0.1316939
1 6 0.2308461 0.1805901 0.02757774
2 6 0.137922 -0.3184735 -0.03879873
3 6 0.3024164 0.05307626 -0.07787503
4 6 0.1084771 -0.07702889 -0.008992898
5 6 0.2889105 -0.1491498 0.06793055
6 6 0.284101 -0.004944409 -0.07234318
7 6 0.3591984 0.195796 -0.04494704
8 6 0.2352556 0.05823517 0.0236747
9 6 0.3611555 0.2108169 0.1377242
10 6 0.24549 0.03368934 0.07632012
11 6 0.3911273 0.2562832 0.0955743
12 6 0.3162187 -0.03680317 -0.03157081
13 6 0.1828577 -0.01158302 -0.03683849
14 6 0.3904647 -0.1426474 -0.001693424
15 6 0.2208447 0.4433808 0.2705043
1 7 0.2240916 0.1624582 0.008497816
2 7 0.02008029 -0.4607351 -0.07118708
3 7 0.3181856 0.03832649 -0.1420632
4 7 0.1079305 -0.107679 0.07013155
5 7 0.2664272 -0.1116146 0.09235809
6 7 0.1708522 -0.1749886 -0.06133492
7 7 0.3367346 0.2290196 -0.1212027
8 7 0.245684 0.004132048 0.04986048
9 7 0.3673991 0.2054505 0.1717394
10 7 0.1657505 0.05338103 0.1634228
11 7 0.3665769 0.2768196 0.07453905
12 7 0.3237285 -0.1565548 -0.02402209
13 7 0.1996919 -0.02165553 -0.000750619
14 7 0.1249043 -0.598425 -0.1837729
15 7 0.2032289 0.4293999 0.1466945
