lat camp flt x yday
5 21 1 NA 211
15 21 1 NA 210.6786
25 21 1 NA 210
5 22 1 0.1003175 26
15 22 1 NA 26
25 22 1 NA 26
-5 23 1 NA 271
5 23 1 NA 271
15 23 1 0.1113333 271
25 23 1 0.09471429 271
5 24 1 NA 114
15 24 1 NA 114
25 24 1 NA 113.875
35 24 1 NA 113.75
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 214
75 21 2 NA 214
35 22 2 NA 29
45 22 2 NA 29
55 22 2 NA 29
65 22 2 NA 29
75 22 2 NA 29
35 23 2 NA 273
45 23 2 NA 274
55 23 2 NA 274
75 23 2 NA 274
35 24 2 0.1111333 116.2
45 24 2 NA 117
55 24 2 NA 117
75 24 2 NA 117
25 21 3 NA 216
35 21 3 NA 216
45 21 3 NA 216
55 21 3 NA 216
65 21 3 NA 216
25 22 3 0.1323202 32
35 22 3 NA 32
45 22 3 NA 32
55 22 3 NA 32
65 22 3 NA 32
25 23 3 NA 277
35 23 3 0.0811 277
45 23 3 NA 277
55 23 3 NA 277
25 24 3 NA 119
35 24 3 NA 119
45 24 3 NA 119
55 24 3 NA 119
-5 21 4 NA 219
5 21 4 NA 219
15 21 4 NA 219
-15 22 4 NA 34
-5 22 4 NA 34
5 22 4 0.01622487 34
15 22 4 0.01806593 34
-15 23 4 NA 279
-5 23 4 NA 279
5 23 4 NA 279
15 23 4 0.0429 279
-15 24 4 NA 121
-5 24 4 NA 121
5 24 4 NA 121
15 24 4 0.0286875 121
-45 21 5 NA 221
-35 21 5 NA 221
-25 21 5 NA 221
-15 21 5 NA 221
-55 22 5 NA 36
-45 22 5 NA 36
-35 22 5 NA 36
-25 22 5 NA 36
-55 23 5 NA 281
-45 23 5 NA 281
-35 23 5 NA 281
-25 23 5 -0.03067183 281
-45 24 5 NA 123
-35 24 5 NA 123
-25 24 5 -0.02213333 123
-65 21 6 NA 225
-55 21 6 NA 225
-45 21 6 NA 225
-65 22 6 NA 41
-55 22 6 NA 41
-45 22 6 NA 41
-65 23 6 NA 284
-55 23 6 NA 284
-45 23 6 NA 284
-65 24 6 NA 126
-55 24 6 NA 126
-45 24 6 NA 126
-55 21 7 NA 227
-45 21 7 NA 227
-35 21 7 NA 227
-25 21 7 NA 227
-15 21 7 NA 228
-55 22 7 NA 43
-45 22 7 NA 43
-35 22 7 NA 43
-25 22 7 NA 44
-15 22 7 NA 44
-5 22 7 NA 44
-65 23 7 NA 286.4583
-55 23 7 NA 286
-65 24 7 NA 128
-55 24 7 NA 128.2222
-5 21 8 NA 229
5 21 8 NA 229
15 21 8 NA 229
25 21 8 NA 229
35 21 8 NA 229
-5 22 8 0.07534524 45
5 22 8 0.3427842 45
15 22 8 NA 45
25 22 8 -0.03136291 45
35 22 8 NA 45.375
-45 23 8 NA 289
-35 23 8 NA 289
-25 23 8 NA 289
-15 23 8 NA 289
-5 23 8 NA 290
-55 24 8 NA 131
-45 24 8 NA 131
-35 24 8 NA 131
-25 24 8 NA 131.375
-15 24 8 NA 132
45 21 9 NA 232
55 21 9 NA 232
65 21 9 NA 232
75 21 9 NA 232
35 22 9 NA 48
45 22 9 NA 48
55 22 9 0.08227002 48
65 22 9 0.09279773 48
75 22 9 -0.05369246 48
-5 23 9 NA 291
5 23 9 NA 291
-5 24 9 NA 133
5 24 9 0.007621032 133
15 24 9 NA 133
25 24 9 NA 133
35 24 9 NA 134
65 22 10 NA 50
75 22 10 0.0751995 49.85
5 23 10 NA 292
15 23 10 -0.01715079 292
25 23 10 NA 292
35 23 10 NA 292
45 24 10 NA 136
55 24 10 NA 136
65 24 10 NA 136.0833
45 22 11 NA 52
55 22 11 NA 52
45 23 11 0.13575 295
55 23 11 0.1545222 295
65 23 11 0.06726032 295
45 24 11 NA 137
55 23 12 NA 297
65 23 12 NA 297.25
75 23 12 NA 297.75
55 24 12 NA 138
65 24 12 NA 138.25
75 24 12 0.08917163 139
45 24 13 NA 141
55 24 13 NA 140.3333
