lat prs annmn cos sin
1 1 -3.359804 -0.4171707 -0.431725
2 1 -2.999805 -0.2497943 -0.3506699
3 1 -2.833149 -0.2159166 -0.3267987
4 1 -2.278533 -0.5033286 0.006457208
5 1 -2.147229 -0.6084184 0.3320446
6 1 -1.890133 -0.6214238 0.3800681
7 1 -1.632371 -0.6267817 1.12769
8 1 -1.437741 -0.6039405 1.64639
9 1 -1.223096 -0.8081694 1.971367
10 1 -0.8652402 -1.127395 2.47797
11 1 -0.4134293 -1.383913 2.839878
12 1 -0.03132121 -0.6183039 3.170055
13 1 -0.1128168 0.4959905 3.982374
14 1 -0.1792608 0.8247844 4.468258
15 1 -0.9348521 0.9538686 4.636421
1 2 -3.670913 -0.437454 -0.5271426
2 2 -3.278653 -0.2940815 -0.4638079
3 2 -2.938922 -0.1945462 -0.3542734
4 2 -2.531932 -0.4678152 -0.1919073
5 2 -2.293876 -0.7656169 0.01394289
6 2 -1.957314 -0.5948332 0.1946396
7 2 -1.065538 0.2265614 0.8502144
8 2 -1.491942 -0.585952 1.810052
9 2 -1.23711 -1.00673 2.177794
10 2 -0.7816883 -1.238806 2.54147
11 2 -0.1162203 -1.16326 3.103353
12 2 0.1773285 0.05789634 3.363154
13 2 0.1820293 0.6109542 4.294322
14 2 0.1608259 1.163256 5.380232
15 2 -0.4463356 1.846413 5.610863
1 3 -3.83212 -0.5518387 -0.5719664
2 3 -3.416667 -0.401766 -0.4968806
3 3 -3.073972 -0.1712256 -0.3417201
4 3 -2.694713 -0.3651189 -0.3144108
5 3 -2.318644 -0.439496 -0.0479274
6 3 -1.961502 -0.4507751 0.1786936
7 3 -0.5596952 1.302626 0.7242295
8 3 -1.426279 -0.5665978 1.969748
9 3 -1.246335 -0.9593881 2.331851
10 3 -0.5182048 -0.7061189 2.660045
11 3 0.1213417 -0.649633 3.441152
12 3 0.3077537 0.3232728 3.573131
13 3 0.5587295 0.5608561 4.367036
14 3 0.2154881 1.623588 5.968346
15 3 -0.3686897 2.364607 6.136738
1 4 -3.918581 -0.6258658 -0.6072785
2 4 -3.605518 -0.5361287 -0.5577157
3 4 -3.290668 -0.1763888 -0.4017481
4 4 -2.922206 -0.09109124 -0.390218
5 4 -2.220594 -0.08831868 -0.2678381
6 4 -1.816075 -0.2406217 0.1625215
7 4 0.03586954 2.104645 0.2437283
8 4 -1.037087 -0.4429325 2.532142
9 4 -1.029831 -1.00491 2.761891
10 4 -0.4253785 -0.2718654 3.007919
11 4 0.1782323 -0.2328917 3.759667
12 4 0.4983595 0.3597698 3.988476
13 4 0.936396 0.4396791 4.268469
14 4 0.1473245 2.059587 6.417695
15 4 -0.4870062 2.626088 6.831259
1 5 -3.971367 -0.6424949 -0.6801825
2 5 -3.76198 -0.5044781 -0.6260713
3 5 -3.392718 -0.04425578 -0.4506265
4 5 -3.086972 0.0768239 -0.4138871
5 5 -2.43349 0.2460752 -0.5575603
6 5 -2.034327 -0.1452642 -0.1318836
7 5 0.0621093 1.592962 -0.1111369
8 5 -1.234137 -0.8202101 3.016292
9 5 -0.443527 -0.831435 3.241949
10 5 -0.1374372 -0.05304693 3.573846
11 5 0.4212216 0.03038006 4.383328
12 5 0.7914289 0.4152659 4.310012
13 5 1.465226 0.2047513 4.226509
14 5 0.8536987 1.239009 5.997307
15 5 -0.2249328 2.765417 6.971563
1 6 -3.985575 -0.6559901 -0.7527274
2 6 -3.749298 -0.4213754 -0.5832504
3 6 -3.435493 -0.04861284 -0.4241836
4 6 -3.404092 0.1222169 -0.2827442
5 6 -2.74964 0.292956 -0.3795119
6 6 -2.520404 -0.1746776 -0.3137663
7 6 -1.119805 0.01684793 0.09760087
8 6 -1.088435 -0.5926099 2.672637
9 6 -0.1038965 -0.1748827 3.526738
10 6 0.004824326 0.1850543 4.149171
11 6 0.7492583 0.9346259 4.746096
12 6 0.9806268 0.5731521 5.089955
13 6 1.79078 0.8410564 4.028827
14 6 0.9310125 1.943845 6.473518
15 6 0.1726289 2.447685 7.05006
1 7 -4.053382 -0.818936 -0.8562494
2 7 -3.749456 -0.336407 -0.5514846
3 7 -3.446236 -0.234558 -0.1643221
4 7 -3.442066 0.09209074 -0.05234056
5 7 -3.258183 -0.2215599 -0.3859394
6 7 -2.820524 -0.3924884 -0.4219036
7 7 -1.716976 -0.2801526 0.007590221
8 7 -0.7149404 -0.3530798 2.107477
9 7 0.306615 -0.4283373 4.806108
10 7 0.4212245 0.6582288 5.514639
11 7 0.9296613 2.22606 4.828071
12 7 0.7914015 0.9058718 5.387263
13 7 2.458335 1.630426 3.282223
14 7 3.129383 0.2843815 4.676608
15 7 0.04221055 2.229258 7.534098
