lat prs camp flt x yday
5 350 21 1 -0.2831761 210
15 350 21 1 -0.1865254 210
25 350 21 1 -0.1017994 210
35 350 21 1 -0.2968001 210
5 450 21 1 -0.1736204 210
15 450 21 1 -0.3232728 210
25 450 21 1 -0.03404461 210
5 550 21 1 -0.2240529 210
15 550 21 1 -0.6051382 210
25 550 21 1 -0.2923512 210
5 650 21 1 -0.4547731 210
15 650 21 1 -0.6662394 210
25 650 21 1 -1.106204 210
5 750 21 1 -0.44122 210
15 750 21 1 -0.787921 210
5 850 21 1 -0.8995543 210
15 850 21 1 -0.8314193 210
25 850 21 1 -0.573487 210
5 950 21 1 -1.267514 210
15 950 21 1 -1.138407 210
25 950 21 1 -1.378627 210
5 350 22 1 -1.517826 25
15 350 22 1 -1.230586 25.64151
25 350 22 1 -0.5696432 25.73333
35 350 22 1 -0.3410141 25.14894
5 450 22 1 -1.393694 25
15 450 22 1 -1.367911 25.5
25 450 22 1 -0.8416745 26
35 450 22 1 0.846356 26
5 550 22 1 -1.431228 25
15 550 22 1 -1.249227 25.51852
25 550 22 1 -0.1191546 26
35 550 22 1 2.706426 26
5 650 22 1 -1.034908 25
15 650 22 1 -0.7891257 25.5
25 650 22 1 1.083729 26
35 650 22 1 3.329015 26
5 750 22 1 -0.9004659 25
15 750 22 1 0.3983859 25.71429
25 750 22 1 2.123313 26
35 750 22 1 4.163262 26
5 850 22 1 -0.4371851 25
15 850 22 1 2.134155 26
25 850 22 1 3.169499 26
35 850 22 1 5.508397 26
5 950 22 1 -0.336261 25
15 950 22 1 2.617641 26
25 950 22 1 4.529746 26
-5 350 23 1 -3.04301 270
5 350 23 1 -3.263963 270
15 350 23 1 -3.662791 270
25 350 23 1 -3.630248 270
35 350 23 1 -3.95607 270.2581
-5 450 23 1 -3.20731 270
5 450 23 1 -3.337628 270
15 450 23 1 -3.810345 270
25 450 23 1 -3.770185 270
35 450 23 1 -3.757696 270.4923
-5 550 23 1 -3.249193 270
5 550 23 1 -3.445465 270
15 550 23 1 -3.970204 270
25 550 23 1 -3.843519 270
35 550 23 1 -4.281876 270.4688
5 650 23 1 -3.725842 270
15 650 23 1 -3.930737 270
25 650 23 1 -4.136616 270
35 650 23 1 -5.0866 270.4324
5 750 23 1 -4.082663 270
15 750 23 1 -3.173935 270
25 750 23 1 -4.318877 270
35 750 23 1 -5.057635 270.6154
5 850 23 1 -3.729831 270
15 850 23 1 -4.238914 270
25 850 23 1 -5.903382 270
35 850 23 1 -4.697001 270.66
5 950 23 1 -3.503796 270
15 950 23 1 -6.085038 270
25 950 23 1 -6.7903 270
35 950 23 1 -4.340774 270.9
5 350 24 1 0.2775707 113
15 350 24 1 0.8876593 113
25 350 24 1 0.5925655 113
35 350 24 1 1.325681 113
5 450 24 1 0.2114773 113
15 450 24 1 0.9570177 113
25 450 24 1 0.9676153 113
35 450 24 1 1.985431 113
5 550 24 1 0.02158672 113
15 550 24 1 1.051316 113
25 550 24 1 1.485996 113
35 550 24 1 2.431484 113.3462
5 650 24 1 0.5538182 113
15 650 24 1 1.76521 113
25 650 24 1 1.792763 113
35 650 24 1 2.599911 113.4667
5 750 24 1 0.5715787 113
15 750 24 1 2.736382 113
25 750 24 1 2.295673 113
5 850 24 1 -0.2304412 113
15 850 24 1 3.203831 113
25 850 24 1 1.371264 113
5 950 24 1 -0.1297379 113
15 950 24 1 4.454393 113
25 950 24 1 5.215318 113
35 350 21 2 -0.5096079 213
45 350 21 2 -0.8308371 213
65 350 21 2 -5.271235 213.1282
75 350 21 2 -6.325939 213
65 450 21 2 -6.597506 213.7614
75 450 21 2 -7.837209 213
65 550 21 2 -7.924634 213
75 550 21 2 -8.554972 213
65 650 21 2 -10.48893 213
75 650 21 2 -9.399495 213
75 750 21 2 -9.835246 213
75 850 21 2 -9.055272 213
75 950 21 2 -8.76261 213
35 350 22 2 -0.3460759 28
45 350 22 2 0.8149814 28
55 350 22 2 2.109817 28
65 350 22 2 2.164277 29
75 350 22 2 1.838511 29
35 450 22 2 -0.1428094 28
45 450 22 2 1.959527 28
55 450 22 2 3.212238 28
65 450 22 2 3.200576 29
75 450 22 2 3.273799 29
35 550 22 2 0.08044227 28
45 550 22 2 2.313638 28
55 550 22 2 3.997855 28
65 550 22 2 3.725834 29
75 550 22 2 3.696342 29
35 650 22 2 0.5287408 28
45 650 22 2 2.947951 28
55 650 22 2 4.220431 28
65 650 22 2 3.952089 29
