lat camp flt x yday
5 21 1 -0.3609727 210
15 21 1 -0.7320087 210
25 21 1 0.09817207 210
35 21 1 NA 210
5 22 1 -0.9717152 25
15 22 1 0.3997814 25.69633
25 22 1 1.603164 25.9619
35 22 1 3.225277 25.85816
-5 23 1 NA 270
5 23 1 -2.971969 270
15 23 1 -4.24208 270
25 23 1 -4.282628 270
35 23 1 -3.786662 270.5467
5 24 1 1.141067 113
15 24 1 2.405369 113
25 24 1 2.294011 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -9.414377 213
35 22 2 1.763243 28
45 22 2 3.119827 28
55 22 2 4.686803 28
65 22 2 4.382951 29
75 22 2 4.735635 29
35 23 2 -4.073264 273
45 23 2 -3.952869 273
55 23 2 -4.343591 273
65 23 2 -4.0426 274
75 23 2 -4.379752 273.8494
35 24 2 4.444912 116
45 24 2 4.747447 116
55 24 2 5.912481 116
65 24 2 6.566292 117
75 24 2 6.51091 116.4878
25 21 3 -1.080077 216
35 21 3 -2.447527 215.4057
45 21 3 -3.312416 215
55 21 3 -5.201325 215
65 21 3 -9.767405 215
15 22 3 NA 32
25 22 3 2.073295 32
35 22 3 3.388786 32
45 22 3 3.956786 31
55 22 3 4.381849 31
65 22 3 4.078419 31
25 23 3 -4.074776 276.5235
35 23 3 -3.596807 276
45 23 3 -3.358621 276
55 23 3 -3.40903 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 4.113271 118.7636
35 24 3 5.005225 118
45 24 3 4.092966 118
55 24 3 4.162052 118
65 24 3 NA 118
-15 21 4 -0.9856987 219
-5 21 4 -0.813402 218.5256
5 21 4 -0.5635664 218
15 21 4 -1.059743 218
-15 22 4 -1.256692 34
-5 22 4 -1.10646 33.82339
5 22 4 -0.2988181 33
15 22 4 0.483034 33
-15 23 4 -2.722599 279
-5 23 4 -2.660532 279
5 23 4 -3.204632 278.4583
15 23 4 -3.95983 278
-15 24 4 -1.983732 121
-5 24 4 -1.254447 120.7323
5 24 4 -0.2135308 120
15 24 4 1.468726 120
-45 21 5 -2.580407 220.8525
-35 21 5 -2.653445 220
-25 21 5 NA 220
-15 21 5 -1.083594 220
-55 22 5 -4.611364 36
-45 22 5 -2.991014 35.98084
-35 22 5 -3.523934 35
-25 22 5 -2.366745 35
-15 22 5 -1.747787 35
-55 23 5 -2.782955 281
-45 23 5 -3.104541 280.9263
-35 23 5 -2.964821 280
-25 23 5 -2.634713 280
-15 23 5 -2.646336 280
