lat prs annmn cos sin
1 1 -3.485456 -0.5366362 -0.4554812
2 1 -3.237699 -0.2893003 -0.4170454
3 1 -2.993048 -0.06900523 -0.3408764
4 1 -2.661384 -0.479883 -0.3277459
5 1 -2.287884 -0.4289952 -0.3607863
6 1 -1.821797 -0.303371 -0.06468074
7 1 -1.700207 -0.799418 0.8957503
8 1 -1.397718 -0.887115 1.670278
9 1 -1.24326 -1.061916 2.510921
10 1 -0.4831313 -0.8570876 3.119025
11 1 -0.09719648 -0.9650749 3.360071
12 1 0.2384202 -0.4774148 3.89121
13 1 -0.03099108 0.7667255 4.47925
14 1 -0.3345657 1.562712 4.922367
15 1 -1.223261 1.753802 5.058132
1 2 -3.681187 -0.77991 -0.5677455
2 2 -3.417006 -0.4541577 -0.4943827
3 2 -3.024898 -0.108465 -0.3180272
4 2 -2.8346 -0.3471758 -0.3584224
5 2 -2.449884 -0.7126556 -0.4643714
6 2 -2.02856 -0.4750478 -0.3296909
7 2 -1.585276 -0.5262918 0.6136509
8 2 -1.405476 -0.9386291 1.857149
9 2 -1.145736 -1.195063 2.660671
10 2 -0.3699297 -1.130531 3.073117
11 2 0.1694393 -0.8438679 3.680453
12 2 0.3171542 -0.02185723 4.181117
13 2 0.3588554 1.031481 4.602267
14 2 0.09134557 1.847709 5.534684
15 2 -0.5470645 2.463483 5.903897
1 3 -3.794856 -0.9124999 -0.6189466
2 3 -3.499899 -0.5418063 -0.5403214
3 3 -3.089839 -0.1507461 -0.2919852
4 3 -2.938271 -0.3124433 -0.3384596
5 3 -2.576492 -0.4804063 -0.2976149
6 3 -2.053238 -0.4612386 -0.2203665
7 3 -1.400034 -0.09409015 0.2840461
8 3 -1.25434 -0.9640862 1.967049
9 3 -1.052741 -1.08545 2.767609
10 3 -0.2565904 -0.8116406 3.192233
11 3 0.3126766 -0.6004906 3.898877
12 3 0.4144486 0.1314095 4.382172
13 3 0.806778 0.8072388 4.426407
14 3 0.09273836 2.250432 6.140814
15 3 -0.3642893 2.645543 6.137018
1 4 -3.880799 -0.9783554 -0.6683417
2 4 -3.621593 -0.7231548 -0.5838897
3 4 -3.188505 -0.1882633 -0.3097071
4 4 -3.010386 -0.2844581 -0.3542689
5 4 -2.54524 -0.4181162 -0.3474605
6 4 -2.068013 -0.3050438 -0.1991925
7 4 -1.046054 0.5988851 0.007870102
8 4 -1.078348 -0.8811476 1.917601
9 4 -0.8810678 -0.8619719 2.893845
10 4 -0.1095659 -0.5565144 3.358114
11 4 0.3780922 -0.2104797 4.159481
12 4 0.5940757 0.1569802 4.55855
13 4 1.020576 0.9994882 4.52711
14 4 0.2349564 2.495773 6.417811
15 4 -0.1434127 2.774291 6.447131
1 5 -3.94493 -1.021203 -0.7414674
2 5 -3.727361 -0.8276311 -0.6118255
3 5 -3.38057 -0.3840683 -0.3922221
4 5 -3.1269 -0.1748774 -0.360625
5 5 -2.639746 -0.1250334 -0.4260183
6 5 -2.177697 -0.1147356 -0.2069247
7 5 -0.8879003 0.7343865 -0.004426901
8 5 -0.932062 -1.033809 2.165006
9 5 -0.5690031 -0.5977632 3.301617
10 5 -0.03277261 0.1482959 3.766332
11 5 0.6831246 0.0002247519 4.47729
12 5 0.8337763 0.3821944 4.730222
13 5 1.297013 1.147534 4.690889
14 5 0.7917744 1.829303 6.154047
15 5 -0.1093842 2.802196 6.708129
1 6 -4.001636 -1.123941 -0.8346284
2 6 -3.851846 -0.9530426 -0.5863835
3 6 -3.494953 -0.4316428 -0.4361964
4 6 -3.338336 -0.1271057 -0.3231253
5 6 -2.754734 -0.02179784 -0.456819
6 6 -2.285682 -0.02015431 -0.209998
7 6 -1.215934 -0.02959911 0.30496
8 6 -0.7630257 -1.104942 2.203236
9 6 -0.2592871 -0.2910082 3.705196
10 6 0.1857719 0.3405122 4.292269
11 6 0.7091291 0.8240519 4.611804
12 6 1.083583 0.7130086 4.988105
13 6 1.545593 1.351341 4.706461
14 6 0.8403064 2.537849 6.565235
15 6 -0.008418028 2.829263 6.856929
1 7 -4.154428 -1.603506 -1.090448
2 7 -3.921868 -0.9248679 -0.5857706
3 7 -3.570173 -0.6243533 -0.2498996
4 7 -3.583086 -0.2052766 -0.1945448
5 7 -2.972492 -0.2839446 -0.5219606
6 7 -2.4647 -0.16891 -0.280627
7 7 -1.492934 -0.3217488 0.3527596
8 7 -0.6086568 -1.053497 2.150476
9 7 0.118665 -0.08921249 4.084059
10 7 0.2473802 0.8641857 4.958152
11 7 0.7919051 1.261314 4.598154
12 7 1.339177 0.9939842 4.781881
13 7 1.757352 1.548033 4.681682
14 7 2.809783 0.8102519 5.190059
15 7 0.3162618 2.966798 7.405037
