lat prs camp flt x yday
5 350 21 1 -0.3614244 210
15 350 21 1 -0.7202431 210
25 350 21 1 -0.09822467 210
35 350 21 1 -0.5924429 210
5 450 21 1 -0.5074204 210
15 450 21 1 -0.6956014 210
25 450 21 1 -0.01866711 210
5 550 21 1 -0.5466091 210
15 550 21 1 -0.8089413 210
25 550 21 1 0.01042151 210
5 650 21 1 -0.4199192 210
15 650 21 1 -0.8213017 210
25 650 21 1 -0.1665279 210
5 750 21 1 -0.5238057 210
15 750 21 1 -0.6931516 210
5 850 21 1 -0.5418448 210
15 850 21 1 -0.6528796 210
25 850 21 1 -0.4937986 210
5 950 21 1 -0.4934389 210
15 950 21 1 -0.8404065 210
25 950 21 1 -1.09819 210
5 350 22 1 -1.5852 25
15 350 22 1 -0.7195294 25.64151
25 350 22 1 0.2855046 25.73333
35 350 22 1 0.8787701 25.14894
5 450 22 1 -1.273289 25
15 450 22 1 -1.017854 25.5
25 450 22 1 -0.3132569 26
35 450 22 1 1.887051 26
5 550 22 1 -1.119029 25
15 550 22 1 -0.8340458 25.51852
25 550 22 1 0.1563365 26
35 550 22 1 2.585782 26
5 650 22 1 -0.8542187 25
15 650 22 1 -0.07058476 25.5
25 650 22 1 0.9395236 26
35 650 22 1 3.236952 26
5 750 22 1 -0.8582705 25
15 750 22 1 0.8009001 25.71429
25 750 22 1 2.00169 26
35 750 22 1 4.256929 26
5 850 22 1 -0.7252696 25
15 850 22 1 1.831555 26
25 850 22 1 3.391121 26
35 850 22 1 5.732447 26
5 950 22 1 -0.779462 25
15 950 22 1 2.378719 26
25 950 22 1 4.241713 26
-5 350 23 1 -2.9382 270
5 350 23 1 -3.303078 270
15 350 23 1 -3.493703 270
25 350 23 1 -3.447876 270
35 350 23 1 -3.69625 270.2581
-5 450 23 1 -3.106098 270
5 450 23 1 -3.362617 270
15 450 23 1 -3.563306 270
25 450 23 1 -3.446446 270
35 450 23 1 -3.918688 270.4923
-5 550 23 1 -3.250985 270
5 550 23 1 -3.370181 270
15 550 23 1 -3.760993 270
25 550 23 1 -3.609146 270
35 550 23 1 -4.28819 270.4688
5 650 23 1 -3.407073 270
15 650 23 1 -3.911055 270
25 650 23 1 -3.861432 270
35 650 23 1 -4.168475 270.4324
5 750 23 1 -3.357967 270
15 750 23 1 -4.330883 270
25 750 23 1 -4.323977 270
35 750 23 1 -3.596104 270.6154
