lat prs annmn cos sin
1 1 -3.100272 -0.4900502 -0.2426574
2 1 -2.737186 -0.2694258 -0.1074634
3 1 -2.538793 -0.2256222 -0.09591727
4 1 -1.917009 -0.4204902 0.341127
5 1 -1.79718 -0.4831372 0.6816792
6 1 -1.600452 -0.6181276 0.7141415
7 1 -1.508616 -0.6013904 1.293515
8 1 -1.374731 -0.6121668 1.640218
9 1 -1.165444 -0.6892242 1.983961
10 1 -0.8724232 -1.008889 2.446751
11 1 -0.4163827 -1.267503 2.748524
12 1 0.002295277 -0.5648582 3.1473
13 1 -0.07340371 0.5132678 3.991168
14 1 -0.1409899 0.8641367 4.55537
15 1 -0.9583279 1.137145 4.67764
1 2 -3.415248 -0.521939 -0.3885086
2 2 -3.018256 -0.3058773 -0.2432462
3 2 -2.62802 -0.1841431 -0.1360833
4 2 -2.212662 -0.4155704 0.09216912
5 2 -1.93704 -0.5858287 0.3822164
6 2 -1.660309 -0.5205238 0.5169466
7 2 -1.204528 -0.07658308 0.8901777
8 2 -1.532428 -0.6372462 1.69229
9 2 -1.204944 -0.9398005 2.099014
10 2 -0.8120964 -1.078619 2.481493
11 2 -0.09246987 -1.149197 3.069011
12 2 0.2525383 -0.002663092 3.387031
13 2 0.2366729 0.6114879 4.343876
14 2 0.2238188 1.218499 5.565283
15 2 -0.422188 2.031736 5.720763
1 3 -3.584826 -0.6312003 -0.4620491
2 3 -3.144054 -0.3812803 -0.3156439
3 3 -2.73834 -0.110485 -0.1393804
4 3 -2.384252 -0.3049831 -0.08953859
5 3 -1.996405 -0.2922492 0.2969727
6 3 -1.734311 -0.4323882 0.501984
7 3 -0.8760142 0.6167512 0.6756325
8 3 -1.498379 -0.6612808 1.705081
9 3 -1.228737 -0.8668866 2.171627
10 3 -0.5586747 -0.5034891 2.572717
11 3 0.1570967 -0.6605153 3.431806
12 3 0.419748 0.1903428 3.631304
13 3 0.6633922 0.5142282 4.470085
14 3 0.2653241 1.750438 6.250999
15 3 -0.3205822 2.54661 6.293423
1 4 -3.685764 -0.6984854 -0.5139936
2 4 -3.347804 -0.5194586 -0.4298354
3 4 -2.944602 -0.06650543 -0.2116977
4 4 -2.631871 -0.06302816 -0.2112743
5 4 -1.95298 -0.009853552 0.009772419
6 4 -1.704607 -0.350026 0.4223262
7 4 -0.4547419 1.136636 0.0569532
8 4 -1.174245 -0.6595341 2.113487
9 4 -1.029516 -0.9570364 2.488094
10 4 -0.4691563 -0.09538633 2.945543
11 4 0.2425887 -0.243428 3.753802
12 4 0.6450878 0.2141798 4.047632
13 4 1.094246 0.4144334 4.400902
14 4 0.2321658 2.231187 6.700331
15 4 -0.4274756 2.830404 7.036113
1 5 -3.774696 -0.6672092 -0.6000644
2 5 -3.54016 -0.4900993 -0.5415425
3 5 -3.108024 0.02950445 -0.3218228
4 5 -2.800201 0.05137275 -0.266768
5 5 -2.199749 0.3150806 -0.333682
6 5 -1.907876 -0.1497704 0.1061308
7 5 -0.5029231 0.7216048 -0.2285845
8 5 -1.29385 -0.9940752 2.591582
9 5 -0.4816327 -0.7609606 3.049931
10 5 -0.1745364 0.07258201 3.573273
11 5 0.5451245 0.02051033 4.361435
12 5 0.9973602 0.291581 4.343373
13 5 1.680738 0.2209832 4.34363
14 5 1.012428 1.338241 6.164265
15 5 -0.1548782 2.991554 7.172293
1 6 -3.835564 -0.6203649 -0.6921102
2 6 -3.632932 -0.381154 -0.5840944
3 6 -3.263264 -0.0004273622 -0.3809459
4 6 -3.121675 0.03568301 -0.2236548
5 6 -2.620918 0.2684562 -0.2932722
6 6 -2.3886 -0.05197162 -0.1363859
7 6 -1.383881 -0.2054643 0.3114745
8 6 -1.078112 -0.7143961 2.450458
9 6 -0.1801382 -0.112981 3.389964
10 6 -0.01809055 0.251744 4.273597
11 6 0.8710084 0.900926 4.694177
12 6 1.240888 0.4986129 5.119902
13 6 2.108501 0.8542296 4.071825
14 6 1.046644 2.225042 6.613209
15 6 0.2349477 2.742563 7.226855
1 7 -3.923562 -0.7555326 -0.7988821
2 7 -3.661862 -0.3307188 -0.5623436
3 7 -3.531232 -0.3941021 -0.2777442
4 7 -3.294471 -0.2187015 -0.1153737
5 7 -3.124057 -0.2535382 -0.3313689
6 7 -2.667047 -0.2035563 -0.2444116
7 7 -1.775696 -0.1937582 0.3482699
8 7 -0.6282179 -0.332806 2.030918
9 7 0.3120302 -0.3737099 4.74975
10 7 0.4444449 0.6494762 5.66515
11 7 0.9238097 1.963902 4.728209
12 7 1.08982 0.8180382 5.397914
13 7 2.829041 1.533677 3.302121
14 7 3.379949 0.3691041 4.749165
15 7 0.1060244 2.506502 7.612873
