lat camp flt x yday
5 21 1 -0.9525628 210
15 21 1 -0.8136389 210
25 21 1 -0.304972 210
35 21 1 NA 210
5 22 1 -0.9278658 25
15 22 1 -0.1661965 25.69633
25 22 1 1.477699 25.9619
35 22 1 1.960995 25.85816
-5 23 1 NA 270
5 23 1 -1.927586 270
15 23 1 -3.345144 270
25 23 1 -3.480374 270
35 23 1 -3.33351 270.5467
5 24 1 0.9573621 113
15 24 1 1.783935 113
25 24 1 2.004007 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -8.933905 213
35 22 2 0.9402363 28
45 22 2 2.38044 28
55 22 2 3.352882 28
65 22 2 4.035524 29
75 22 2 4.112811 29
35 23 2 -3.937622 273
45 23 2 -3.794134 273
55 23 2 -4.302976 273
65 23 2 -4.165389 274
75 23 2 -4.33616 273.8494
35 24 2 3.649633 116
45 24 2 4.134823 116
55 24 2 4.982656 116
65 24 2 5.736251 117
75 24 2 5.98541 116.4878
25 21 3 -0.6918304 216
35 21 3 -1.644833 215.4057
45 21 3 -2.097085 215
55 21 3 -2.512927 215
65 21 3 -8.501259 215
15 22 3 NA 32
25 22 3 1.436144 32
35 22 3 2.78994 32
45 22 3 3.570597 31
55 22 3 3.85102 31
65 22 3 3.43661 31
25 23 3 -3.476339 276.5235
35 23 3 -3.739299 276
45 23 3 -3.482045 276
55 23 3 -3.490725 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 3.90031 118.7636
35 24 3 4.385358 118
45 24 3 4.209946 118
55 24 3 3.566513 118
65 24 3 NA 118
-15 21 4 -1.179293 219
-5 21 4 -1.018299 218.5256
5 21 4 -0.8885979 218
15 21 4 -0.9097428 218
-15 22 4 -1.022274 34
-5 22 4 -0.8652575 33.82339
5 22 4 -0.2289289 33
15 22 4 0.3388605 33
-15 23 4 -2.737339 279
-5 23 4 -2.524216 279
5 23 4 -2.672777 278.4583
15 23 4 -3.326539 278
-15 24 4 -1.857765 121
-5 24 4 -0.6586023 120.7323
5 24 4 0.28481 120
15 24 4 1.527048 120
-45 21 5 -2.595676 220.8525
-35 21 5 -2.587476 220
-25 21 5 NA 220
-15 21 5 -1.218753 220
-55 22 5 -4.504842 36
-45 22 5 -3.529879 35.98084
-35 22 5 -3.319975 35
-25 22 5 -1.975993 35
-15 22 5 -1.195573 35
-55 23 5 -2.664449 281
-45 23 5 -2.70968 280.9263
-35 23 5 -2.730681 280
-25 23 5 -2.646775 280
-15 23 5 -2.696635 280
-45 24 5 -3.129072 123
-35 24 5 -3.105817 122.4536
-25 24 5 -2.943433 122
-15 24 5 -2.689733 122
-65 21 6 -3.080241 225
-55 21 6 -2.914481 224.8609
-45 21 6 -2.839736 224
-65 22 6 -4.708091 40.63423
-55 22 6 -4.348923 40.48457
-45 22 6 NA 40
-65 23 6 -3.113032 283.4625
-55 23 6 -3.067417 283.4305
-45 23 6 -2.713277 283
-65 24 6 -3.689669 126
-55 24 6 -3.414175 125.5208
-45 24 6 -3.699181 125
-55 21 7 -2.988274 227
-45 21 7 -2.992844 227
-35 21 7 -2.526153 227
-25 21 7 -1.682985 227
-15 21 7 -1.081269 227
-5 21 7 NA 227
-55 22 7 -4.245119 43
-45 22 7 -3.676302 43
-35 22 7 -3.228505 43
-25 22 7 -4.010371 43
-15 22 7 -3.970469 43
-5 22 7 -0.5362771 43
-65 23 7 -3.273089 286
-55 23 7 -3.226499 286
-65 24 7 -3.838487 128
-55 24 7 -3.529228 128
-5 21 8 -0.08400705 229
5 21 8 -1.946054 229
15 21 8 -3.652094 229
25 21 8 -3.537788 229
35 21 8 -3.647235 229
-5 22 8 1.378292 45
5 22 8 2.99222 45
15 22 8 0.8736981 45
25 22 8 1.192898 45
35 22 8 1.821271 45
-55 23 8 NA 289
-45 23 8 -2.796151 289
-35 23 8 -2.709189 289
-25 23 8 -2.422573 289
-15 23 8 -1.807799 289
-5 23 8 -0.7569759 289
-55 24 8 -3.611902 131
-45 24 8 -3.439543 131
-35 24 8 -3.259095 131
-25 24 8 -2.615228 131
-15 24 8 -2.414883 131
-5 24 8 -1.781883 131
35 21 9 NA 232
45 21 9 -4.462558 232
55 21 9 NA 232
65 21 9 -7.886782 232
75 21 9 -8.338977 232
35 22 9 1.935318 48
45 22 9 1.735724 48
55 22 9 2.998107 48
65 22 9 4.331838 48
75 22 9 3.60485 48
-5 23 9 -0.9055371 291
5 23 9 -3.848802 291
15 23 9 -3.867258 291
-5 24 9 -1.739244 133
5 24 9 -0.03298852 133
15 24 9 1.942093 133
25 24 9 2.470273 133
35 24 9 2.863874 133
65 22 10 4.038194 49
75 22 10 4.531005 49
5 23 10 -4.419136 292
15 23 10 -3.76894 292
25 23 10 -2.976048 292
35 23 10 -2.772402 292
35 24 10 3.544489 136
45 24 10 3.54556 136
55 24 10 3.790509 136
65 24 10 3.860832 136
35 22 11 2.28823 51
45 22 11 3.417557 51
55 22 11 3.683555 51
65 22 11 3.889201 51
35 23 11 -2.815306 295
45 23 11 -2.322854 295
55 23 11 -1.969309 295
65 23 11 -1.683448 295
45 24 11 3.836505 137
65 24 11 4.052448 137
45 23 12 -1.905769 297
55 23 12 2.631067 297
65 23 12 -2.129027 297
75 23 12 -2.101352 297
45 24 12 4.091996 138
55 24 12 NA 138
65 24 12 4.717208 138.286
75 24 12 4.411534 138
35 23 13 -2.662687 299.0926
45 23 13 -2.735652 299
55 23 13 -2.470246 299
65 23 13 -1.959655 299
35 24 13 3.9629 140
45 24 13 4.286408 140
55 24 13 4.904215 140
65 24 13 4.862839 140
