lat prs annmn cos sin
1 1 -3.21553 -0.3736624 -0.4538928
2 1 -2.913717 -0.3668349 -0.466373
3 1 -2.778903 -0.2648155 -0.4860445
4 1 -2.467276 -0.8518628 -0.2524372
5 1 -2.243212 -1.028756 -0.05084899
6 1 -1.785702 -0.5619003 0.3008973
7 1 -1.566939 -0.4310693 0.9689408
8 1 -1.243125 -0.5085574 1.440288
9 1 -1.12354 -0.8450394 2.276108
10 1 -0.6809939 -0.8942166 2.530996
11 1 -0.312546 -1.096923 2.902192
12 1 0.08341981 -0.6612119 3.442164
13 1 -0.05949067 0.313975 3.839541
14 1 -0.190924 0.7398657 4.474262
15 1 -0.9796746 1.346504 4.46471
1 2 -3.463781 -0.3790564 -0.5206344
2 2 -3.224354 -0.3865771 -0.4852493
3 2 -2.90493 -0.1598184 -0.4909069
4 2 -2.547303 -0.5322805 -0.3265657
5 2 -2.540051 -1.174218 -0.4387816
6 2 -2.027443 -0.8688423 0.06727641
7 2 -1.313166 0.1435807 0.5571307
8 2 -1.283508 -0.4141463 1.694077
9 2 -1.031436 -1.003079 2.475082
10 2 -0.5252099 -1.068352 2.723496
11 2 -0.1088496 -0.989531 3.217742
12 2 0.3114346 -0.2555065 3.667968
13 2 0.3725416 0.3127096 3.978324
14 2 0.04389084 1.184209 5.056387
15 2 -0.525233 1.621584 5.046702
1 3 -3.635499 -0.5118254 -0.5572541
2 3 -3.384389 -0.4077002 -0.5148346
3 3 -3.004862 -0.1056268 -0.4900945
4 3 -2.737616 -0.2376667 -0.4218912
5 3 -2.524872 -0.861579 -0.3810705
6 3 -2.11381 -0.8522049 -0.1572293
7 3 -0.7353029 1.063558 0.03883743
8 3 -1.17402 -0.2517794 1.911646
9 3 -1.003642 -0.8526445 2.481016
10 3 -0.3567376 -0.7558462 2.801947
11 3 0.09441438 -0.7496906 3.469672
12 3 0.4990305 -0.06518376 3.879886
13 3 0.8552883 0.2023656 3.943343
14 3 0.1511022 1.558846 5.521164
15 3 -0.4032014 1.75241 5.466363
1 4 -3.760247 -0.6528378 -0.5661208
2 4 -3.559413 -0.5376918 -0.5457663
3 4 -3.148454 -0.1005603 -0.4725704
4 4 -2.931532 0.02847458 -0.4775323
5 4 -2.375989 -0.2986909 -0.4061283
6 4 -1.892418 -0.04797312 -0.3951076
7 4 -0.1459179 1.711828 -0.2886966
8 4 -0.752644 0.03839057 2.120348
9 4 -1.005358 -0.6656909 2.562717
10 4 -0.130342 -0.4507527 3.021753
11 4 0.1711078 -0.2399395 3.934361
12 4 0.6581268 -0.00448536 4.084185
13 4 1.269103 0.4170167 3.864171
14 4 0.1318979 2.004559 5.852606
15 4 -0.3714197 2.229269 6.055072
1 5 -3.897632 -0.7404545 -0.6144791
2 5 -3.733072 -0.6904808 -0.5626699
3 5 -3.304291 -0.1144791 -0.4384596
4 5 -3.133279 0.1754911 -0.3839609
5 5 -2.38192 0.04428682 -0.6080418
6 5 -1.87791 0.2177402 -0.4459708
7 5 0.04636365 1.1504 -0.1604
8 5 -0.5960587 -0.02671846 2.403587
9 5 -0.8205597 -0.5892285 2.815177
10 5 -0.00188711 0.06382865 3.349459
11 5 0.4149795 -0.08854669 4.169186
12 5 0.8642331 0.1374937 4.31572
13 5 1.719976 0.646567 3.537898
14 5 0.4831176 2.037859 5.683694
15 5 -0.3260947 2.799488 6.35856
1 6 -4.013055 -0.7954573 -0.6510049
2 6 -3.899683 -0.7929615 -0.5479304
3 6 -3.455818 -0.12036 -0.3566933
4 6 -3.312368 0.2427658 -0.2862273
5 6 -2.525994 0.414113 -0.3659162
6 6 -2.215783 0.08398456 -0.2766196
7 6 -0.5755683 0.050229 0.4499874
8 6 -0.4018709 -0.2159566 2.382614
9 6 -0.3929262 -0.1115516 3.126442
10 6 0.237924 0.1765538 3.758628
11 6 0.4707638 0.4101543 4.210508
12 6 0.7463805 0.5115202 4.764787
13 6 2.007231 0.8988243 3.444289
14 6 0.4137173 3.2218 6.088902
15 6 -0.1253683 3.442521 6.609604
1 7 -4.12719 -0.9021433 -0.7063199
2 7 -3.989574 -0.8003146 -0.4942335
3 7 -3.780114 -0.4397004 -0.43129
4 7 -3.625312 -0.005694178 -0.195197
5 7 -2.802145 0.3029348 -0.2351977
6 7 -2.408036 -0.2277409 -0.3395596
7 7 -1.404204 -0.3771297 0.2493678
8 7 -0.3020543 -0.6797674 2.300352
9 7 0.1176858 -0.1787289 3.515352
10 7 0.5558425 0.2480109 4.396142
11 7 0.4831481 0.8140092 4.084016
12 7 0.8935437 0.5884305 4.432603
13 7 2.143588 1.348196 3.408569
14 7 2.20502 0.9614743 4.341887
15 7 0.2531656 4.067778 6.959787
