lat camp flt x yday
5 21 1 -0.8946815 210
15 21 1 -0.5437171 210
25 21 1 -0.3550969 210
35 21 1 NA 210
5 22 1 -1.10016 25
15 22 1 0.5760889 25.69633
25 22 1 1.8985 25.9619
35 22 1 3.524234 25.85816
-5 23 1 NA 270
5 23 1 -2.20046 270
15 23 1 -3.32983 270
25 23 1 -3.588691 270
35 23 1 -3.722575 270.5467
5 24 1 0.7484804 113
15 24 1 2.221872 113
25 24 1 2.319527 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -6.490829 213
35 22 2 2.482535 28
45 22 2 3.513743 28
55 22 2 4.853915 28
65 22 2 5.311308 29
75 22 2 5.444078 29
35 23 2 -3.483749 273
45 23 2 -3.334136 273
55 23 2 -3.247807 273
65 23 2 -2.857889 274
75 23 2 -2.62534 273.8494
35 24 2 4.996421 116
45 24 2 5.28133 116
55 24 2 6.674597 116
65 24 2 6.879651 117
75 24 2 6.897272 116.4878
25 21 3 -1.060074 216
35 21 3 -2.548829 215.4057
45 21 3 -3.188557 215
55 21 3 -4.553964 215
65 21 3 -8.42922 215
15 22 3 NA 32
25 22 3 2.561642 32
35 22 3 3.825874 32
45 22 3 4.311501 31
55 22 3 4.596044 31
65 22 3 4.526269 31
25 23 3 -3.311595 276.5235
35 23 3 -2.205891 276
45 23 3 -1.897157 276
55 23 3 -1.666691 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 4.751192 118.7636
35 24 3 5.799301 118
45 24 3 4.853414 118
55 24 3 4.913355 118
65 24 3 NA 118
-15 21 4 -1.28649 219
-5 21 4 -1.17318 218.5256
5 21 4 -1.054915 218
15 21 4 -1.221288 218
-15 22 4 -2.020077 34
-5 22 4 -1.774853 33.82339
5 22 4 -0.2788747 33
15 22 4 0.8478979 33
-15 23 4 -2.365012 279
-5 23 4 -2.343014 279
5 23 4 -2.490653 278.4583
15 23 4 -3.200887 278
-15 24 4 -1.763007 121
-5 24 4 -1.422 120.7323
5 24 4 -0.6859853 120
15 24 4 1.382259 120
-45 21 5 -2.102662 220.8525
-35 21 5 -2.377415 220
-25 21 5 NA 220
-15 21 5 -1.392828 220
-55 22 5 -4.321992 36
-45 22 5 -3.269907 35.98084
-35 22 5 -3.450343 35
-25 22 5 -2.708747 35
-15 22 5 -2.270754 35
-55 23 5 -1.954886 281
-45 23 5 -2.029392 280.9263
-35 23 5 -2.170585 280
-25 23 5 -2.051889 280
-15 23 5 -2.085735 280
-45 24 5 -3.014433 123
-35 24 5 -3.022689 122.4536
-25 24 5 -2.989513 122
-15 24 5 -2.762228 122
-65 21 6 -2.432855 225
-55 21 6 -2.301981 224.8609
-45 21 6 -2.181712 224
-65 22 6 -4.474571 40.63423
-55 22 6 -4.108828 40.48457
-45 22 6 NA 40
-65 23 6 -2.352915 283.4625
-55 23 6 -2.160074 283.4305
-45 23 6 -2.107722 283
-65 24 6 -3.433375 126
-55 24 6 -3.323807 125.5208
-45 24 6 -3.292112 125
-55 21 7 -2.473417 227
-45 21 7 -2.324434 227
-35 21 7 -1.803899 227
-25 21 7 -1.597258 227
-15 21 7 -0.3961732 227
-5 21 7 NA 227
-55 22 7 -3.80941 43
-45 22 7 -3.641803 43
-35 22 7 -3.18447 43
-25 22 7 -3.730008 43
-15 22 7 -3.374742 43
-5 22 7 -1.67481 43
-65 23 7 -2.539039 286
-55 23 7 -2.46117 286
-65 24 7 -3.58328 128
-55 24 7 -3.402865 128
-5 21 8 0.2105642 229
5 21 8 -0.1239154 229
15 21 8 -2.681845 229
25 21 8 -3.037721 229
35 21 8 -2.963963 229
-5 22 8 0.3534796 45
5 22 8 1.070504 45
15 22 8 0.9342408 45
25 22 8 2.014357 45
35 22 8 1.9781 45
-55 23 8 NA 289
-45 23 8 -2.693942 289
-35 23 8 -2.510373 289
-25 23 8 -2.252094 289
-15 23 8 -2.068748 289
-5 23 8 -0.7012247 289
-55 24 8 -3.368504 131
-45 24 8 -3.064343 131
-35 24 8 -2.471414 131
-25 24 8 -2.326212 131
-15 24 8 -2.353005 131
-5 24 8 -1.476019 131
35 21 9 NA 232
45 21 9 -3.519082 232
55 21 9 NA 232
65 21 9 -7.662221 232
75 21 9 -7.277266 232
35 22 9 2.470468 48
45 22 9 2.199558 48
55 22 9 2.76525 48
65 22 9 4.321058 48
75 22 9 4.612854 48
-5 23 9 -1.620051 291
5 23 9 -3.615928 291
15 23 9 -3.37594 291
-5 24 9 -1.684778 133
5 24 9 0.3563849 133
15 24 9 2.356464 133
25 24 9 2.902888 133
35 24 9 3.963917 133
65 22 10 5.937809 49
75 22 10 5.491169 49
5 23 10 -3.857177 292
15 23 10 -3.147106 292
25 23 10 -2.515122 292
35 23 10 -1.853671 292
35 24 10 4.27082 136
45 24 10 5.283656 136
55 24 10 5.705061 136
65 24 10 6.168579 136
35 22 11 3.315247 51
45 22 11 4.51124 51
55 22 11 5.008417 51
65 22 11 5.244327 51
35 23 11 -2.376641 295
45 23 11 -1.724568 295
55 23 11 -1.892584 295
65 23 11 -1.451056 295
45 24 11 5.638289 137
65 24 11 6.602793 137
45 23 12 -1.74806 297
55 23 12 0.1347848 297
65 23 12 -0.887593 297
75 23 12 -0.6392004 297
45 24 12 4.269468 138
55 24 12 NA 138
65 24 12 5.969912 138.286
75 24 12 5.694846 138
35 23 13 -1.852828 299.0926
45 23 13 -1.731733 299
55 23 13 -1.280228 299
65 23 13 -0.8971324 299
35 24 13 4.438972 140
45 24 13 4.29745 140
55 24 13 5.202609 140
65 24 13 5.193918 140
