lat prs annmn cos sin
1 1 -3.355053 -0.3100662 -0.4301622
2 1 -3.172298 -0.2235423 -0.4430917
3 1 -3.066631 -0.1442014 -0.4228882
4 1 -2.744814 -0.3299288 -0.3741843
5 1 -2.35313 -0.3161556 -0.410718
6 1 -1.861859 -0.2702813 -0.1262245
7 1 -1.432744 -0.2868483 0.9237695
8 1 -1.150258 -0.5831717 1.552369
9 1 -0.8562496 -0.7892553 2.507214
10 1 -0.3738942 -0.773686 2.911501
11 1 0.06159144 -0.9873397 3.196811
12 1 0.1237003 -0.2143774 3.429773
13 1 -0.08119595 0.7637214 3.979438
14 1 -0.2199259 1.218749 4.490348
15 1 -0.9626323 1.49557 4.63244
1 2 -3.44731 -0.4031731 -0.4936784
2 2 -3.291838 -0.2940664 -0.4960744
3 2 -3.097492 -0.1708101 -0.4232655
4 2 -2.883231 -0.2078155 -0.4002444
5 2 -2.564494 -0.600417 -0.6364436
6 2 -2.068377 -0.4553766 -0.4062607
7 2 -1.17522 0.179341 0.6772495
8 2 -1.116761 -0.58272 1.728116
9 2 -0.870432 -1.048626 2.559587
10 2 -0.2618088 -0.9795843 2.97807
11 2 0.2518055 -0.7981865 3.387308
12 2 0.3060448 -0.03006151 3.670959
13 2 0.3720027 0.8901186 3.995964
14 2 0.09903806 1.493966 4.951267
15 2 -0.5006417 2.042076 5.282109
1 3 -3.510322 -0.4579022 -0.5172018
2 3 -3.368484 -0.3495091 -0.4943422
3 3 -3.137241 -0.1834437 -0.4106474
4 3 -2.93747 -0.1497037 -0.3966476
5 3 -2.663577 -0.497981 -0.5419957
6 3 -2.116851 -0.406662 -0.439353
7 3 -1.021334 0.6715017 0.3382707
8 3 -0.9843229 -0.5605966 1.827565
9 3 -0.8584129 -1.009406 2.602004
10 3 -0.1589349 -0.771055 3.026244
11 3 0.3414828 -0.6311981 3.516886
12 3 0.3905403 0.06563708 3.818165
13 3 0.7435454 0.6855175 3.877354
14 3 0.1640798 1.810721 5.265469
15 3 -0.3791367 2.234797 5.458604
1 4 -3.566534 -0.4764258 -0.5337887
2 4 -3.435757 -0.4343771 -0.5165574
3 4 -3.196387 -0.206201 -0.41872
4 4 -3.020037 -0.1425002 -0.4178606
5 4 -2.630982 -0.4628308 -0.5531394
6 4 -2.099332 -0.1952168 -0.4468251
7 4 -0.6242161 1.445352 0.2549224
8 4 -0.8426109 -0.4166592 1.834185
9 4 -0.7331895 -0.8406789 2.708929
10 4 -0.06394553 -0.6298612 3.171376
11 4 0.3524664 -0.2951334 3.705384
12 4 0.4821241 0.1371686 3.972058
13 4 0.9020848 0.7619141 3.974812
14 4 0.246813 2.093952 5.478163
15 4 -0.2869252 2.447662 5.790936
1 5 -3.609776 -0.484577 -0.5571489
2 5 -3.49039 -0.5024475 -0.525338
3 5 -3.270734 -0.2155331 -0.418522
4 5 -3.123559 -0.07001709 -0.4106056
5 5 -2.669776 -0.2222459 -0.5748209
6 5 -2.177275 -0.07098822 -0.3827889
7 5 -0.5401709 1.689553 0.3448707
8 5 -0.7406926 -0.4468526 2.020597
9 5 -0.4695405 -0.5753552 3.029135
10 5 -0.02458812 -0.04634249 3.464329
11 5 0.4662667 -0.06235791 3.9969
12 5 0.6509216 0.27504 4.117371
13 5 1.06402 0.8590651 4.13148
14 5 0.5403467 1.802864 5.351524
15 5 -0.2566587 2.616361 6.062031
1 6 -3.633675 -0.5325878 -0.5801646
2 6 -3.568258 -0.6177317 -0.4912119
3 6 -3.372966 -0.2419267 -0.4057325
4 6 -3.249696 -0.0347301 -0.369669
5 6 -2.701096 -0.05935506 -0.5076776
6 6 -2.289398 -0.0690346 -0.3225319
7 6 -1.034773 0.5524046 0.3863945
8 6 -0.6891836 -0.5262452 1.967711
9 6 -0.2395056 -0.312224 3.288257
10 6 0.09953977 0.08797122 3.845398
11 6 0.4323394 0.4335 4.178511
12 6 0.7440183 0.4177859 4.396467
13 6 1.217169 1.019919 4.163552
14 6 0.511265 2.38678 5.608306
15 6 -0.2451106 3.002056 6.320242
1 7 -3.679456 -0.6243451 -0.6403742
2 7 -3.601208 -0.6285267 -0.4947979
3 7 -3.560013 -0.6155271 -0.3534177
4 7 -3.397154 -0.1017821 -0.3119511
5 7 -2.811614 -0.1857909 -0.5294356
6 7 -2.447242 -0.2286169 -0.3655403
7 7 -1.479011 0.06413546 0.2547545
8 7 -0.7504836 -0.5932444 1.767194
9 7 -0.05458986 -0.2273535 3.466147
10 7 0.1108846 0.3457344 4.441719
11 7 0.3757844 0.8292235 4.234354
12 7 0.8259469 0.3589448 4.38062
13 7 1.207837 1.303825 4.240834
14 7 2.313198 0.8837199 4.468031
15 7 0.33325 3.66664 6.657325
