lat camp flt x yday
5 21 1 -0.8616977 210
15 21 1 -0.7847776 210
25 21 1 -0.3524875 210
35 21 1 NA 210
5 22 1 -1.071626 25
15 22 1 0.448108 25.69633
25 22 1 1.449447 25.9619
35 22 1 2.598604 25.85816
-5 23 1 NA 270
5 23 1 -2.890585 270
15 23 1 -3.834704 270
25 23 1 -4.018045 270
35 23 1 -4.865978 270.5467
5 24 1 0.5318599 113
15 24 1 1.775115 113
25 24 1 1.939874 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -8.024942 213
35 22 2 2.009471 28
45 22 2 2.599809 28
55 22 2 3.771442 28
65 22 2 3.921556 29
75 22 2 4.090139 29
35 23 2 -4.010158 273
45 23 2 -3.817392 273
55 23 2 -4.035654 273
65 23 2 -3.32757 274
75 23 2 -3.665292 273.8494
35 24 2 4.087752 116
45 24 2 4.299342 116
55 24 2 5.564939 116
65 24 2 6.156436 117
75 24 2 5.922515 116.4878
25 21 3 -1.04772 216
35 21 3 -2.327391 215.4057
45 21 3 -2.95023 215
55 21 3 -4.471284 215
65 21 3 -8.283017 215
15 22 3 NA 32
25 22 3 2.175934 32
35 22 3 3.23647 32
45 22 3 3.388216 31
55 22 3 3.816745 31
65 22 3 3.466898 31
25 23 3 -3.918394 276.5235
35 23 3 -3.11518 276
45 23 3 -3.110787 276
55 23 3 -3.400433 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 3.922375 118.7636
35 24 3 4.724329 118
45 24 3 4.030175 118
55 24 3 4.120439 118
65 24 3 NA 118
-15 21 4 -1.39195 219
-5 21 4 -1.214607 218.5256
5 21 4 -1.097557 218
15 21 4 -1.27619 218
-15 22 4 -1.773724 34
-5 22 4 -1.590306 33.82339
5 22 4 -0.2105442 33
15 22 4 0.6517348 33
-15 23 4 -2.658422 279
-5 23 4 -2.786303 279
5 23 4 -3.13225 278.4583
15 23 4 -3.700778 278
-15 24 4 -2.19301 121
-5 24 4 -1.770832 120.7323
5 24 4 -0.8752866 120
15 24 4 0.9380747 120
-45 21 5 -2.930504 220.8525
-35 21 5 -3.040565 220
-25 21 5 NA 220
-15 21 5 -1.461215 220
-55 22 5 -4.990481 36
-45 22 5 -3.444722 35.98084
-35 22 5 -3.651748 35
-25 22 5 -2.692235 35
-15 22 5 -2.152917 35
-55 23 5 -2.886848 281
-45 23 5 -2.905055 280.9263
-35 23 5 -2.714566 280
-25 23 5 -2.310857 280
-15 23 5 -2.486898 280
-45 24 5 -3.263635 123
-35 24 5 -3.26168 122.4536
-25 24 5 -3.236656 122
-15 24 5 -3.012655 122
-65 21 6 -3.291833 225
-55 21 6 -3.142487 224.8609
-45 21 6 -2.968034 224
-65 22 6 -6.265593 40.63423
-55 22 6 -5.355469 40.48457
-45 22 6 NA 40
-65 23 6 -3.401198 283.4625
-55 23 6 -3.161755 283.4305
-45 23 6 -3.064483 283
-65 24 6 -3.891292 126
-55 24 6 -3.691081 125.5208
-45 24 6 -3.767205 125
-55 21 7 -3.172272 227
-45 21 7 -3.076982 227
-35 21 7 -2.44365 227
-25 21 7 -1.973875 227
-15 21 7 -0.8139788 227
-5 21 7 NA 227
-55 22 7 -4.695427 43
-45 22 7 -4.316194 43
-35 22 7 -3.468449 43
-25 22 7 -3.874409 43
-15 22 7 -3.398025 43
-5 22 7 -1.353025 43
-65 23 7 -3.449461 286
-55 23 7 -3.488215 286
-65 24 7 -4.133138 128
-55 24 7 -3.712532 128
-5 21 8 -0.2616289 229
5 21 8 -0.6122999 229
15 21 8 -2.851234 229
25 21 8 -3.000176 229
35 21 8 -2.43588 229
-5 22 8 1.256103 45
5 22 8 1.570089 45
15 22 8 0.9203421 45
25 22 8 1.488887 45
