lat prs camp flt x yday
5 350 21 1 -0.324012 210
15 350 21 1 -0.5596024 210
25 350 21 1 0.05241876 210
35 350 21 1 -0.07684291 210
5 450 21 1 -0.5421075 210
15 450 21 1 -0.5300985 210
25 450 21 1 0.1766166 210
5 550 21 1 -0.6437654 210
15 550 21 1 -0.6334163 210
25 550 21 1 0.2702251 210
5 650 21 1 -0.6670615 210
15 650 21 1 -0.685705 210
25 650 21 1 0.1533201 210
5 750 21 1 -0.7440866 210
15 750 21 1 -0.61973 210
5 850 21 1 -0.8351067 210
15 850 21 1 -0.5454149 210
25 850 21 1 0.1483784 210
5 950 21 1 -0.8706083 210
15 950 21 1 -0.6875199 210
25 950 21 1 -0.416558 210
5 350 22 1 -1.236509 25
15 350 22 1 -0.9457388 25.64151
25 350 22 1 -0.01887041 25.73333
35 350 22 1 0.3045212 25.14894
5 450 22 1 -1.243711 25
15 450 22 1 -0.9693775 25.5
25 450 22 1 -0.137285 26
35 450 22 1 0.8789798 26
5 550 22 1 -1.05087 25
15 550 22 1 -0.8378717 25.51852
25 550 22 1 0.6238748 26
35 550 22 1 1.892794 26
5 650 22 1 -0.4851375 25
15 650 22 1 -0.2826302 25.5
25 650 22 1 1.676778 26
35 650 22 1 2.647234 26
5 750 22 1 -0.4921193 25
15 750 22 1 0.4823644 25.71429
25 750 22 1 2.477408 26
35 750 22 1 3.118682 26
5 850 22 1 -0.2282518 25
15 850 22 1 1.681675 26
25 850 22 1 3.208807 26
35 850 22 1 3.548692 26
5 950 22 1 -0.244192 25
15 950 22 1 2.123754 26
25 950 22 1 4.178626 26
-5 350 23 1 -2.95161 270
5 350 23 1 -2.870338 270
15 350 23 1 -3.05431 270
25 350 23 1 -3.076668 270
35 350 23 1 -3.390286 270.2581
-5 450 23 1 -2.814742 270
5 450 23 1 -2.794966 270
15 450 23 1 -3.256416 270
25 450 23 1 -3.31783 270
35 450 23 1 -3.536603 270.4923
-5 550 23 1 -2.800357 270
5 550 23 1 -3.132452 270
15 550 23 1 -3.369563 270
25 550 23 1 -3.557654 270
35 550 23 1 -3.946726 270.4688
5 650 23 1 -3.149299 270
15 650 23 1 -3.577824 270
25 650 23 1 -3.681982 270
35 650 23 1 -4.399289 270.4324
5 750 23 1 -3.005054 270
15 750 23 1 -3.932107 270
25 750 23 1 -3.788847 270
35 750 23 1 -4.591085 270.6154
5 850 23 1 -2.811599 270
15 850 23 1 -4.33656 270
25 850 23 1 -4.509697 270
35 850 23 1 -4.010439 270.66
5 950 23 1 -2.581547 270
15 950 23 1 -4.360921 270
25 950 23 1 -4.717307 270
35 950 23 1 -2.659464 270.9
5 350 24 1 0.8524599 113
15 350 24 1 1.812321 113
25 350 24 1 1.378564 113
35 350 24 1 2.07305 113
5 450 24 1 0.6352837 113
15 450 24 1 1.848241 113
25 450 24 1 1.982469 113
35 450 24 1 2.592233 113
5 550 24 1 0.4228842 113
15 550 24 1 1.734457 113
25 550 24 1 1.909433 113
35 550 24 1 3.358576 113.3462
5 650 24 1 0.7447298 113
15 650 24 1 1.684574 113
25 650 24 1 1.985363 113
35 650 24 1 3.539785 113.4667
5 750 24 1 1.174767 113
15 750 24 1 1.794499 113
25 750 24 1 2.172505 113
5 850 24 1 0.6987546 113
15 850 24 1 1.851282 113
25 850 24 1 2.557592 113
5 950 24 1 -0.1452993 113
15 950 24 1 4.039588 113
25 950 24 1 5.298909 113
35 350 21 2 -0.1728778 213
45 350 21 2 -0.2112971 213
65 350 21 2 -5.454517 213.1282
75 350 21 2 -7.487569 213
65 450 21 2 -6.441898 213.7614
75 450 21 2 -7.372333 213
65 550 21 2 -7.485352 213
75 550 21 2 -7.666568 213
