lat camp flt x yday
5 21 1 -0.660964 210
15 21 1 -0.6087839 210
25 21 1 0.06406682 210
35 21 1 NA 210
5 22 1 -0.7115415 25
15 22 1 0.1788822 25.69633
25 22 1 1.71562 25.9619
35 22 1 2.065151 25.85816
-5 23 1 NA 270
5 23 1 -2.906465 270
15 23 1 -3.698243 270
25 23 1 -3.807141 270
35 23 1 -3.790556 270.5467
5 24 1 0.6262257 113
15 24 1 2.10928 113
25 24 1 2.469262 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -8.735502 213
35 22 2 1.024828 28
45 22 2 2.739814 28
55 22 2 3.389073 28
65 22 2 3.942223 29
75 22 2 4.094512 29
35 23 2 -4.10633 273
45 23 2 -3.967162 273
55 23 2 -4.233891 273
65 23 2 -4.293661 274
75 23 2 -4.141745 273.8494
35 24 2 4.062461 116
45 24 2 4.438119 116
55 24 2 5.193636 116
65 24 2 5.850564 117
75 24 2 6.293299 116.4878
25 21 3 -0.6166701 216
35 21 3 -1.760992 215.4057
45 21 3 -2.451859 215
55 21 3 -3.171492 215
65 21 3 -7.976234 215
15 22 3 NA 32
25 22 3 1.778802 32
35 22 3 3.138884 32
45 22 3 3.85879 31
55 22 3 4.107009 31
65 22 3 3.445338 31
25 23 3 -3.803183 276.5235
35 23 3 -3.680393 276
45 23 3 -3.378726 276
55 23 3 -3.381804 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 4.387116 118.7636
35 24 3 4.890898 118
45 24 3 4.58786 118
55 24 3 3.923597 118
65 24 3 NA 118
-15 21 4 -1.003245 219
-5 21 4 -0.8035896 218.5256
5 21 4 -0.7055149 218
15 21 4 -0.8860602 218
-15 22 4 -0.935208 34
-5 22 4 -0.8021024 33.82339
5 22 4 -0.02477453 33
15 22 4 0.7264776 33
-15 23 4 -2.733777 279
-5 23 4 -2.717131 279
5 23 4 -3.026707 278.4583
15 23 4 -3.64955 278
-15 24 4 -2.222019 121
-5 24 4 -1.273388 120.7323
5 24 4 -0.1772753 120
15 24 4 1.63494 120
-45 21 5 -2.812538 220.8525
-35 21 5 -2.776192 220
-25 21 5 NA 220
-15 21 5 -1.01938 220
-55 22 5 -4.417658 36
-45 22 5 -3.627772 35.98084
-35 22 5 -3.195445 35
-25 22 5 -1.993267 35
-15 22 5 -1.169454 35
-55 23 5 -2.69387 281
-45 23 5 -2.577829 280.9263
-35 23 5 -2.555796 280
-25 23 5 -2.539661 280
-15 23 5 -2.645696 280
-45 24 5 -3.44163 123
-35 24 5 -3.357357 122.4536
-25 24 5 -3.199538 122
-15 24 5 -2.947556 122
-65 21 6 -3.443418 225
-55 21 6 -3.265705 224.8609
-45 21 6 -3.069545 224
-65 22 6 -4.839754 40.63423
-55 22 6 -4.436776 40.48457
-45 22 6 NA 40
-65 23 6 -3.120986 283.4625
-55 23 6 -2.995676 283.4305
-45 23 6 -2.725419 283
-65 24 6 -3.942678 126
-55 24 6 -3.645333 125.5208
-45 24 6 -3.818915 125
-55 21 7 -3.174841 227
-45 21 7 -3.174411 227
-35 21 7 -2.859177 227
-25 21 7 -1.667245 227
-15 21 7 -1.129194 227
-5 21 7 NA 227
-55 22 7 -4.233041 43
-45 22 7 -3.627296 43
-35 22 7 -3.145053 43
-25 22 7 -3.613709 43
-15 22 7 -3.556217 43
-5 22 7 -0.02981705 43
-65 23 7 -3.281941 286
-55 23 7 -3.222523 286
-65 24 7 -4.045933 128
-55 24 7 -3.798361 128
-5 21 8 -0.7286521 229
5 21 8 -2.07673 229
15 21 8 -3.872289 229
25 21 8 -3.643532 229
35 21 8 -3.479342 229
-5 22 8 1.46067 45
5 22 8 3.179657 45
15 22 8 1.257909 45
25 22 8 1.357741 45
35 22 8 1.750585 45
-55 23 8 NA 289
-45 23 8 -3.251715 289
-35 23 8 -2.725311 289
-25 23 8 -2.549977 289
-15 23 8 -2.063818 289
-5 23 8 -0.7412756 289
-55 24 8 -3.807653 131
-45 24 8 -3.341499 131
-35 24 8 -2.508794 131
-25 24 8 -2.798333 131
-15 24 8 -2.568747 131
-5 24 8 -1.888115 131
35 21 9 NA 232
45 21 9 -4.667665 232
55 21 9 NA 232
65 21 9 -7.352077 232
75 21 9 -8.238959 232
35 22 9 1.952711 48
45 22 9 1.749183 48
55 22 9 2.579258 48
65 22 9 3.731478 48
75 22 9 3.752681 48
-5 23 9 -1.678851 291
5 23 9 -4.810515 291
15 23 9 -4.294788 291
-5 24 9 -1.778357 133
5 24 9 0.2244268 133
15 24 9 2.383544 133
25 24 9 2.730876 133
35 24 9 3.215391 133
65 22 10 4.489091 49
75 22 10 5.050952 49
5 23 10 -5.434475 292
15 23 10 -4.234496 292
25 23 10 -3.019841 292
35 23 10 -2.768955 292
35 24 10 3.316032 136
45 24 10 3.167854 136
55 24 10 3.681176 136
65 24 10 4.65501 136
35 22 11 2.473455 51
45 22 11 3.764292 51
55 22 11 4.088384 51
65 22 11 3.542655 51
35 23 11 -2.918831 295
45 23 11 -2.457568 295
55 23 11 -1.853861 295
65 23 11 -1.574598 295
45 24 11 3.979796 137
65 24 11 4.99609 137
45 23 12 -2.012012 297
55 23 12 1.380792 297
65 23 12 -2.034278 297
75 23 12 -1.844986 297
45 24 12 3.704076 138
55 24 12 NA 138
65 24 12 5.084734 138.286
75 24 12 4.92473 138
35 23 13 -2.597166 299.0926
45 23 13 -2.739184 299
55 23 13 -2.32446 299
65 23 13 -1.785767 299
35 24 13 3.558921 140
45 24 13 4.227243 140
55 24 13 4.864753 140
65 24 13 4.745563 140
