lat prs annmn cos sin
1 1 -3.257898 -0.3333729 -0.4559033
2 1 -2.920609 -0.2921271 -0.4620216
3 1 -2.761761 -0.1709933 -0.5070625
4 1 -2.381068 -0.6553483 -0.3005374
5 1 -2.154389 -0.7950867 -0.02732436
6 1 -1.705806 -0.5556241 0.2632484
7 1 -1.432857 -0.4399324 1.009672
8 1 -1.129317 -0.7048057 1.680926
9 1 -1.047231 -0.9377124 2.664634
10 1 -0.6246124 -1.093807 2.858743
11 1 -0.2501516 -1.199791 3.05705
12 1 0.1075885 -0.5632344 3.587827
13 1 -0.08953465 0.5479884 4.105283
14 1 -0.2245996 0.5658597 4.466708
15 1 -0.7796731 1.09336 4.511825
1 2 -3.482223 -0.333157 -0.520703
2 2 -3.226488 -0.3254579 -0.502937
3 2 -2.884965 -0.08903243 -0.5015196
4 2 -2.523681 -0.4123554 -0.4125069
5 2 -2.456441 -0.9671021 -0.415599
6 2 -1.973598 -0.8678434 -0.01624357
7 2 -1.080281 0.3617801 0.6187566
8 2 -1.204832 -0.698728 2.020361
9 2 -0.9599483 -1.127867 2.867857
10 2 -0.4186299 -1.305763 3.003139
11 2 -0.08009447 -1.026845 3.380106
12 2 0.3154781 -0.03055164 3.899866
13 2 0.2679983 0.6736928 4.288803
14 2 0.04355603 1.169502 5.089242
15 2 -0.2694386 1.674435 5.229302
1 3 -3.632405 -0.4572536 -0.5648974
2 3 -3.396259 -0.3674465 -0.540361
3 3 -3.014969 -0.1040642 -0.5047878
4 3 -2.670943 -0.1352352 -0.4600472
5 3 -2.500307 -0.7479707 -0.4109663
6 3 -2.064125 -0.8369662 -0.2398774
7 3 -0.6812104 1.060216 0.2038895
8 3 -1.143929 -0.6728059 2.320309
9 3 -0.9331518 -1.087596 2.959593
10 3 -0.2152415 -1.013998 3.110846
11 3 0.1054535 -0.7930368 3.669228
12 3 0.4958885 0.2901343 4.157256
13 3 0.7272317 0.5627326 4.242604
14 3 0.3052167 1.587094 5.519507
15 3 -0.1352105 1.726479 5.765299
1 4 -3.759553 -0.6181214 -0.5831991
2 4 -3.559094 -0.4899512 -0.5664679
3 4 -3.177879 -0.2212256 -0.4631368
4 4 -2.839615 0.01043 -0.4305461
5 4 -2.355885 -0.2919323 -0.4897506
6 4 -1.880214 -0.03142055 -0.4364051
7 4 -0.2724423 1.427092 -0.08740218
8 4 -0.7419842 -0.4707859 2.553503
9 4 -0.9426974 -0.9486837 3.042775
10 4 -0.03070574 -0.7118385 3.386052
11 4 0.1345911 -0.1565444 4.205348
12 4 0.6284758 0.406035 4.42888
13 4 1.113361 0.7974101 4.281509
14 4 0.4297382 1.654896 5.941701
15 4 -0.006916956 2.055658 6.446408
1 5 -3.919599 -0.8039094 -0.6195647
2 5 -3.732071 -0.6621668 -0.5813555
3 5 -3.365328 -0.3710259 -0.4867217
4 5 -3.01419 -0.08845347 -0.2357327
5 5 -2.387957 0.01836414 -0.678195
6 5 -1.891659 0.1993461 -0.5454386
7 5 -0.1581247 1.276194 0.009202902
8 5 -0.5355357 -0.5646132 2.996057
9 5 -0.7821619 -0.8292589 3.324514
10 5 0.08011113 -0.08227801 3.793082
11 5 0.3846439 0.09343223 4.437087
12 5 0.8427026 0.5815064 4.7367
13 5 1.531021 0.9495338 4.207979
14 5 0.9362516 1.473458 6.232187
15 5 0.2414299 2.463475 6.824668
1 6 -3.996508 -0.9808541 -0.5727589
2 6 -3.893353 -0.8609993 -0.5555919
3 6 -3.523578 -0.3910528 -0.4065722
4 6 -3.274355 -0.04018623 -0.05705806
5 6 -2.654812 0.2721605 -0.4910934
6 6 -2.29357 -0.00895588 -0.4162629
7 6 -0.6841863 0.1391064 0.4542348
8 6 -0.5120873 -0.8210489 3.109817
9 6 -0.3757424 -0.2490468 3.892345
10 6 0.3256236 0.1664487 4.342234
11 6 0.406846 0.8785709 4.532356
12 6 0.8277972 1.034482 5.17658
13 6 1.948331 1.034564 4.247281
14 6 1.050279 2.505523 6.803103
15 6 0.3828244 2.680928 7.118993
1 7 -4.084996 -1.157201 -0.6610202
2 7 -3.940535 -0.8771645 -0.4850283
3 7 -3.601883 -0.6638072 -0.04946381
4 7 -3.80942 -0.3335832 0.06100775
5 7 -3.011537 0.1564386 -0.3975178
6 7 -2.526306 -0.3047276 -0.5081829
7 7 -1.468101 -0.4428667 0.170907
8 7 -0.5571923 -1.111848 2.904757
9 7 0.2421305 0.04592722 4.171153
10 7 0.5782171 0.7758337 5.2417
11 7 0.5135256 1.499939 4.376195
12 7 1.359186 1.189744 4.954281
13 7 2.487568 1.340494 4.277129
14 7 3.322137 1.104794 5.795495
15 7 0.5799487 2.867123 7.231533
