lat camp flt x yday
5 21 1 -0.2568344 210
15 21 1 -0.8554029 210
25 21 1 -0.6318397 210
35 21 1 NA 210
5 22 1 -1.139546 25
15 22 1 -0.2626539 25.69633
25 22 1 1.645515 25.9619
35 22 1 2.166544 25.85816
-5 23 1 NA 270
5 23 1 -3.030126 270
15 23 1 -4.07673 270
25 23 1 -4.024865 270
35 23 1 -3.726465 270.5467
5 24 1 1.717211 113
15 24 1 2.216932 113
25 24 1 2.344558 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -7.633411 213
35 22 2 0.65649 28
45 22 2 3.06939 28
55 22 2 3.918907 28
65 22 2 4.775344 29
75 22 2 4.654582 29
35 23 2 -4.521818 273
45 23 2 -4.399389 273
55 23 2 -4.86463 273
65 23 2 -4.699779 274
75 23 2 -4.780559 273.8494
35 24 2 3.863888 116
45 24 2 4.654783 116
55 24 2 5.689425 116
65 24 2 6.108052 117
75 24 2 6.513918 116.4878
25 21 3 -0.8134125 216
35 21 3 -2.247758 215.4057
45 21 3 -2.922105 215
55 21 3 -3.852324 215
65 21 3 -9.088497 215
15 22 3 NA 32
25 22 3 1.659729 32
35 22 3 3.402191 32
45 22 3 4.492417 31
55 22 3 4.753835 31
65 22 3 4.0321 31
25 23 3 -4.078589 276.5235
35 23 3 -3.899622 276
45 23 3 -3.445734 276
55 23 3 -3.197664 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 4.500971 118.7636
35 24 3 5.187892 118
45 24 3 4.691213 118
55 24 3 3.833213 118
65 24 3 NA 118
-15 21 4 -0.8359963 219
-5 21 4 -0.5320084 218.5256
5 21 4 -0.4668426 218
15 21 4 -1.109003 218
-15 22 4 -1.310453 34
-5 22 4 -1.237626 33.82339
5 22 4 -0.5824892 33
15 22 4 0.2735391 33
-15 23 4 -2.857306 279
-5 23 4 -2.885666 279
5 23 4 -3.195441 278.4583
15 23 4 -3.797543 278
-15 24 4 -2.046649 121
-5 24 4 -0.6026028 120.7323
5 24 4 0.5935336 120
15 24 4 1.98125 120
-45 21 5 -2.508548 220.8525
-35 21 5 -2.450064 220
-25 21 5 NA 220
-15 21 5 -0.9478363 220
-55 22 5 -4.27645 36
-45 22 5 -3.308035 35.98084
-35 22 5 -3.46751 35
-25 22 5 -2.368527 35
-15 22 5 -1.673658 35
-55 23 5 -2.740223 281
-45 23 5 -2.786413 280.9263
-35 23 5 -2.762504 280
-25 23 5 -2.709882 280
-15 23 5 -2.772121 280
-45 24 5 -3.210964 123
-35 24 5 -3.253169 122.4536
-25 24 5 -3.097664 122
-15 24 5 -2.886347 122
-65 21 6 -2.916513 225
-55 21 6 -2.776188 224.8609
-45 21 6 -2.542593 224
-65 22 6 -4.602951 40.63423
-55 22 6 -4.266847 40.48457
-45 22 6 NA 40
-65 23 6 -3.142175 283.4625
-55 23 6 -3.125281 283.4305
-45 23 6 -2.904452 283
-65 24 6 -3.713448 126
-55 24 6 -3.430457 125.5208
-45 24 6 -3.534409 125
-55 21 7 -2.802498 227
-45 21 7 -2.779692 227
-35 21 7 -2.39756 227
-25 21 7 -1.569568 227
-15 21 7 -0.9286215 227
-5 21 7 NA 227
-55 22 7 -4.265461 43
-45 22 7 -3.832404 43
-35 22 7 -3.271252 43
-25 22 7 -3.339144 43
-15 22 7 -3.419087 43
-5 22 7 -0.8957377 43
-65 23 7 -3.369985 286
-55 23 7 -3.313187 286
-65 24 7 -3.799805 128
-55 24 7 -3.623952 128
-5 21 8 -0.2356739 229
5 21 8 -1.615382 229
15 21 8 -3.632317 229
25 21 8 -3.731864 229
35 21 8 -3.825013 229
-5 22 8 0.1856773 45
5 22 8 1.792586 45
15 22 8 0.5510126 45
25 22 8 1.173966 45
35 22 8 1.88281 45
-55 23 8 NA 289
-45 23 8 -3.236811 289
-35 23 8 -2.915004 289
-25 23 8 -2.718979 289
-15 23 8 -2.532201 289
-5 23 8 -2.086419 289
-55 24 8 -3.609249 131
-45 24 8 -3.273783 131
-35 24 8 -2.345121 131
-25 24 8 -2.581682 131
-15 24 8 -2.338846 131
-5 24 8 -2.564802 131
35 21 9 NA 232
45 21 9 -5.212623 232
55 21 9 NA 232
65 21 9 -8.040716 232
75 21 9 -8.587823 232
35 22 9 2.129904 48
45 22 9 1.774015 48
55 22 9 2.756901 48
65 22 9 4.154276 48
