lat prs annmn cos sin
1 1 -3.268147 -0.4501875 -0.4036871
2 1 -2.973698 -0.4379421 -0.3931211
3 1 -2.804693 -0.3162507 -0.4296722
4 1 -2.421309 -0.8256772 -0.2605148
5 1 -2.211251 -0.9543311 0.04243375
6 1 -1.777336 -0.7527636 0.318631
7 1 -1.758014 -0.5455353 0.8216217
8 1 -1.362458 -0.8285685 1.484467
9 1 -1.143688 -0.8669297 2.273171
10 1 -0.8056696 -0.9505252 2.570438
11 1 -0.4055597 -1.117474 2.877854
12 1 0.01242566 -0.4684114 3.430036
13 1 -0.1498451 0.6435164 4.089356
14 1 -0.2799002 0.7035527 4.545944
15 1 -0.8373455 1.221611 4.626175
1 2 -3.470187 -0.4109226 -0.4929199
2 2 -3.238819 -0.3995695 -0.4470082
3 2 -2.919027 -0.2142731 -0.4164966
4 2 -2.580992 -0.6068671 -0.372555
5 2 -2.424318 -1.018323 -0.2598222
6 2 -1.941213 -0.942581 0.1069628
7 2 -1.616423 -0.06047923 0.5787296
8 2 -1.37956 -0.7764428 1.633535
9 2 -1.059765 -1.128662 2.479722
10 2 -0.5705547 -1.246458 2.758562
11 2 -0.183811 -0.9921944 3.248252
12 2 0.2678969 0.08659686 3.8335
13 2 0.281944 0.7019042 4.370616
14 2 0.03449363 1.333375 5.319435
15 2 -0.230463 1.761291 5.405131
1 3 -3.603148 -0.4824095 -0.5460363
2 3 -3.385804 -0.3917508 -0.4842398
3 3 -3.018611 -0.1983144 -0.4023189
4 3 -2.719058 -0.3747743 -0.3813462
5 3 -2.488016 -0.8303375 -0.2735224
6 3 -2.083755 -0.9762885 -0.04836403
7 3 -1.386323 0.3106529 0.3441197
8 3 -1.290684 -0.7636924 1.844324
9 3 -1.05219 -1.018376 2.528205
10 3 -0.3686294 -0.9116616 2.920495
11 3 0.03166784 -0.7584244 3.626954
12 3 0.5021277 0.3845802 4.20821
13 3 0.8251745 0.5215057 4.32933
14 3 0.308254 1.787344 5.833049
15 3 -0.09607605 1.785118 5.980157
1 4 -3.716317 -0.5981046 -0.5675334
2 4 -3.540496 -0.4969346 -0.532936
3 4 -3.165866 -0.2815161 -0.3720983
4 4 -2.841789 -0.3000937 -0.2809478
5 4 -2.396681 -0.4622816 -0.3933035
6 4 -2.051503 -0.407471 -0.2626313
7 4 -1.041452 0.4335152 0.1751752
8 4 -0.9349186 -0.7132887 2.070599
9 4 -1.065945 -0.8362404 2.598623
10 4 -0.1697391 -0.5889603 3.268344
11 4 0.09028848 -0.09591465 4.25203
12 4 0.6796703 0.4313774 4.562636
13 4 1.233035 0.7631653 4.403481
14 4 0.406163 1.865502 6.250443
15 4 0.02847378 2.076836 6.662144
1 5 -3.87225 -0.7303936 -0.6087715
2 5 -3.697531 -0.6442915 -0.5618986
3 5 -3.354402 -0.4255798 -0.4128515
4 5 -2.980764 -0.3783889 -0.07166354
5 5 -2.480787 -0.164981 -0.5454934
6 5 -2.071828 -0.1634583 -0.3200114
7 5 -0.9521985 0.4606789 0.1511667
8 5 -0.7266619 -0.7672291 2.432346
9 5 -0.9117787 -0.7601507 2.965215
10 5 0.02771804 -0.02577075 3.763673
11 5 0.3868698 0.1195192 4.54036
12 5 0.9114121 0.617278 4.915425
13 5 1.615541 0.947602 4.349906
14 5 0.9008588 1.685698 6.479478
15 5 0.2744353 2.442311 7.028097
1 6 -3.962142 -0.8662713 -0.5854609
2 6 -3.839409 -0.8045975 -0.5591351
3 6 -3.513891 -0.4586831 -0.384843
4 6 -3.190818 -0.3165494 0.03028749
5 6 -2.709936 0.1701274 -0.4172774
6 6 -2.335518 -0.1444769 -0.3386024
7 6 -1.16967 -0.372638 0.5270585
8 6 -0.6552699 -0.8973497 2.594365
9 6 -0.4934708 -0.127938 3.490384
10 6 0.2318197 0.3465772 4.445567
11 6 0.4094328 0.9261327 4.688693
12 6 0.8713861 1.089096 5.400225
13 6 2.018477 1.05097 4.404504
14 6 0.9633002 2.708247 7.001938
15 6 0.4026671 2.661316 7.316384
1 7 -4.051026 -1.006277 -0.7084143
2 7 -3.850858 -0.7646113 -0.5525244
3 7 -3.54456 -0.5718894 -0.09484645
4 7 -3.640445 -0.578409 0.05633352
5 7 -3.075184 0.1262249 -0.3394255
6 7 -2.56517 -0.3550872 -0.4332887
7 7 -1.721945 -0.7309701 0.3105065
8 7 -0.5497304 -1.009255 2.522691
9 7 0.1456366 0.08292934 4.150924
10 7 0.537587 0.8253626 5.408293
11 7 0.4959432 1.572586 4.566131
12 7 1.392339 1.268982 5.216939
13 7 2.542118 1.411595 4.441433
14 7 3.29511 1.107728 5.781665
15 7 0.5549535 2.726953 7.43357
