lat camp flt x yday
5 21 1 -0.641859 210
15 21 1 -0.5851124 210
25 21 1 -0.6955927 210
35 21 1 NA 210
5 22 1 -0.7670884 25
15 22 1 0.2827023 25.69633
25 22 1 2.32041 25.9619
35 22 1 2.920008 25.85816
-5 23 1 NA 270
5 23 1 -2.346302 270
15 23 1 -3.414548 270
25 23 1 -3.509611 270
35 23 1 -3.253222 270.5467
5 24 1 0.9878662 113
15 24 1 2.241481 113
25 24 1 2.589658 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -7.898715 213
35 22 2 1.467722 28
45 22 2 3.575781 28
55 22 2 4.785874 28
65 22 2 5.729054 29
75 22 2 5.785927 29
35 23 2 -3.880963 273
45 23 2 -3.770168 273
55 23 2 -4.113078 273
65 23 2 -3.953903 274
75 23 2 -4.039311 273.8494
35 24 2 4.578644 116
45 24 2 5.171442 116
55 24 2 6.20918 116
65 24 2 6.980411 117
75 24 2 7.201812 116.4878
25 21 3 -0.7510313 216
35 21 3 -2.175247 215.4057
45 21 3 -2.652455 215
55 21 3 -3.071005 215
65 21 3 -8.840332 215
15 22 3 NA 32
25 22 3 2.128683 32
35 22 3 3.926411 32
45 22 3 4.929781 31
55 22 3 5.234558 31
65 22 3 4.843587 31
25 23 3 -3.460112 276.5235
35 23 3 -3.514409 276
45 23 3 -3.268973 276
55 23 3 -3.307395 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 4.801145 118.7636
35 24 3 5.51106 118
45 24 3 5.129862 118
55 24 3 4.38142 118
65 24 3 NA 118
-15 21 4 -1.074719 219
-5 21 4 -0.8757993 218.5256
5 21 4 -0.7425168 218
15 21 4 -1.011955 218
-15 22 4 -0.9859076 34
-5 22 4 -0.7451731 33.82339
5 22 4 0.0186877 33
15 22 4 0.7731662 33
-15 23 4 -2.646018 279
-5 23 4 -2.610742 279
5 23 4 -2.863748 278.4583
15 23 4 -3.356989 278
-15 24 4 -1.8579 121
-5 24 4 -0.8839776 120.7323
5 24 4 0.2669988 120
15 24 4 1.896168 120
-45 21 5 -2.218397 220.8525
-35 21 5 -2.246173 220
-25 21 5 NA 220
-15 21 5 -1.115492 220
-55 22 5 -4.036921 36
-45 22 5 -3.174303 35.98084
-35 22 5 -3.110316 35
-25 22 5 -1.863841 35
-15 22 5 -1.019507 35
-55 23 5 -2.40436 281
-45 23 5 -2.442499 280.9263
-35 23 5 -2.445569 280
-25 23 5 -2.460583 280
