lat prs camp flt x yday
5 350 21 1 -0.28983 210
15 350 21 1 -0.7230271 210
25 350 21 1 -0.7859721 210
35 350 21 1 -0.4026943 210
5 450 21 1 -0.5037365 210
15 450 21 1 -0.5526271 210
25 450 21 1 -0.8865459 210
5 550 21 1 -0.6234904 210
15 550 21 1 -0.5503273 210
25 550 21 1 -0.8646258 210
5 650 21 1 -0.6639077 210
15 650 21 1 -0.570634 210
25 650 21 1 -0.4432439 210
5 750 21 1 -0.7388723 210
15 750 21 1 -0.4994869 210
5 850 21 1 -0.8443352 210
15 850 21 1 -0.5131473 210
25 850 21 1 -0.3411947 210
5 950 21 1 -0.8288409 210
15 950 21 1 -0.6865373 210
25 950 21 1 -0.8519736 210
5 350 22 1 -1.429398 25
15 350 22 1 -1.063343 25.64151
25 350 22 1 0.001999589 25.73333
35 350 22 1 0.5892246 25.14894
5 450 22 1 -1.474287 25
15 450 22 1 -1.124324 25.5
25 450 22 1 -0.1303429 26
35 450 22 1 1.269342 26
5 550 22 1 -1.260742 25
15 550 22 1 -1.015561 25.51852
25 550 22 1 0.8386277 26
35 550 22 1 2.63803 26
5 650 22 1 -0.5866104 25
15 650 22 1 -0.3256302 25.5
25 650 22 1 2.287924 26
35 650 22 1 3.708952 26
5 750 22 1 -0.557924 25
15 750 22 1 0.5656144 25.71429
25 750 22 1 3.462726 26
35 750 22 1 4.423576 26
5 850 22 1 -0.05756067 25
15 850 22 1 2.169105 26
25 850 22 1 4.373594 26
35 850 22 1 4.890922 26
5 950 22 1 -0.003097023 25
15 950 22 1 2.773054 26
25 950 22 1 5.408341 26
-5 350 23 1 -2.43201 270
5 350 23 1 -2.543722 270
15 350 23 1 -3.022878 270
25 350 23 1 -3.047693 270
35 350 23 1 -3.333505 270.2581
-5 450 23 1 -2.365726 270
5 450 23 1 -2.550254 270
15 450 23 1 -3.223447 270
25 450 23 1 -3.319446 270
35 450 23 1 -3.410526 270.4923
-5 550 23 1 -2.301207 270
5 550 23 1 -2.870965 270
15 550 23 1 -3.257967 270
25 550 23 1 -3.529184 270
35 550 23 1 -3.699449 270.4688
5 650 23 1 -2.392822 270
15 650 23 1 -3.311424 270
25 650 23 1 -3.496041 270
35 650 23 1 -3.871519 270.4324
5 750 23 1 -2.097459 270
15 750 23 1 -3.548488 270
25 750 23 1 -3.445477 270
35 750 23 1 -3.724635 270.6154
5 850 23 1 -1.923543 270
15 850 23 1 -3.782798 270
25 850 23 1 -3.831027 270
35 850 23 1 -2.731933 270.66
5 950 23 1 -2.045348 270
15 950 23 1 -3.754838 270
25 950 23 1 -3.898407 270
35 950 23 1 -2.000984 270.9
5 350 24 1 0.9486671 113
15 350 24 1 1.872166 113
25 350 24 1 1.336661 113
35 350 24 1 2.090581 113
5 450 24 1 0.8077376 113
15 450 24 1 1.893674 113
25 450 24 1 1.983726 113
35 450 24 1 2.667591 113
5 550 24 1 0.6609124 113
15 550 24 1 1.868342 113
25 550 24 1 1.939956 113
35 550 24 1 3.538991 113.3462
5 650 24 1 1.344346 113
15 650 24 1 1.906683 113
25 650 24 1 2.088643 113
35 650 24 1 3.760791 113.4667
5 750 24 1 1.657947 113
15 750 24 1 2.071123 113
25 750 24 1 2.388341 113
5 850 24 1 1.125571 113
15 850 24 1 1.922895 113
25 850 24 1 2.852404 113
5 950 24 1 0.3698814 113
15 950 24 1 4.155482 113
25 950 24 1 5.537871 113
35 350 21 2 -0.4601206 213
45 350 21 2 -0.6718651 213
65 350 21 2 -5.85573 213.1282
75 350 21 2 -7.456102 213
65 450 21 2 -6.587031 213.7614
75 450 21 2 -7.192175 213
65 550 21 2 -7.854764 213
75 550 21 2 -7.23159 213
65 650 21 2 -8.715275 213
75 650 21 2 -7.910437 213
75 750 21 2 -8.269346 213
75 850 21 2 -8.509127 213
75 950 21 2 -8.72223 213
35 350 22 2 0.4222143 28
45 350 22 2 1.39011 28
55 350 22 2 2.38401 28
65 350 22 2 3.483683 29
75 350 22 2 3.070067 29
35 450 22 2 0.5466762 28
45 450 22 2 2.797755 28
55 450 22 2 3.712868 28
65 450 22 2 4.839442 29
75 450 22 2 4.774397 29
35 550 22 2 0.6098773 28
45 550 22 2 3.565157 28
55 550 22 2 4.431621 28
65 550 22 2 5.333915 29
75 550 22 2 5.029142 29
35 650 22 2 1.056358 28
45 650 22 2 3.533671 28
55 650 22 2 5.146126 28
65 650 22 2 5.780922 29
75 650 22 2 5.638561 29
35 750 22 2 1.585942 28
45 750 22 2 4.004091 28
55 750 22 2 5.706874 28
65 750 22 2 6.286369 29
75 750 22 2 6.350455 29
35 850 22 2 2.650979 28
45 850 22 2 4.912688 28
55 850 22 2 5.971774 28
65 850 22 2 7.011181 29
75 850 22 2 7.097207 29
35 950 22 2 3.402006 28
45 950 22 2 4.826992 28
55 950 22 2 6.147844 28
65 950 22 2 7.367869 29
75 950 22 2 8.541663 29
35 350 23 2 -3.331956 273
45 350 23 2 -3.16056 273
55 350 23 2 -3.592217 273
65 350 23 2 -3.606966 274
75 350 23 2 -3.69694 273.5581
35 450 23 2 -3.299757 273
45 450 23 2 -3.220958 273
55 450 23 2 -3.737514 273
65 450 23 2 -3.840854 274
75 450 23 2 -3.913303 273.5455
35 550 23 2 -3.315537 273
45 550 23 2 -3.296978 273
55 550 23 2 -3.999634 273
65 550 23 2 -3.991628 274
75 550 23 2 -4.119763 273.8421
35 650 23 2 -3.759833 273
45 650 23 2 -3.549545 273
55 650 23 2 -4.126498 273
65 650 23 2 -4.152159 274
75 650 23 2 -4.260661 274
35 750 23 2 -4.435794 273
45 750 23 2 -4.068906 273
55 750 23 2 -4.261875 273
65 750 23 2 -4.177905 274
75 750 23 2 -4.417371 274
