lat prs annmn cos sin
1 1 -3.185906 -0.4798053 -0.2409401
2 1 -2.868177 -0.4414338 -0.2074423
3 1 -2.653918 -0.3658166 -0.2587764
4 1 -2.309336 -0.7538479 -0.1339146
5 1 -1.954926 -0.6436954 0.2666078
6 1 -1.491079 -0.1309352 0.510471
7 1 -1.25025 -0.06973513 0.8854757
8 1 -1.160266 -0.1348099 1.362111
9 1 -0.8298222 -0.1919436 1.975807
10 1 -0.4153772 -0.5820375 2.7251
11 1 -0.2117626 -0.7975988 3.211393
12 1 0.2780161 -0.3380691 3.75639
13 1 0.03031145 0.5537387 4.218703
14 1 -0.1371399 0.7006949 4.809457
15 1 -0.9438096 1.108244 4.810935
1 2 -3.421762 -0.4470355 -0.317281
2 2 -3.133448 -0.4673938 -0.2678992
3 2 -2.766038 -0.3261674 -0.2425176
4 2 -2.433511 -0.568658 -0.2016228
5 2 -2.157331 -0.6438936 -0.02694904
6 2 -1.707401 -0.5273463 0.2121108
7 2 -0.4272318 1.180817 0.5656453
8 2 -0.8305404 0.3807366 1.131617
9 2 -0.7176151 -0.3146796 2.118711
10 2 -0.3312217 -0.7912134 2.877065
11 2 0.05546698 -0.7789596 3.519371
12 2 0.4572444 -0.02201017 3.996283
13 2 0.3778869 0.6805362 4.461647
14 2 -0.006288026 1.048381 5.498911
15 2 -0.4784559 1.079934 5.353058
1 3 -3.570923 -0.5784894 -0.3748381
2 3 -3.279534 -0.4777205 -0.342097
3 3 -2.850394 -0.291262 -0.2039931
4 3 -2.525446 -0.4049227 -0.1309663
5 3 -2.301012 -0.4336193 0.02904255
6 3 -1.844292 -0.5768136 0.00397328
7 3 -0.2372852 1.58862 0.5013713
8 3 -0.4540944 0.2731195 1.603322
9 3 -0.6734949 -0.4829298 2.450471
10 3 -0.2475925 -0.626177 3.050654
11 3 0.2433823 -0.6021289 3.776031
12 3 0.5189384 0.04754898 4.225495
13 3 0.7682903 0.1883353 4.282636
14 3 0.09677169 1.158508 5.996287
15 3 -0.3303521 0.9769968 5.79448
1 4 -3.653566 -0.6970961 -0.4203802
2 4 -3.44013 -0.5847749 -0.4196081
3 4 -2.976344 -0.2520106 -0.2047707
4 4 -2.612872 -0.3406973 0.01918781
5 4 -2.297466 -0.3512809 -0.1817654
6 4 -1.696961 0.08544667 -0.2604024
7 4 0.3099835 2.290753 0.5904979
8 4 -0.01825968 0.2593172 2.155558
9 4 -0.5009839 -0.2065043 2.757132
10 4 -0.09139628 -0.4606402 3.345564
11 4 0.2453724 -0.220163 4.27028
12 4 0.589627 0.01590854 4.466828
13 4 1.025491 0.1082344 4.231023
14 4 -0.002879127 1.427132 6.452294
15 4 -0.2715952 1.156007 6.307608
1 5 -3.756335 -0.7221472 -0.5034813
2 5 -3.562732 -0.6311658 -0.4442105
3 5 -3.168282 -0.2901642 -0.205853
4 5 -2.777348 -0.4140551 0.1873639
5 5 -2.36753 -0.06149936 -0.3958087
6 5 -1.839563 0.09771078 -0.2163595
7 5 0.2628674 1.845525 0.4998494
8 5 0.1503269 0.07990281 2.312153
9 5 -0.4558933 -0.3812053 3.04736
10 5 0.0518944 -0.0604472 3.751338
11 5 0.5035363 -0.3222694 4.388349
12 5 0.7438682 0.02561121 4.710026
13 5 1.302556 0.06800997 4.097328
14 5 0.415641 0.9629662 6.177553
15 5 -0.1852214 1.351768 6.56894
1 6 -3.814359 -0.6927011 -0.595745
2 6 -3.714893 -0.6915595 -0.417172
3 6 -3.356954 -0.2800666 -0.1933661
4 6 -3.008431 -0.3799938 0.267183
5 6 -2.541254 0.1178915 -0.2541307
6 6 -2.129989 -0.04684887 -0.190976
7 6 -0.5234305 0.06203463 0.5883209
8 6 0.07529191 -0.1715296 2.044624
9 6 -0.3428982 -0.2708666 3.393084
10 6 0.04191348 -0.0230428 4.24104
11 6 0.3772783 0.2528569 4.369714
12 6 0.6918417 0.08301078 5.097701
13 6 1.567011 0.1130379 4.038924
14 6 0.1464848 2.152361 6.860033
15 6 -0.2511894 1.759175 6.78532
1 7 -3.934849 -0.9241384 -0.7616015
2 7 -3.841891 -0.7025703 -0.3909898
3 7 -3.555801 -0.5366487 -0.04844659
4 7 -3.306884 -0.1934431 0.4322273
5 7 -2.898601 0.038914 -0.1867914
6 7 -2.404823 -0.2954423 -0.3203201
7 7 -1.287546 -0.1279912 0.7028366
8 7 -0.1876904 -0.8191815 1.985918
9 7 0.08596942 -0.4850204 3.921605
10 7 0.3305779 -0.2278302 5.036753
11 7 0.2025871 0.9439195 4.028507
12 7 0.8771009 0.1284142 4.822711
13 7 1.891467 0.4610503 3.968814
14 7 2.618748 0.5827071 5.820963
15 7 0.1687926 2.583044 7.210587
