lat camp flt x yday
5 21 1 -0.6420293 210
15 21 1 -1.309298 210
25 21 1 -0.8154155 210
35 21 1 NA 210
5 22 1 -0.6672762 25
15 22 1 0.1473833 25.69633
25 22 1 1.396299 25.9619
35 22 1 1.965096 25.85816
-5 23 1 NA 270
5 23 1 -2.887183 270
15 23 1 -4.107961 270
25 23 1 -3.910138 270
35 23 1 -3.552524 270.5467
5 24 1 1.020201 113
15 24 1 2.159306 113
25 24 1 2.433424 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -7.68028 213
35 22 2 1.192544 28
45 22 2 2.248798 28
55 22 2 2.696281 28
65 22 2 3.446098 29
75 22 2 3.375272 29
35 23 2 -4.446803 273
45 23 2 -4.357351 273
55 23 2 -4.861251 273
65 23 2 -4.637592 274
75 23 2 -4.636942 273.8494
35 24 2 4.339449 116
45 24 2 4.611838 116
55 24 2 5.51261 116
65 24 2 6.445974 117
75 24 2 6.503261 116.4878
25 21 3 -1.161616 216
35 21 3 -2.273492 215.4057
45 21 3 -3.000814 215
55 21 3 -3.724923 215
65 21 3 -9.648938 215
15 22 3 NA 32
25 22 3 1.868745 32
35 22 3 3.024282 32
45 22 3 3.685299 31
55 22 3 4.107836 31
65 22 3 3.303259 31
25 23 3 -4.092726 276.5235
35 23 3 -3.835704 276
45 23 3 -3.492331 276
55 23 3 -3.487973 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 4.412625 118.7636
35 24 3 4.817911 118
45 24 3 4.723463 118
55 24 3 3.972249 118
65 24 3 NA 118
-15 21 4 -0.8781055 219
-5 21 4 -0.6250104 218.5256
5 21 4 -0.6336569 218
15 21 4 -1.201804 218
-15 22 4 -1.289648 34
-5 22 4 -1.06973 33.82339
5 22 4 0.02592424 33
15 22 4 0.6478387 33
-15 23 4 -2.797278 279
-5 23 4 -2.681471 279
5 23 4 -2.847201 278.4583
15 23 4 -3.840637 278
-15 24 4 -2.04791 121
-5 24 4 -0.8546997 120.7323
5 24 4 0.5482305 120
15 24 4 2.026535 120
-45 21 5 -2.306703 220.8525
-35 21 5 -2.278781 220
-25 21 5 NA 220
-15 21 5 -0.9382844 220
-55 22 5 -4.145101 36
-45 22 5 -3.025037 35.98084
-35 22 5 -2.918583 35
-25 22 5 -1.946046 35
-15 22 5 -1.165131 35
-55 23 5 -2.888913 281
-45 23 5 -3.053975 280.9263
-35 23 5 -3.037096 280
-25 23 5 -2.803997 280
-15 23 5 -2.746374 280
-45 24 5 -2.908383 123
-35 24 5 -2.921865 122.4536
-25 24 5 -2.924426 122
-15 24 5 -2.65744 122
-65 21 6 -2.766466 225
-55 21 6 -2.672542 224.8609
-45 21 6 -2.533724 224
-65 22 6 -4.37378 40.63423
-55 22 6 -3.98882 40.48457
-45 22 6 NA 40
-65 23 6 -3.336236 283.4625
-55 23 6 -3.365821 283.4305
-45 23 6 -3.144651 283
-65 24 6 -3.572475 126
-55 24 6 -3.274848 125.5208
-45 24 6 -3.405277 125
-55 21 7 -2.618404 227
-45 21 7 -2.670573 227
-35 21 7 -2.273855 227
-25 21 7 -1.629232 227
-15 21 7 -1.242323 227
-5 21 7 NA 227
-55 22 7 -3.948311 43
-45 22 7 -3.445717 43
-35 22 7 -2.880426 43
-25 22 7 -2.733521 43
-15 22 7 -2.268263 43
-5 22 7 1.47985 43
-65 23 7 -3.313321 286
-55 23 7 -3.302014 286
-65 24 7 -3.699999 128
-55 24 7 -3.448292 128
-5 21 8 -0.598043 229
5 21 8 -1.629587 229
15 21 8 -2.987183 229
25 21 8 -3.264282 229
35 21 8 -3.773791 229
-5 22 8 2.580881 45
5 22 8 3.354344 45
15 22 8 1.296375 45
25 22 8 1.263538 45
35 22 8 1.701765 45
-55 23 8 NA 289
-45 23 8 -2.996609 289
-35 23 8 -2.954397 289
-25 23 8 -2.658691 289
-15 23 8 -1.875478 289
