lat prs annmn cos sin
1 1 -3.634553 -0.2800773 -0.1166948
2 1 -3.297704 -0.3105582 -0.1040961
3 1 -3.173436 -0.3440703 -0.1784452
4 1 -2.741515 -0.7839905 0.04110982
5 1 -2.606725 -0.9659228 0.1876637
6 1 -2.166596 -0.7962678 0.4363302
7 1 -1.692545 -0.5480636 1.370325
8 1 -1.28885 -0.7197653 1.963647
9 1 -1.286775 -1.063095 2.979407
10 1 -0.8932841 -0.9387806 3.288537
11 1 -0.6215937 -1.204712 3.717829
12 1 -0.3603729 -0.5269828 4.239976
13 1 -0.4677325 0.540101 4.77791
14 1 -0.7119171 0.5970416 5.208178
15 1 -1.380818 1.299246 5.290724
1 2 -3.895002 -0.1863225 -0.185417
2 2 -3.58695 -0.2440726 -0.1592281
3 2 -3.31744 -0.1713606 -0.1927361
4 2 -2.927651 -0.5178233 -0.07662769
5 2 -2.992411 -1.447402 -0.2413787
6 2 -2.394599 -1.062738 0.1670131
7 2 -1.261525 0.3652556 0.9215212
8 2 -1.423395 -0.8875652 2.35596
9 2 -1.212161 -1.337488 3.219586
10 2 -0.7666881 -1.253232 3.537063
11 2 -0.4834237 -0.9910783 4.080796
12 2 -0.1430203 -0.004920159 4.555505
13 2 -0.01660087 0.8915136 4.827932
14 2 -0.3374091 1.276835 5.723274
15 2 -0.7195862 1.839941 5.827471
1 3 -4.056444 -0.2921077 -0.2238055
2 3 -3.749868 -0.2384711 -0.2002571
3 3 -3.461852 -0.1406892 -0.1856232
4 3 -3.14178 -0.1164849 -0.2099838
5 3 -3.098837 -1.26026 -0.2714163
6 3 -2.49675 -0.7119246 -0.1076978
7 3 -0.994688 0.9679512 0.5608432
8 3 -1.329882 -0.8705195 2.501206
9 3 -1.206908 -1.346023 3.422196
10 3 -0.6275673 -0.9638354 3.697861
11 3 -0.2929135 -0.7725841 4.369607
12 3 0.1054099 0.2618682 4.683217
13 3 0.5423428 0.8104056 4.687628
14 3 0.04508963 1.722271 5.884915
15 3 -0.4704194 1.979293 5.97641
1 4 -4.150021 -0.447893 -0.2673148
2 4 -3.905622 -0.3223235 -0.2026233
3 4 -3.583401 -0.1001802 -0.1620369
4 4 -3.406378 0.270917 -0.3068384
5 4 -2.859797 -0.6975433 -0.2610414
6 4 -2.254609 0.02130267 -0.2404693
7 4 -0.3900494 1.788064 -0.05199449
8 4 -0.999004 -0.6024976 2.572535
9 4 -1.124525 -1.223025 3.557296
10 4 -0.3794391 -0.6957357 3.867797
11 4 -0.1730301 -0.2044044 4.702141
12 4 0.3741324 0.3408643 4.781202
13 4 0.9691801 0.8636732 4.605763
14 4 0.1525825 1.962525 6.115205
15 4 -0.3246985 2.268975 6.368313
1 5 -4.246093 -0.5325042 -0.3565172
2 5 -4.046193 -0.4061701 -0.2010687
3 5 -3.779353 -0.1594073 -0.1995827
4 5 -3.657092 0.4420031 -0.3012501
5 5 -2.930611 -0.3138754 -0.3257257
6 5 -2.193126 0.3451999 -0.4257391
7 5 -0.162477 1.851776 0.2203808
8 5 -0.8365064 -0.8088869 3.087215
9 5 -0.8110663 -1.041061 3.969219
10 5 -0.1647671 -0.05871507 4.057974
11 5 0.3281773 0.05898634 4.649922
12 5 0.7132585 0.4078833 4.85718
13 5 1.364088 0.798537 4.516806
14 5 0.5313165 1.748044 5.939182
15 5 -0.1104755 2.552634 6.484945
1 6 -4.331602 -0.5033111 -0.4661781
2 6 -4.188197 -0.5655631 -0.1614898
3 6 -3.902391 -0.124231 -0.2276345
4 6 -3.886652 0.3978702 -0.1750987
5 6 -3.295234 -0.3216739 -0.2936645
6 6 -2.490452 0.3199069 -0.1676599
7 6 -0.8247101 0.4319992 0.6941278
8 6 -0.6640655 -0.8141737 3.238719
9 6 -0.24809 -0.4458159 4.225031
10 6 0.3878042 0.306669 4.068349
11 6 0.568979 0.7843041 4.389999
12 6 0.9900227 0.5575216 5.028779
13 6 1.693852 0.925859 4.329754
14 6 0.510763 2.585261 5.95061
15 6 -0.001582457 3.210387 6.536092
1 7 -4.471412 -0.4620072 -0.5948951
2 7 -4.176794 -0.5400452 -0.1955264
3 7 -4.120559 -0.3476285 -0.305693
4 7 -4.116275 0.2263157 0.04520513
5 7 -3.631145 -0.4729845 -0.2186161
6 7 -2.762592 -0.01742665 -0.1605696
7 7 -1.688868 -0.5475047 0.6040486
8 7 -0.5092192 -0.8474232 2.977455
9 7 0.4290246 -0.01914646 4.157215
10 7 0.8355716 0.5589932 4.782124
11 7 0.7768739 1.277344 4.261839
12 7 1.274249 0.872561 4.682087
13 7 2.018185 1.465838 4.110026
14 7 1.85893 1.055721 5.155403
15 7 0.02249157 3.983205 6.495519
