lat camp flt x yday
5 21 1 -0.2812012 210
15 21 1 -0.4669239 210
25 21 1 -0.3390523 210
35 21 1 NA 210
5 22 1 -0.4626842 25
15 22 1 0.4032793 25.69633
25 22 1 1.895683 25.9619
35 22 1 2.513589 25.85816
-5 23 1 NA 270
5 23 1 -3.069111 270
15 23 1 -4.195919 270
25 23 1 -4.54003 270
35 23 1 -3.887964 270.5467
5 24 1 1.094867 113
15 24 1 2.187469 113
25 24 1 2.458697 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -9.064997 213
35 22 2 1.215276 28
45 22 2 2.996146 28
55 22 2 3.793025 28
65 22 2 4.333975 29
75 22 2 4.466664 29
35 23 2 -4.69577 273
45 23 2 -4.364844 273
55 23 2 -5.216641 273
65 23 2 -5.487675 274
75 23 2 -4.94183 273.8494
35 24 2 4.013212 116
45 24 2 4.49731 116
55 24 2 5.045497 116
65 24 2 5.818443 117
75 24 2 5.975361 116.4878
25 21 3 -0.9600138 216
35 21 3 -2.4576 215.4057
45 21 3 -2.9771 215
55 21 3 -4.259657 215
65 21 3 -8.787359 215
15 22 3 NA 32
25 22 3 1.92987 32
35 22 3 3.345126 32
45 22 3 4.032347 31
55 22 3 4.420741 31
65 22 3 3.973256 31
25 23 3 -4.557854 276.5235
35 23 3 -4.99013 276
45 23 3 -4.323556 276
55 23 3 -3.449625 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 3.989971 118.7636
35 24 3 4.597763 118
45 24 3 4.307552 118
55 24 3 3.804932 118
65 24 3 NA 118
-15 21 4 -1.117741 219
-5 21 4 -0.643296 218.5256
5 21 4 -0.4540375 218
15 21 4 -0.9654019 218
-15 22 4 -0.7306734 34
-5 22 4 -0.4698129 33.82339
5 22 4 0.2194129 33
15 22 4 0.8817939 33
-15 23 4 -3.355436 279
-5 23 4 -3.156696 279
5 23 4 -3.119452 278.4583
15 23 4 -4.193562 278
-15 24 4 -3.035508 121
-5 24 4 -0.9046591 120.7323
5 24 4 0.1581809 120
15 24 4 1.854375 120
-45 21 5 -2.966115 220.8525
-35 21 5 -2.895381 220
-25 21 5 NA 220
-15 21 5 -1.142915 220
-55 22 5 -4.394573 36
-45 22 5 -3.778528 35.98084
-35 22 5 -3.563966 35
-25 22 5 -3.071277 35
-15 22 5 -1.637967 35
-55 23 5 -3.613759 281
-45 23 5 -3.627282 280.9263
-35 23 5 -3.541825 280
-25 23 5 -3.507775 280
-15 23 5 -3.364067 280
-45 24 5 -3.504045 123
-35 24 5 -3.396003 122.4536
-25 24 5 -3.262674 122
-15 24 5 -3.140051 122
-65 21 6 -3.637618 225
-55 21 6 -3.455979 224.8609
-45 21 6 -3.245792 224
-65 22 6 -4.629506 40.63423
-55 22 6 -4.322393 40.48457
-45 22 6 NA 40
-65 23 6 -3.885677 283.4625
-55 23 6 -3.837717 283.4305
-45 23 6 -3.515292 283
-65 24 6 -4.053373 126
-55 24 6 -3.733591 125.5208
-45 24 6 -4.046401 125
-55 21 7 -3.292436 227
-45 21 7 -3.328022 227
-35 21 7 -3.058384 227
-25 21 7 -2.003067 227
-15 21 7 -1.402258 227
-5 21 7 NA 227
-55 22 7 -3.925065 43
-45 22 7 -3.799877 43
-35 22 7 -3.066189 43
