lat prs annmn cos sin
1 1 -3.043691 -0.1999459 -0.4630384
2 1 -2.770796 -0.253 -0.5413266
3 1 -2.627136 -0.2666424 -0.5908828
4 1 -2.330175 -0.7158616 -0.4547039
5 1 -2.163 -1.122281 -0.1736759
6 1 -1.840654 -0.6262919 0.09970658
7 1 -1.639611 -0.843697 0.5277334
8 1 -1.267946 -0.5944998 1.2313
9 1 -0.9519028 -0.7497905 2.207843
10 1 -0.4925817 -0.9655406 2.806578
11 1 -0.05385595 -1.218614 3.285404
12 1 0.4741645 -0.4000106 3.945495
13 1 0.5719969 0.5569691 4.268108
14 1 0.6036526 0.7854727 4.782873
15 1 -0.1907455 1.341445 4.64489
1 2 -3.280451 -0.1884807 -0.4532812
2 2 -3.026169 -0.2490065 -0.5122647
3 2 -2.694388 -0.1841401 -0.5654967
4 2 -2.479331 -0.5873123 -0.5743572
5 2 -2.431332 -1.151428 -0.4463014
6 2 -2.003909 -0.9080637 -0.08963455
7 2 -1.435412 -0.6296752 0.1045803
8 2 -1.227873 -0.5019452 1.359827
9 2 -0.8836094 -1.050672 2.289882
10 2 -0.3678453 -1.238079 2.963032
11 2 0.2675048 -1.083242 3.672167
12 2 0.8314853 0.06393187 4.27995
13 2 1.108137 0.8575364 4.533848
14 2 1.081608 1.173023 5.20506
15 2 0.4057969 1.771171 5.163132
1 3 -3.457738 -0.3230522 -0.4667392
2 3 -3.17823 -0.2405866 -0.5537616
3 3 -2.791284 -0.1479979 -0.5139089
4 3 -2.575031 -0.3894044 -0.5166525
5 3 -2.407596 -0.7790016 -0.4469275
6 3 -2.051718 -0.8392803 -0.3167686
7 3 -1.000476 0.1831109 -0.400398
8 3 -0.9415986 -0.6579387 1.769741
9 3 -0.7089215 -1.135804 2.458486
10 3 -0.1096199 -0.9116948 3.105612
11 3 0.5744839 -0.799415 3.969851
12 3 1.024615 0.2495847 4.47491
13 3 1.651246 0.4577231 4.261105
14 3 1.324363 1.531004 5.622619
15 3 0.6960598 1.844469 5.534686
1 4 -3.568813 -0.4297636 -0.4957915
2 4 -3.330761 -0.319813 -0.6131545
3 4 -2.903934 -0.0627573 -0.4568235
4 4 -2.667958 -0.2144351 -0.4238882
5 4 -2.381806 -0.41308 -0.5854474
6 4 -1.907181 -0.1926242 -0.6850116
7 4 -0.7351303 0.780697 -0.4568354
8 4 -0.4812981 -0.5383927 2.036609
9 4 -0.5280513 -0.8679742 2.641041
10 4 0.2202947 -0.6167096 3.351653
11 4 0.7742967 -0.2499408 4.366679
12 4 1.264369 0.3070261 4.588649
13 4 2.148083 0.550797 3.958588
14 4 1.360862 1.967211 5.993796
15 4 0.8983464 2.131895 5.990562
1 5 -3.682525 -0.4440822 -0.562729
2 5 -3.465317 -0.3639343 -0.5986841
3 5 -3.035296 0.07380058 -0.3660773
4 5 -2.810887 -0.09405264 -0.2992186
5 5 -2.358646 -0.1046878 -0.7665508
6 5 -1.988467 -0.09535738 -0.5285097
7 5 -0.6696385 0.8887152 0.06472692
8 5 -0.1236596 -0.3611433 2.356243
9 5 -0.2400791 -0.7802261 2.801037
10 5 0.5737422 0.07101385 3.67903
11 5 1.252291 -0.1772249 4.361285
12 5 1.614641 0.4983826 4.633396
13 5 2.668193 0.7525715 3.522436
14 5 1.734205 1.912213 5.823626
15 5 1.063364 2.462916 6.209016
1 6 -3.747658 -0.4111303 -0.6480498
2 6 -3.655615 -0.4454366 -0.4902118
3 6 -3.227178 0.1286873 -0.275213
4 6 -2.955424 -0.1686876 -0.3016093
5 6 -2.453554 0.1411823 -0.5255127
6 6 -2.189295 -0.07607419 -0.4481596
7 6 -1.247581 -0.2509885 0.6098557
8 6 -0.165395 -0.491716 2.184797
9 6 0.1059943 -0.3479453 2.989514
10 6 0.9884853 0.2599537 3.887172
11 6 1.339442 0.6240475 4.237078
12 6 1.702274 0.6951138 4.916193
13 6 3.27707 1.116723 3.017537
14 6 1.510248 3.339435 6.525954
15 6 1.123181 2.839433 6.248315
1 7 -3.873359 -0.6213279 -0.8077169
2 7 -3.782023 -0.4749089 -0.4408186
3 7 -3.471668 -0.2264636 -0.0002244877
4 7 -3.116956 -0.377641 -0.2396857
5 7 -2.774477 0.01245353 -0.4721642
6 7 -2.395008 -0.3225547 -0.5830183
7 7 -1.62433 -0.5085767 0.2347433
8 7 -0.1861594 -0.8071835 1.913749
9 7 0.7847636 -0.2111827 3.68042
10 7 1.465161 0.3966981 4.640082
11 7 1.540447 1.354224 3.746115
12 7 2.077555 0.9467851 4.502112
13 7 3.82341 1.727065 2.673028
14 7 4.561101 1.556336 5.090648
15 7 1.683369 3.70982 6.582378
