lat prs camp flt x yday
5 350 21 1 -0.6911963 210
15 350 21 1 -0.7129864 210
25 350 21 1 -0.4337732 210
35 350 21 1 -0.6062429 210
5 450 21 1 -0.6036043 210
15 450 21 1 -0.6503214 210
25 450 21 1 -0.3097684 210
5 550 21 1 -0.6532154 210
15 550 21 1 -0.6665679 210
25 550 21 1 -0.06386031 210
5 650 21 1 -0.9416461 210
15 650 21 1 -0.6952362 210
25 650 21 1 -0.1180279 210
5 750 21 1 -1.198358 210
15 750 21 1 -0.7053073 210
5 850 21 1 -1.211673 210
15 850 21 1 -0.6106428 210
25 850 21 1 -0.4310524 210
5 950 21 1 -1.054025 210
15 950 21 1 -0.5090437 210
25 950 21 1 -0.4400986 210
5 350 22 1 -1.044751 25
15 350 22 1 -0.3924294 25.64151
25 350 22 1 0.1453318 25.73333
35 350 22 1 0.1320569 25.14894
5 450 22 1 -0.8703752 25
15 450 22 1 -0.5716409 25.5
25 450 22 1 -0.144671 26
35 450 22 1 1.769718 26
5 550 22 1 -0.8442469 25
15 550 22 1 -0.532031 25.51852
25 550 22 1 0.4789012 26
35 550 22 1 2.441222 26
5 650 22 1 -0.6933958 25
15 650 22 1 -0.2258029 25.5
25 650 22 1 1.232461 26
35 650 22 1 3.197109 26
5 750 22 1 -0.5522403 25
15 750 22 1 0.477793 25.71429
25 750 22 1 2.23069 26
35 750 22 1 4.004762 26
5 850 22 1 -0.5314984 25
15 850 22 1 1.387535 26
25 850 22 1 3.787813 26
35 850 22 1 5.455172 26
5 950 22 1 -0.800374 25
15 950 22 1 1.886578 26
25 950 22 1 4.306444 26
-5 350 23 1 -4.15701 270
5 350 23 1 -3.785604 270
15 350 23 1 -3.267015 270
25 350 23 1 -3.25437 270
35 350 23 1 -3.415875 270.2581
-5 450 23 1 -4.392566 270
5 450 23 1 -3.685042 270
15 450 23 1 -3.213755 270
25 450 23 1 -3.268076 270
35 450 23 1 -3.507794 270.4923
-5 550 23 1 -4.508664 270
5 550 23 1 -3.708286 270
15 550 23 1 -3.262996 270
25 550 23 1 -3.355711 270
35 550 23 1 -3.856099 270.4688
5 650 23 1 -3.666203 270
