lat camp flt x yday
5 21 1 -1.220741 210
15 21 1 -1.247417 210
25 21 1 -1.025983 210
35 21 1 NA 210
5 22 1 -0.937949 25
15 22 1 -0.09340254 25.69633
25 22 1 1.706769 25.9619
35 22 1 2.246511 25.85816
-5 23 1 NA 270
5 23 1 -1.898328 270
15 23 1 -3.201421 270
25 23 1 -3.251417 270
35 23 1 -3.295125 270.5467
5 24 1 0.8272863 113
15 24 1 1.823794 113
25 24 1 2.144279 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -8.696607 213
35 22 2 1.066219 28
45 22 2 2.739568 28
55 22 2 3.758506 28
65 22 2 4.631434 29
75 22 2 4.604599 29
35 23 2 -3.817027 273
45 23 2 -3.645617 273
55 23 2 -4.487479 273
65 23 2 -4.424329 274
75 23 2 -4.841064 273.8494
35 24 2 4.031822 116
45 24 2 4.798556 116
55 24 2 5.928372 116
65 24 2 6.941573 117
75 24 2 7.232335 116.4878
25 21 3 -0.7174242 216
35 21 3 -1.233495 215.4057
45 21 3 -1.183728 215
55 21 3 -1.096996 215
65 21 3 -7.237322 215
15 22 3 NA 32
25 22 3 1.682506 32
35 22 3 3.240495 32
45 22 3 4.096213 31
55 22 3 4.431463 31
65 22 3 3.906675 31
25 23 3 -3.292523 276.5235
35 23 3 -3.903625 276
45 23 3 -3.611996 276
55 23 3 -3.639285 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 4.411859 118.7636
35 24 3 5.156264 118
45 24 3 4.78965 118
55 24 3 3.964879 118
65 24 3 NA 118
-15 21 4 -1.263267 219
-5 21 4 -1.193334 218.5256
5 21 4 -1.103823 218
15 21 4 -1.117034 218
-15 22 4 -1.033466 34
-5 22 4 -0.8582178 33.82339
5 22 4 -0.1986025 33
15 22 4 0.4427485 33
-15 23 4 -2.531079 279
-5 23 4 -2.343389 279
5 23 4 -2.417605 278.4583
15 23 4 -2.973774 278
-15 24 4 -1.82087 121
-5 24 4 -0.7350831 120.7323
5 24 4 0.2130257 120
15 24 4 1.651883 120
-45 21 5 -2.279963 220.8525
-35 21 5 -2.303892 220
-25 21 5 NA 220
-15 21 5 -1.312859 220
-55 22 5 -4.135657 36
-45 22 5 -3.184022 35.98084
-35 22 5 -3.131211 35
-25 22 5 -1.911457 35
-15 22 5 -1.164805 35
-55 23 5 -2.553065 281
-45 23 5 -2.580196 280.9263
-35 23 5 -2.559549 280
-25 23 5 -2.420513 280
-15 23 5 -2.46471 280
-45 24 5 -2.998983 123
-35 24 5 -3.016963 122.4536
-25 24 5 -2.86038 122
-15 24 5 -2.650192 122
-65 21 6 -2.650335 225
-55 21 6 -2.524814 224.8609
-45 21 6 -2.479253 224
-65 22 6 -4.303913 40.63423
-55 22 6 -4.00412 40.48457
-45 22 6 NA 40
-65 23 6 -3.055125 283.4625
-55 23 6 -2.985939 283.4305
-45 23 6 -2.655195 283
-65 24 6 -3.466434 126
-55 24 6 -3.229098 125.5208
-45 24 6 -3.457842 125
-55 21 7 -2.626902 227
-45 21 7 -2.631023 227
-35 21 7 -2.304129 227
-25 21 7 -1.656432 227
-15 21 7 -0.8922565 227
-5 21 7 NA 227
-55 22 7 -3.896794 43
-45 22 7 -3.423673 43
-35 22 7 -3.047346 43
-25 22 7 -3.979137 43
-15 22 7 -4.038914 43
-5 22 7 -1.39282 43
-65 23 7 -3.216967 286
-55 23 7 -3.159354 286
-65 24 7 -3.612009 128
-55 24 7 -3.34404 128
-5 21 8 0.7341185 229
5 21 8 -0.9997427 229
15 21 8 -3.11136 229
25 21 8 -3.547384 229
35 21 8 -4.625321 229
-5 22 8 0.1387091 45
5 22 8 1.737057 45
15 22 8 0.7507692 45
25 22 8 1.300253 45
35 22 8 1.919145 45
-55 23 8 NA 289
-45 23 8 -2.642646 289
-35 23 8 -2.529103 289
-25 23 8 -2.34192 289
-15 23 8 -1.769392 289
-5 23 8 -1.09938 289
-55 24 8 -3.398856 131
-45 24 8 -3.236421 131
-35 24 8 -3.052998 131
-25 24 8 -2.563579 131
-15 24 8 -2.350973 131
-5 24 8 -2.444223 131
35 21 9 NA 232
45 21 9 -6.027624 232
55 21 9 NA 232
65 21 9 -8.944914 232
75 21 9 -8.769544 232
35 22 9 2.058569 48
45 22 9 1.849011 48
55 22 9 3.017742 48
65 22 9 4.475472 48
75 22 9 4.020013 48
-5 23 9 -1.309476 291
5 23 9 -2.746628 291
15 23 9 -2.937398 291
-5 24 9 -2.288044 133
5 24 9 -0.4605955 133
15 24 9 1.800984 133
25 24 9 2.530571 133
35 24 9 2.973525 133
65 22 10 4.730748 49
75 22 10 5.120326 49
5 23 10 -3.10505 292
15 23 10 -2.961468 292
25 23 10 -2.747202 292
35 23 10 -2.736288 292
35 24 10 3.687754 136
45 24 10 3.486303 136
55 24 10 4.244798 136
65 24 10 4.737894 136
35 22 11 2.577884 51
45 22 11 3.902321 51
55 22 11 4.116358 51
65 22 11 4.314123 51
35 23 11 -2.731578 295
45 23 11 -2.441232 295
55 23 11 -2.504574 295
65 23 11 -2.235401 295
