lat prs camp flt x yday
5 350 21 1 -0.4782356 210
15 350 21 1 -0.7841617 210
25 350 21 1 -0.7250014 210
35 350 21 1 -0.9240858 210
5 450 21 1 -0.5437365 210
15 450 21 1 -0.7441185 210
25 450 21 1 -0.7829484 210
5 550 21 1 -0.5470654 210
15 550 21 1 -0.8799101 210
25 550 21 1 -0.7274039 210
5 650 21 1 -0.4415384 210
15 650 21 1 -0.9143781 210
25 650 21 1 -0.7910479 210
5 750 21 1 -0.4475485 210
15 750 21 1 -0.8325357 210
5 850 21 1 -0.4519352 210
15 850 21 1 -0.9064208 210
25 850 21 1 -0.8431486 210
5 950 21 1 -0.3133144 210
15 950 21 1 -1.109883 210
25 950 21 1 -1.580354 210
5 350 22 1 -1.426489 25
15 350 22 1 -0.4961294 25.64151
25 350 22 1 0.6798629 25.73333
35 350 22 1 0.9861918 25.14894
5 450 22 1 -1.089722 25
15 450 22 1 -0.8023209 25.5
25 450 22 1 -0.06310956 26
35 450 22 1 2.368808 26
5 550 22 1 -0.9157557 25
15 550 22 1 -0.626131 25.51852
25 550 22 1 0.4153071 26
35 550 22 1 2.883594 26
5 650 22 1 -0.4666417 25
15 650 22 1 0.3391971 25.5
25 650 22 1 1.423855 26
35 650 22 1 3.145384 26
5 750 22 1 -0.6833612 25
15 750 22 1 1.201564 25.71429
25 750 22 1 2.361279 26
35 750 22 1 3.743449 26
5 850 22 1 -0.4129607 25
15 850 22 1 2.152105 26
25 850 22 1 3.292272 26
35 850 22 1 3.887887 26
5 950 22 1 -0.504227 25
15 950 22 1 2.645802 26
25 950 22 1 3.666016 26
-5 350 23 1 -2.37889 270
5 350 23 1 -2.918262 270
15 350 23 1 -3.323724 270
25 350 23 1 -3.289331 270
35 350 23 1 -3.635433 270.2581
-5 450 23 1 -2.465926 270
5 450 23 1 -2.796387 270
15 450 23 1 -3.444163 270
25 450 23 1 -3.338736 270
35 450 23 1 -3.807822 270.4923
-5 550 23 1 -2.490178 270
5 550 23 1 -2.864497 270
15 550 23 1 -3.661893 270
25 550 23 1 -3.42095 270
35 550 23 1 -4.406452 270.4688
5 650 23 1 -2.92562 270
15 650 23 1 -3.671519 270
25 650 23 1 -3.619816 270
35 650 23 1 -5.248246 270.4324
5 750 23 1 -2.750256 270
15 750 23 1 -3.986421 270
25 750 23 1 -4.195447 270
35 750 23 1 -5.488639 270.6154
5 850 23 1 -2.143367 270
15 850 23 1 -4.851402 270
25 850 23 1 -5.712052 270
35 850 23 1 -5.425573 270.66
5 950 23 1 -1.759112 270
15 950 23 1 -5.377292 270
25 950 23 1 -6.097845 270
35 950 23 1 -2.364664 270.9
5 350 24 1 0.780872 113
15 350 24 1 1.420831 113
25 350 24 1 1.764134 113
