lat camp flt x yday
5 21 1 -0.6863478 210
15 21 1 -0.6084977 210
25 21 1 -0.6444317 210
35 21 1 NA 210
5 22 1 -0.9013317 25
15 22 1 0.5604641 25.69633
25 22 1 1.647884 25.9619
35 22 1 2.880012 25.85816
-5 23 1 NA 270
5 23 1 -2.347598 270
15 23 1 -3.766848 270
25 23 1 -3.946199 270
35 23 1 -3.761149 270.5467
5 24 1 0.7404053 113
15 24 1 2.187349 113
25 24 1 2.226587 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -8.233696 213
35 22 2 2.419523 28
45 22 2 2.621406 28
55 22 2 3.995872 28
65 22 2 4.18552 29
75 22 2 4.232828 29
35 23 2 -3.905746 273
45 23 2 -3.652041 273
55 23 2 -4.394155 273
65 23 2 -3.869387 274
75 23 2 -4.265533 273.8494
35 24 2 4.615307 116
45 24 2 4.763816 116
55 24 2 5.904992 116
65 24 2 6.589243 117
75 24 2 5.657176 116.4878
25 21 3 -1.125741 216
35 21 3 -2.651209 215.4057
45 21 3 -3.561874 215
55 21 3 -5.499201 215
65 21 3 -10.41453 215
15 22 3 NA 32
25 22 3 1.939286 32
35 22 3 3.041639 32
45 22 3 3.408615 31
55 22 3 3.630334 31
65 22 3 3.596447 31
25 23 3 -3.754365 276.5235
35 23 3 -3.391807 276
45 23 3 -3.238735 276
55 23 3 -2.975564 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 4.237795 118.7636
35 24 3 4.925597 118
45 24 3 4.705496 118
55 24 3 4.928979 118
65 24 3 NA 118
-15 21 4 -1.168559 219
-5 21 4 -1.023753 218.5256
5 21 4 -0.8901383 218
15 21 4 -1.290878 218
-15 22 4 -1.700935 34
-5 22 4 -1.512572 33.82339
5 22 4 -0.1913896 33
15 22 4 0.7230176 33
-15 23 4 -2.730087 279
-5 23 4 -2.662497 279
5 23 4 -2.769259 278.4583
15 23 4 -3.500187 278
-15 24 4 -1.827232 121
-5 24 4 -1.51034 120.7323
5 24 4 -0.7018793 120
15 24 4 1.270947 120
-45 21 5 -2.191123 220.8525
-35 21 5 -2.533551 220
-25 21 5 NA 220
-15 21 5 -1.235527 220
-55 22 5 -4.354947 36
-45 22 5 -3.272474 35.98084
-35 22 5 -3.384875 35
-25 22 5 -2.455363 35
-15 22 5 -1.99178 35
-55 23 5 -2.815113 281
-45 23 5 -2.654602 280.9263
-35 23 5 -2.475807 280
-25 23 5 -2.462001 280
-15 23 5 -2.533959 280
-45 24 5 -3.21527 123
-35 24 5 -3.186641 122.4536
-25 24 5 -3.048891 122
-15 24 5 -2.853335 122
-65 21 6 -2.717393 225
-55 21 6 -2.5994 224.8609
-45 21 6 -2.455199 224
-65 22 6 -4.366795 40.63423
-55 22 6 -4.14624 40.48457
-45 22 6 NA 40
-65 23 6 -3.119764 283.4625
-55 23 6 -2.684852 283.4305
-45 23 6 -2.835604 283
-65 24 6 -3.609589 126
-55 24 6 -3.570481 125.5208
-45 24 6 -3.507357 125
-55 21 7 -2.663916 227
-45 21 7 -2.648938 227
-35 21 7 -2.117387 227
-25 21 7 -1.655922 227
-15 21 7 -0.5152008 227
-5 21 7 NA 227
-55 22 7 -4.036798 43
-45 22 7 -3.717955 43
-35 22 7 -3.373102 43
-25 22 7 -3.621247 43
-15 22 7 -3.206945 43
-5 22 7 -2.013941 43
-65 23 7 -3.218246 286
-55 23 7 -3.098123 286
-65 24 7 -3.794206 128
-55 24 7 -3.536642 128
-5 21 8 -0.1338374 229
5 21 8 -0.2186541 229
15 21 8 -2.184337 229
25 21 8 -3.314719 229
35 21 8 -3.263816 229
-5 22 8 1.057328 45
5 22 8 1.148914 45
15 22 8 0.7724843 45
25 22 8 1.841769 45
35 22 8 1.328734 45
-55 23 8 NA 289
-45 23 8 -3.041893 289
-35 23 8 -2.871659 289
-25 23 8 -2.568079 289
-15 23 8 -2.209427 289
-5 23 8 -1.868764 289
-55 24 8 -3.53924 131
-45 24 8 -3.308922 131
-35 24 8 -2.396992 131
-25 24 8 -2.317779 131
-15 24 8 -2.236039 131
-5 24 8 -1.674548 131
35 21 9 NA 232
45 21 9 -4.353216 232
55 21 9 NA 232
65 21 9 -9.188828 232
75 21 9 -10.37139 232
35 22 9 1.629857 48
45 22 9 1.404329 48
55 22 9 1.57579 48
65 22 9 2.801816 48
75 22 9 4.106743 48
-5 23 9 -2.359313 291
5 23 9 -3.876272 291
15 23 9 -3.860748 291
-5 24 9 -1.889968 133
5 24 9 -0.004835108 133
15 24 9 2.239549 133
25 24 9 2.692532 133
35 24 9 3.919638 133
65 22 10 5.300757 49
75 22 10 4.732071 49
5 23 10 -4.025413 292
15 23 10 -3.602929 292
25 23 10 -3.037886 292
35 23 10 -2.441719 292
35 24 10 4.251776 136
45 24 10 4.346838 136
55 24 10 4.138514 136
65 24 10 4.761138 136
35 22 11 3.401324 51
45 22 11 4.223478 51
55 22 11 4.832338 51
65 22 11 4.808225 51
35 23 11 -2.861314 295
45 23 11 -2.357275 295
55 23 11 -2.140514 295
65 23 11 -1.896056 295
45 24 11 4.025378 137
65 24 11 5.117664 137
45 23 12 -2.447973 297
55 23 12 -0.6113012 297
65 23 12 -2.508188 297
75 23 12 -2.404872 297
45 24 12 4.100445 138
55 24 12 NA 138
65 24 12 5.738476 138.286
75 24 12 5.528503 138
35 23 13 -2.552881 299.0926
45 23 13 -2.545404 299
55 23 13 -2.38755 299
65 23 13 -2.538769 299
35 24 13 4.142864 140
45 24 13 4.339197 140
55 24 13 5.522069 140
65 24 13 5.305605 140
