lat prs camp flt x yday
5 350 21 1 -0.4772839 210
15 350 21 1 -0.4401201 210
25 350 21 1 -0.3620418 210
35 350 21 1 -0.5285943 210
5 450 21 1 -0.4437236 210
15 450 21 1 -0.4058157 210
25 450 21 1 -0.4448009 210
5 550 21 1 -0.4934466 210
15 550 21 1 -0.5458491 210
25 550 21 1 -0.4254385 210
5 650 21 1 -0.7886692 210
15 650 21 1 -0.5718458 210
25 650 21 1 -0.4623999 210
5 750 21 1 -0.8748723 210
15 750 21 1 -0.523255 210
5 850 21 1 -0.8783019 210
15 850 21 1 -0.716434 210
25 850 21 1 -0.6258716 210
5 950 21 1 -0.8481369 210
15 950 21 1 -1.056164 210
25 950 21 1 -1.546037 210
5 350 22 1 -1.633009 25
15 350 22 1 -0.6158275 25.64151
25 350 22 1 0.6820835 25.73333
35 350 22 1 0.9858144 25.14894
5 450 22 1 -1.295699 25
15 450 22 1 -0.9611475 25.5
25 450 22 1 -0.1087061 26
35 450 22 1 2.368756 26
5 550 22 1 -0.991996 25
15 550 22 1 -0.6960643 25.51852
25 550 22 1 0.3883306 26
35 550 22 1 2.943254 26
5 650 22 1 -0.5324854 25
15 650 22 1 0.3236289 25.5
25 650 22 1 1.396892 26
35 650 22 1 3.288021 26
5 750 22 1 -0.7213821 25
15 750 22 1 1.228593 25.71429
25 750 22 1 2.371518 26
35 750 22 1 3.740309 26
5 850 22 1 -0.4412851 25
15 850 22 1 2.099795 26
25 850 22 1 3.246007 26
35 850 22 1 3.953917 26
5 950 22 1 -0.693465 25
15 950 22 1 2.544271 26
25 950 22 1 3.559062 26
-5 350 23 1 -2.04176 270
5 350 23 1 -2.587396 270
15 350 23 1 -2.890371 270
25 350 23 1 -2.741434 270
35 350 23 1 -3.448233 270.2581
-5 450 23 1 -2.290866 270
5 450 23 1 -2.48487 270
15 450 23 1 -3.120745 270
25 450 23 1 -2.842218 270
35 450 23 1 -3.650739 270.4923
-5 550 23 1 -2.248114 270
5 550 23 1 -2.542906 270
15 550 23 1 -3.360056 270
25 550 23 1 -3.138492 270
35 550 23 1 -4.24528 270.4688
5 650 23 1 -2.524154 270
15 650 23 1 -3.411219 270
25 650 23 1 -3.457412 270
35 650 23 1 -4.530227 270.4324
5 750 23 1 -2.261676 270
15 750 23 1 -3.786359 270
25 750 23 1 -4.048832 270
