lat prs camp flt x yday
5 350 21 1 -0.5385851 210
15 350 21 1 -0.6250935 210
25 350 21 1 -0.2377812 210
35 350 21 1 -0.4927115 210
5 450 21 1 -0.5054333 210
15 450 21 1 -0.5784814 210
25 450 21 1 -0.1248646 210
5 550 21 1 -0.5339904 210
15 550 21 1 -0.5815382 210
25 550 21 1 0.1088724 210
5 650 21 1 -0.7125846 210
15 650 21 1 -0.5951781 210
25 650 21 1 0.03147605 210
5 750 21 1 -0.9271485 210
15 750 21 1 -0.5986562 210
5 850 21 1 -0.9101733 210
15 850 21 1 -0.5347752 210
25 850 21 1 -0.3784639 210
5 950 21 1 -0.7585185 210
15 950 21 1 -0.4961026 210
25 950 21 1 -0.5765184 210
5 350 22 1 -0.9831002 25
15 350 22 1 -0.3453011 25.64151
25 350 22 1 0.1782768 25.73333
35 350 22 1 0.183314 25.14894
5 450 22 1 -0.800068 25
15 450 22 1 -0.5119575 25.5
25 450 22 1 -0.1001131 26
35 450 22 1 1.78428 26
5 550 22 1 -0.7236346 25
15 550 22 1 -0.4333791 25.51852
25 550 22 1 0.5132689 26
35 550 22 1 2.46217 26
5 650 22 1 -0.5584458 25
15 650 22 1 -0.1544529 25.5
25 650 22 1 1.260132 26
35 650 22 1 3.167321 26
5 750 22 1 -0.4320193 25
15 750 22 1 0.499943 25.71429
25 750 22 1 2.235926 26
35 750 22 1 3.862242 26
5 850 22 1 -0.4031451 25
15 850 22 1 1.351935 26
25 850 22 1 3.660324 26
35 850 22 1 5.175012 26
5 950 22 1 -0.662792 25
15 950 22 1 1.821397 26
25 950 22 1 4.126575 26
-5 350 23 1 -3.56341 270
5 350 23 1 -3.389085 270
15 350 23 1 -3.24981 270
25 350 23 1 -3.256206 270
35 350 23 1 -3.306007 270.2581
-5 450 23 1 -3.640454 270
5 450 23 1 -3.314376 270
15 450 23 1 -3.256291 270
25 450 23 1 -3.217661 270
35 450 23 1 -3.380686 270.4923
-5 550 23 1 -3.662207 270
5 550 23 1 -3.37694 270
15 550 23 1 -3.3044 270
25 550 23 1 -3.211077 270
35 550 23 1 -3.815335 270.4688
5 650 23 1 -3.330165 270
15 650 23 1 -3.348624 270
25 650 23 1 -3.393957 270
35 650 23 1 -3.442402 270.4324
5 750 23 1 -3.29035 270
15 750 23 1 -3.527002 270
25 750 23 1 -3.809847 270
35 750 23 1 -3.135477 270.6154
5 850 23 1 -3.080619 270
15 850 23 1 -4.023152 270
25 850 23 1 -3.903062 270
35 850 23 1 -2.542145 270.66
5 950 23 1 -2.778473 270
15 950 23 1 -4.129095 270
25 950 23 1 -2.949176 270
35 950 23 1 -2.017164 270.9
5 350 24 1 1.565195 113
15 350 24 1 1.866935 113
25 350 24 1 2.112724 113
35 350 24 1 2.633159 113
5 450 24 1 1.174231 113
15 450 24 1 2.073138 113
25 450 24 1 2.550482 113
35 450 24 1 3.209525 113
5 550 24 1 0.8812713 113
15 550 24 1 2.059644 113
25 550 24 1 2.777888 113
35 550 24 1 4.438145 113.3462
5 650 24 1 0.7783368 113
15 650 24 1 2.117666 113
25 650 24 1 2.466353 113
35 650 24 1 4.682825 113.4667
5 750 24 1 1.220073 113
15 750 24 1 2.565691 113
25 750 24 1 2.237961 113
5 850 24 1 1.165909 113
15 850 24 1 2.956607 113
25 850 24 1 2.915056 113
5 950 24 1 0.3745534 113
15 950 24 1 4.113285 113
25 950 24 1 4.916569 113
35 350 21 2 -0.5209595 213
45 350 21 2 -0.9335358 213
65 350 21 2 -7.334999 213.1282
75 350 21 2 -6.895771 213
65 450 21 2 -6.324486 213.7614
75 450 21 2 -7.125859 213
65 550 21 2 -6.138104 213
75 550 21 2 -7.552616 213
65 650 21 2 -6.980953 213
75 650 21 2 -7.996716 213
75 750 21 2 -8.348959 213
75 850 21 2 -8.461918 213
75 950 21 2 -8.553571 213
35 350 22 2 0.3663044 28
45 350 22 2 1.134772 28
55 350 22 2 2.340931 28
65 350 22 2 2.50198 29
75 350 22 2 2.467505 29
35 450 22 2 0.4964339 28
45 450 22 2 2.040668 28
55 450 22 2 3.506906 28
65 450 22 2 3.778768 29
75 450 22 2 3.708786 29
35 550 22 2 0.8575573 28
45 550 22 2 2.647791 28
55 550 22 2 4.244914 28
65 550 22 2 4.368668 29
75 550 22 2 4.147434 29
35 650 22 2 1.458953 28
45 650 22 2 2.823543 28
55 650 22 2 4.572828 28
65 650 22 2 4.435865 29
75 650 22 2 4.635191 29
35 750 22 2 2.024119 28
45 750 22 2 3.171513 28
55 750 22 2 4.786231 28
65 750 22 2 4.874635 29
75 750 22 2 5.296998 29
35 850 22 2 2.415549 28
45 850 22 2 3.911108 28
55 850 22 2 4.853149 28
65 850 22 2 5.526247 29
75 850 22 2 5.551433 29
35 950 22 2 5.388016 28
45 950 22 2 4.007825 28
55 950 22 2 4.835552 28
65 950 22 2 8.767237 29
75 950 22 2 6.044462 29
35 350 23 2 -3.312995 273
45 350 23 2 -3.294512 273
55 350 23 2 -3.672427 273
65 350 23 2 -3.713996 274
75 350 23 2 -3.48056 273.5581
35 450 23 2 -3.217647 273
45 450 23 2 -3.259452 273
55 450 23 2 -3.679508 273
65 450 23 2 -3.73824 274
75 450 23 2 -3.427346 273.5455
35 550 23 2 -3.175447 273
45 550 23 2 -3.199909 273
55 550 23 2 -3.669517 273
65 550 23 2 -3.550759 274
75 550 23 2 -3.373453 273.8421
35 650 23 2 -3.31817 273
45 650 23 2 -3.223345 273
55 650 23 2 -3.774571 273
65 650 23 2 -3.339466 274
75 650 23 2 -3.429105 274
35 750 23 2 -3.781253 273
45 750 23 2 -3.526244 273
55 750 23 2 -3.994608 273
65 750 23 2 -3.304505 274
75 750 23 2 -3.700224 274
35 850 23 2 -4.70023 273
45 850 23 2 -4.264429 273
55 850 23 2 -4.400875 273
75 850 23 2 -4.0592 274
35 950 23 2 -4.868217 273
45 950 23 2 -4.471632 273
55 950 23 2 -5.021503 273
75 950 23 2 -3.832487 274
35 350 24 2 3.633599 116
45 350 24 2 3.985337 116
55 350 24 2 4.302801 116
65 350 24 2 5.156222 117
75 350 24 2 4.897733 116.36
35 450 24 2 4.08525 116
45 450 24 2 4.243539 116
55 450 24 2 5.278402 116
65 450 24 2 6.640499 117
75 450 24 2 6.163356 116.4762
35 550 24 2 4.350199 116
45 550 24 2 4.566552 116
55 550 24 2 5.932553 116
65 550 24 2 7.200844 117
75 550 24 2 6.654112 116.5179
35 650 24 2 4.392702 116
45 650 24 2 4.825151 116
55 650 24 2 6.278842 116
65 650 24 2 7.186438 117
75 650 24 2 7.148602 116.4921
35 750 24 2 4.674745 116
45 750 24 2 4.992447 116
55 750 24 2 6.590295 116
65 750 24 2 7.196491 117
75 750 24 2 7.282734 116.5172
35 850 24 2 5.087472 116
45 850 24 2 5.684963 116
55 850 24 2 7.107575 116
65 850 24 2 7.173377 117
75 850 24 2 7.228144 116.4468
35 950 24 2 4.309845 116
45 950 24 2 5.73241 116
55 950 24 2 7.185106 116
65 950 24 2 6.449719 117
75 950 24 2 7.937838 116.6042
25 350 21 3 -1.879557 216
35 350 21 3 -1.705744 215.2836
45 350 21 3 -5.638027 215
55 350 21 3 -7.66236 215
65 350 21 3 -7.613347 215
25 450 21 3 -1.278428 216
35 450 21 3 -1.307754 215.3061
45 450 21 3 -4.8567 215
55 450 21 3 -6.310181 215
65 450 21 3 -8.052277 215
25 550 21 3 -1.557895 216
35 550 21 3 -1.595568 215.4583
45 550 21 3 -4.478405 215
55 550 21 3 -5.043281 215
65 550 21 3 -7.268661 215
25 650 21 3 -1.306228 216
35 650 21 3 -2.635602 215.2836
45 650 21 3 -3.334189 215
55 650 21 3 -3.375791 215
65 650 21 3 -6.681395 215
25 750 21 3 -1.012886 216
35 750 21 3 -3.381386 215.5333
45 750 21 3 -2.720672 215
55 750 21 3 -2.619129 215
65 750 21 3 -6.459139 215
35 850 21 3 -4.003221 215.4884
45 850 21 3 -2.47508 215
55 850 21 3 -1.992407 215
65 850 21 3 -7.062838 215
35 950 21 3 -4.069953 215.4865
45 950 21 3 -2.288045 215
55 950 21 3 -1.952144 215
25 350 22 3 1.109992 32
35 350 22 3 1.542262 32
45 350 22 3 1.679812 31
55 350 22 3 2.183743 31
65 350 22 3 2.996208 31
25 450 22 3 0.8386383 32
35 450 22 3 2.184411 32
45 450 22 3 2.715781 31
55 450 22 3 2.960249 31
65 450 22 3 3.567171 31
25 550 22 3 1.20461 32
35 550 22 3 2.594725 32
45 550 22 3 3.374441 31
55 550 22 3 3.483274 31
65 550 22 3 4.963347 31
25 650 22 3 0.9385251 32
35 650 22 3 3.266178 32
45 650 22 3 3.929761 31
55 650 22 3 4.000622 31
65 650 22 3 5.129226 31
15 750 22 3 1.088615 32
25 750 22 3 1.862761 32
35 750 22 3 3.827642 32
45 750 22 3 4.370426 31
55 750 22 3 4.699176 31
65 750 22 3 5.189091 31
15 850 22 3 2.569215 32
25 850 22 3 3.003081 32
35 850 22 3 4.28392 32
45 850 22 3 5.223982 31
55 850 22 3 5.592386 31
65 850 22 3 5.332434 31
15 950 22 3 2.614109 32
25 950 22 3 3.532961 32
35 950 22 3 4.266925 32
45 950 22 3 5.202664 31
55 950 22 3 6.092315 31
25 350 23 3 -3.537836 277
35 350 23 3 -3.535746 276
45 350 23 3 -2.897849 276
55 350 23 3 -2.981886 276
65 350 23 3 -3.469645 276
25 450 23 3 -3.438581 277
35 450 23 3 -3.426303 276
45 450 23 3 -3.327471 276
55 450 23 3 -3.085488 276
65 450 23 3 -3.410565 276
25 550 23 3 -3.592679 276.3438
35 550 23 3 -3.350725 276
45 550 23 3 -3.526483 276
55 550 23 3 -2.991097 276
25 650 23 3 -3.642151 276.45
35 650 23 3 -3.465128 276
45 650 23 3 -3.711609 276
55 650 23 3 -2.875633 276
25 750 23 3 -3.703187 276.4571
35 750 23 3 -3.545855 276
45 750 23 3 -3.636716 276
55 750 23 3 -2.873808 276
25 850 23 3 -3.764198 276.4138
35 850 23 3 -3.134146 276
45 850 23 3 -3.02312 276
55 850 23 3 -2.322712 276
25 950 23 3 -3.750995 276
35 950 23 3 -2.687512 276
45 950 23 3 -1.589958 276
55 950 23 3 -1.931942 276
25 350 24 3 3.146585 119
35 350 24 3 4.106985 118
45 350 24 3 3.84765 118
55 350 24 3 2.775962 118
65 350 24 3 3.050066 118
25 450 24 3 4.146991 118.7843
35 450 24 3 4.894603 118
45 450 24 3 4.1226 118
55 450 24 3 3.459846 118
65 450 24 3 4.068364 118
25 550 24 3 4.171959 118.75
35 550 24 3 5.137741 118
45 550 24 3 4.213378 118
55 550 24 3 3.823562 118
65 550 24 3 4.725192 118
25 650 24 3 4.491769 118.6809
35 650 24 3 5.273267 118
45 650 24 3 4.267192 118
55 650 24 3 4.40519 118
65 650 24 3 5.435472 118
25 750 24 3 4.669017 118.6667
35 750 24 3 5.38868 118
45 750 24 3 4.462744 118
55 750 24 3 5.271798 118
25 850 24 3 4.978034 118.6757
35 850 24 3 5.467913 118
45 850 24 3 5.221475 118
55 850 24 3 5.731133 118
15 950 24 3 5.633412 119
25 950 24 3 5.41758 118.7877
35 950 24 3 5.34449 118
45 950 24 3 5.536938 118
55 950 24 3 6.262359 118
-15 350 21 4 -1.190107 219
-5 350 21 4 -0.9059858 218.6834
5 350 21 4 -0.668615 218
15 350 21 4 -1.426254 218
-15 450 21 4 -1.203805 219
-5 450 21 4 -1.067953 218.6023
5 450 21 4 -0.8048932 218
15 450 21 4 -0.873325 218
-15 550 21 4 -1.295061 219
-5 550 21 4 -1.099717 218.5915
5 550 21 4 -0.7135383 218
15 550 21 4 -0.7952586 218
-15 650 21 4 -1.395724 219
-5 650 21 4 -1.015881 218.4068
5 650 21 4 -0.6343025 218
15 650 21 4 -0.7166709 218
-15 750 21 4 -1.371802 219
-5 750 21 4 -0.9133822 218.525
5 750 21 4 -0.5891806 218
15 750 21 4 -0.6930334 218
-15 850 21 4 -1.484712 219
-5 850 21 4 -0.8150351 218.4444
5 850 21 4 -0.5359276 218
15 850 21 4 -0.8812248 218
-15 950 21 4 -1.702715 219
-5 950 21 4 -0.7149512 218.4255
5 950 21 4 -0.4470017 218
15 950 21 4 -1.156605 218
-15 350 22 4 -1.9084 34
-5 350 22 4 -0.9974453 33.87179
5 350 22 4 0.1765016 33
