lat prs annmn cos sin
1 1 -3.38475 -0.3277201 -0.2865855
2 1 -3.162364 -0.1598426 -0.3367632
3 1 -3.012062 -0.1766009 -0.3329955
4 1 -2.711513 -0.7450114 -0.4156493
5 1 -2.241461 -1.000137 -0.1036504
6 1 -1.802655 -0.6782569 0.3850271
7 1 -1.684002 -0.2758681 0.8282296
8 1 -1.206794 -0.6678424 1.895288
9 1 -0.935547 -0.749456 2.711573
10 1 -0.5568642 -0.7133582 3.087402
11 1 -0.1730485 -1.175725 3.115581
12 1 0.07168975 -0.2370872 3.626326
13 1 -0.04577206 1.016961 4.292294
14 1 0.04173048 1.406117 4.800465
15 1 -0.5004114 1.430814 4.509855
1 2 -3.655849 -0.5900179 -0.3823688
2 2 -3.308358 -0.2529375 -0.3880179
3 2 -3.051337 -0.1527021 -0.3360215
4 2 -2.847733 -0.5356048 -0.415951
5 2 -2.667437 -1.458587 -0.5314503
6 2 -2.164349 -1.026215 -0.01338972
7 2 -1.582168 0.01570345 0.5221432
8 2 -1.252536 -0.5736655 1.956023
9 2 -0.8820149 -0.9068629 2.769018
10 2 -0.3611619 -1.026049 3.195894
11 2 0.1732225 -1.015274 3.3696
12 2 0.3071533 0.1249487 4.009335
13 2 0.3994522 1.081068 4.47665
14 2 0.5528078 1.414429 5.345691
15 2 0.09218244 1.941889 5.149606
1 3 -3.786437 -0.6791278 -0.4373248
2 3 -3.428735 -0.3452424 -0.3756387
3 3 -3.115885 -0.1529199 -0.2887606
4 3 -2.980742 -0.3790882 -0.4383103
5 3 -2.852211 -1.429059 -0.6125766
6 3 -2.177132 -0.7720406 -0.1946996
7 3 -1.285289 0.648736 0.2158446
8 3 -1.180697 -0.4582332 1.991202
9 3 -0.875477 -0.8090674 2.774495
10 3 -0.2012181 -0.7805741 3.233553
11 3 0.3480718 -0.866583 3.631906
12 3 0.480464 0.2742578 4.231368
13 3 1.09352 0.6317933 4.187351
14 3 0.8282132 1.549027 5.604604
15 3 0.1826657 2.181383 5.604726
1 4 -3.875693 -0.7092222 -0.5138819
2 4 -3.602714 -0.5400082 -0.4523389
3 4 -3.18562 -0.1376773 -0.2512178
4 4 -3.054598 -0.1254079 -0.5013145
5 4 -2.833239 -1.010116 -0.5538179
6 4 -2.30178 -0.5743619 -0.3610615
7 4 -0.6754581 1.456625 -0.2227666
8 4 -0.9550336 -0.2677459 2.044058
9 4 -0.7739309 -0.6795353 2.947694
10 4 -0.09371876 -0.6503072 3.329011
11 4 0.5174823 -0.4101796 3.934926
12 4 0.669593 0.2977371 4.305542
13 4 1.519222 0.4908759 4.13494
14 4 0.9187897 1.73618 5.903638
15 4 0.1813921 2.431037 6.264437
1 5 -3.948131 -0.7151257 -0.6097055
2 5 -3.722918 -0.5743488 -0.4870004
3 5 -3.28677 -0.1309053 -0.298435
4 5 -3.152081 0.08666825 -0.5014599
5 5 -2.878297 -0.5619578 -0.4871066
6 5 -2.373735 -0.3649949 -0.3472177
7 5 -0.453163 1.655275 -0.1380257
8 5 -0.7073857 -0.1573025 2.429444
9 5 -0.4427395 -0.6782125 3.347054
10 5 0.0584579 -0.04585902 3.621272
11 5 0.7646257 -0.07847086 4.229906
12 5 0.915072 0.4010372 4.418748
13 5 1.846539 0.4545976 4.233112
14 5 1.262263 1.569864 5.902971
15 5 0.2861165 2.631287 6.638569
1 6 -3.986803 -0.7310743 -0.6846955
2 6 -3.849781 -0.6212405 -0.5099519
3 6 -3.406238 -0.09661679 -0.3336999
4 6 -3.324876 -0.02237111 -0.3048666
5 6 -2.875348 -0.1910414 -0.3292563
6 6 -2.50229 -0.279324 -0.2937004
7 6 -1.183362 0.4467825 0.1827101
8 6 -0.585132 -0.5737945 2.663821
9 6 0.140763 -0.4834476 3.63785
10 6 0.5035225 0.308881 4.078677
11 6 0.8372456 0.5399583 4.389865
12 6 1.1489 0.6878888 4.876173
13 6 2.157455 0.507469 4.41431
14 6 1.2994 2.467921 6.460536
15 6 0.3321231 2.742342 6.882576
1 7 -4.096108 -0.9766126 -0.8148362
2 7 -3.897998 -0.5889214 -0.4993706
3 7 -3.327347 -0.2220981 -0.1412878
4 7 -3.553853 -0.02169238 -0.09276073
5 7 -3.103504 -0.2510025 -0.3312043
6 7 -2.653975 -0.289102 -0.2962129
7 7 -1.713749 -0.2872276 -0.02861502
8 7 -0.6524237 -0.5928225 2.111825
9 7 0.5980117 -0.5630336 4.050549
10 7 0.9624091 0.2541073 4.387482
11 7 0.8950017 1.420727 4.358353
12 7 1.377168 0.6751863 4.760268
13 7 2.325854 0.6904813 4.450301
14 7 3.257339 1.987322 5.565707
15 7 0.47444 2.661229 7.24094
