lat prs camp flt x yday
5 350 21 1 -0.163575 210
15 350 21 1 -0.05945458 210
25 350 21 1 0.01833189 210
35 350 21 1 -0.1817458 210
5 450 21 1 0.01558283 210
15 450 21 1 -0.1699243 210
25 450 21 1 0.09072914 210
5 550 21 1 0.007572105 210
15 550 21 1 -0.4098523 210
25 550 21 1 -0.1477421 210
5 650 21 1 -0.1980769 210
15 650 21 1 -0.436163 210
25 650 21 1 -0.9254759 210
5 750 21 1 -0.2064485 210
15 750 21 1 -0.5182619 210
5 850 21 1 -0.7427448 210
15 850 21 1 -0.5315634 210
25 850 21 1 -0.3495409 210
5 950 21 1 -1.145145 210
15 950 21 1 -0.8436789 210
25 950 21 1 -1.227296 210
5 350 22 1 -1.442788 25
15 350 22 1 -1.158056 25.64151
25 350 22 1 -0.5075599 25.73333
35 350 22 1 -0.3052639 25.14894
5 450 22 1 -1.322624 25
15 450 22 1 -1.294328 25.5
25 450 22 1 -0.7849096 26
35 450 22 1 0.8262036 26
5 550 22 1 -1.34924 25
15 550 22 1 -1.171975 25.51852
25 550 22 1 -0.09486053 26
35 550 22 1 2.617662 26
5 650 22 1 -0.9445521 25
15 650 22 1 -0.721162 25.5
25 650 22 1 1.052004 26
35 650 22 1 3.18099 26
5 750 22 1 -0.80961 25
15 750 22 1 0.422393 25.71429
25 750 22 1 2.023466 26
35 750 22 1 4.071242 26
5 850 22 1 -0.3652162 25
15 850 22 1 2.074695 26
25 850 22 1 3.043848 26
35 850 22 1 5.551122 26
5 950 22 1 -0.267468 25
15 950 22 1 2.532682 26
25 950 22 1 4.431126 26
-5 350 23 1 -2.85679 270
5 350 23 1 -3.127267 270
15 350 23 1 -3.519592 270
25 350 23 1 -3.481389 270
35 350 23 1 -3.863952 270.2581
-5 450 23 1 -3.01839 270
5 450 23 1 -3.196762 270
15 450 23 1 -3.738519 270
25 450 23 1 -3.648394 270
35 450 23 1 -3.703631 270.4923
-5 550 23 1 -3.102714 270
5 550 23 1 -3.459458 270
15 550 23 1 -3.956848 270
25 550 23 1 -3.750915 270
35 550 23 1 -4.338877 270.4688
5 650 23 1 -3.797077 270
15 650 23 1 -3.94961 270
25 650 23 1 -4.072016 270
35 650 23 1 -5.500008 270.4324
5 750 23 1 -4.126125 270
15 750 23 1 -3.175512 270
25 750 23 1 -4.284282 270
35 750 23 1 -5.53765 270.6154
5 850 23 1 -3.780182 270
15 850 23 1 -3.965839 270
25 850 23 1 -5.382917 270
35 850 23 1 -5.139183 270.66
5 950 23 1 -3.549712 270
15 950 23 1 -5.758234 270
25 950 23 1 -6.044676 270
35 950 23 1 -4.888754 270.9
5 350 24 1 0.2227346 113
15 350 24 1 0.8132809 113
25 350 24 1 0.5688397 113
35 350 24 1 1.285922 113
5 450 24 1 0.1259043 113
15 450 24 1 0.8832144 113
25 450 24 1 0.9088538 113
35 450 24 1 1.908349 113
5 550 24 1 -0.07835431 113
15 550 24 1 0.9487464 113
25 550 24 1 1.395696 113
35 550 24 1 2.32088 113.3462
5 650 24 1 0.4087856 113
15 650 24 1 1.633269 113
25 650 24 1 1.686383 113
35 650 24 1 2.478111 113.4667
5 750 24 1 0.3387816 113
15 750 24 1 2.57144 113
25 750 24 1 2.176753 113
5 850 24 1 -0.5210121 113
15 850 24 1 3.051665 113
25 850 24 1 1.249284 113
5 950 24 1 -0.4168624 113
15 950 24 1 4.239918 113
25 950 24 1 5.177562 113
35 350 21 2 -0.397492 213
45 350 21 2 -0.7321025 213
65 350 21 2 -5.206115 213.1282
75 350 21 2 -6.292474 213
65 450 21 2 -6.513825 213.7614
75 450 21 2 -7.801435 213
65 550 21 2 -7.865652 213
75 550 21 2 -8.517994 213
65 650 21 2 -10.44639 213
75 650 21 2 -9.373285 213
75 750 21 2 -9.782664 213
75 850 21 2 -8.921696 213
75 950 21 2 -8.60215 213
35 350 22 2 -0.316009 28
45 350 22 2 0.8182298 28
55 350 22 2 2.08566 28
65 350 22 2 2.081991 29
75 350 22 2 1.781817 29
35 450 22 2 -0.1352104 28
45 450 22 2 1.925443 28
55 450 22 2 3.148044 28
65 450 22 2 3.039972 29
75 450 22 2 3.114885 29
35 550 22 2 0.06983227 28
45 550 22 2 2.249002 28
55 550 22 2 3.880568 28
65 550 22 2 3.514987 29
75 550 22 2 3.506066 29
35 650 22 2 0.4859819 28
45 650 22 2 2.860471 28
55 650 22 2 4.042683 28
65 650 22 2 3.775873 29
75 650 22 2 3.5583 29
35 750 22 2 1.323819 28
45 750 22 2 3.376707 28
55 750 22 2 4.099081 28
65 750 22 2 4.184762 29
75 750 22 2 3.952558 29
35 850 22 2 4.630369 28
45 850 22 2 3.602463 28
55 850 22 2 3.856363 28
65 850 22 2 4.441755 29
75 850 22 2 4.49466 29
35 950 22 2 11.29877 28
45 950 22 2 3.328155 28
55 950 22 2 3.926677 28
65 950 22 2 5.157789 29
75 950 22 2 5.298683 29
35 350 23 2 -3.38978 273
45 350 23 2 -3.122447 273
55 350 23 2 -4.899966 273
65 350 23 2 -4.811229 274
75 350 23 2 -4.285049 273.5581
35 450 23 2 -3.138957 273
45 450 23 2 -3.072535 273
55 450 23 2 -4.748073 273
65 450 23 2 -4.472797 274
75 450 23 2 -4.576415 273.5455
35 550 23 2 -3.108043 273
45 550 23 2 -3.255659 273
55 550 23 2 -4.833886 273
65 550 23 2 -4.084275 274
75 550 23 2 -4.501009 273.8421
35 650 23 2 -3.397729 273
45 650 23 2 -3.39493 273
55 650 23 2 -4.87774 273
65 650 23 2 -4.393819 274
75 650 23 2 -4.281217 274
35 750 23 2 -5.500921 273
45 750 23 2 -3.515439 273
55 750 23 2 -5.156148 273
65 750 23 2 -4.760005 274
75 750 23 2 -4.227092 274
35 850 23 2 -5.971213 273
45 850 23 2 -4.809229 273
55 850 23 2 -5.548857 273
75 850 23 2 -4.585736 274
