lat camp flt x yday
5 21 1 -0.3475479 210
15 21 1 -0.4241283 210
25 21 1 -0.4234989 210
35 21 1 NA 210
5 22 1 -0.9287854 25
15 22 1 0.09774984 25.69633
25 22 1 1.309016 25.9619
35 22 1 2.656993 25.85816
-5 23 1 NA 270
5 23 1 -3.576655 270
15 23 1 -4.009165 270
25 23 1 -4.380656 270
35 23 1 -4.710294 270.5467
5 24 1 0.01142533 113
15 24 1 2.020219 113
25 24 1 1.880482 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -8.470243 213
35 22 2 2.47965 28
45 22 2 2.594353 28
55 22 2 3.577011 28
65 22 2 3.742447 29
75 22 2 3.672424 29
35 23 2 -4.3288 273
45 23 2 -3.817733 273
55 23 2 -5.150626 273
65 23 2 -4.504425 274
75 23 2 -4.530875 273.8494
35 24 2 4.208917 116
45 24 2 4.38451 116
55 24 2 5.716635 116
65 24 2 6.203623 117
75 24 2 6.68547 116.4878
25 21 3 -0.765976 216
35 21 3 -1.893178 215.4057
45 21 3 -2.622963 215
55 21 3 -3.192362 215
65 21 3 -6.478999 215
15 22 3 NA 32
25 22 3 1.473802 32
35 22 3 3.221083 32
45 22 3 3.539496 31
55 22 3 3.930123 31
65 22 3 3.276133 31
25 23 3 -3.962267 276.5235
35 23 3 -3.864829 276
45 23 3 -3.411046 276
55 23 3 -3.879198 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 4.047109 118.7636
35 24 3 5.423089 118
45 24 3 3.317284 118
55 24 3 3.182129 118
65 24 3 NA 118
-15 21 4 -1.051072 219
-5 21 4 -0.87699 218.5256
5 21 4 -0.8061263 218
15 21 4 -1.089144 218
-15 22 4 -1.189053 34
-5 22 4 -1.018545 33.82339
5 22 4 -0.4152672 33
15 22 4 0.4180421 33
-15 23 4 -3.083137 279
-5 23 4 -3.16712 279
5 23 4 -3.395247 278.4583
15 23 4 -3.828386 278
-15 24 4 -2.205861 121
-5 24 4 -1.085504 120.7323
5 24 4 0.0333697 120
15 24 4 1.75132 120
-45 21 5 -2.789176 220.8525
-35 21 5 -2.73083 220
-25 21 5 NA 220
-15 21 5 -1.188601 220
-55 22 5 -4.699241 36
-45 22 5 -3.555156 35.98084
-35 22 5 -3.332086 35
-25 22 5 -1.922064 35
-15 22 5 -1.178095 35
-55 23 5 -2.685451 281
-45 23 5 -2.924537 280.9263
-35 23 5 -2.892108 280
-25 23 5 -2.79861 280
-15 23 5 -2.989687 280
-45 24 5 -3.314096 123
-35 24 5 -3.147657 122.4536
-25 24 5 -3.177892 122
-15 24 5 -2.809962 122
-65 21 6 -3.400438 225
-55 21 6 -3.232284 224.8609
-45 21 6 -3.145451 224
-65 22 6 -5.137614 40.63423
-55 22 6 -4.680122 40.48457
-45 22 6 NA 40
-65 23 6 -3.283867 283.4625
-55 23 6 -3.253873 283.4305
-45 23 6 -2.923488 283
-65 24 6 -4.273903 126
-55 24 6 -3.877132 125.5208
-45 24 6 -4.196785 125
-55 21 7 -3.074584 227
-45 21 7 -3.068123 227
-35 21 7 -2.595539 227
-25 21 7 -2.010343 227
-15 21 7 -1.421961 227
-5 21 7 NA 227
-55 22 7 -4.742318 43
-45 22 7 -3.893372 43
-35 22 7 -3.130995 43
-25 22 7 -3.00428 43
-15 22 7 -3.439899 43
-5 22 7 0.1830244 43
-65 23 7 -3.407168 286
-55 23 7 -3.38279 286
-65 24 7 -4.390541 128
-55 24 7 -4.077947 128
-5 21 8 -0.8302563 229
5 21 8 -2.056851 229
15 21 8 -3.147735 229
25 21 8 -3.482052 229
35 21 8 -2.985835 229
-5 22 8 1.147994 45
5 22 8 2.42267 45
15 22 8 0.5207967 45
25 22 8 0.963692 45
35 22 8 1.172211 45
-55 23 8 NA 289
-45 23 8 -3.146143 289
-35 23 8 -2.992227 289
-25 23 8 -2.683127 289
-15 23 8 -2.186127 289
-5 23 8 0.5266329 289
-55 24 8 -4.308295 131
-45 24 8 -4.144526 131
-35 24 8 -3.952004 131
-25 24 8 -2.827915 131
-15 24 8 -2.425353 131
-5 24 8 -1.199316 131
35 21 9 NA 232
45 21 9 -4.910395 232
55 21 9 NA 232
65 21 9 -9.301572 232
75 21 9 -9.35467 232
35 22 9 1.496949 48
45 22 9 1.239625 48
55 22 9 1.94727 48
65 22 9 4.34372 48
75 22 9 3.813923 48
-5 23 9 -1.122807 291
5 23 9 -4.164573 291
15 23 9 -3.7541 291
-5 24 9 -1.384038 133
5 24 9 0.0156686 133
15 24 9 1.929894 133
25 24 9 2.043427 133
35 24 9 2.374999 133
65 22 10 4.895809 49
75 22 10 4.771008 49
5 23 10 -5.046305 292
15 23 10 -3.62652 292
25 23 10 -2.979801 292
35 23 10 -3.12825 292
35 24 10 2.918207 136
45 24 10 3.575704 136
55 24 10 3.3453 136
65 24 10 4.981615 136
35 22 11 2.375801 51
45 22 11 3.837377 51
55 22 11 4.434688 51
65 22 11 4.294704 51
35 23 11 -2.847679 295
45 23 11 -2.836954 295
55 23 11 -3.084157 295
65 23 11 -2.384481 295
45 24 11 3.826934 137
65 24 11 5.359876 137
45 23 12 -2.498125 297
55 23 12 -0.5457853 297
65 23 12 -2.916443 297
75 23 12 -2.778027 297
45 24 12 2.74515 138
55 24 12 NA 138
65 24 12 5.528149 138.286
75 24 12 5.021356 138
35 23 13 -2.667886 299.0926
45 23 13 -2.806358 299
55 23 13 -2.552064 299
65 23 13 -2.52682 299
35 24 13 3.514613 140
45 24 13 3.894376 140
55 24 13 4.988676 140
65 24 13 4.653228 140
