lat prs annmn cos sin
1 1 -3.079254 -0.401978 -0.3743665
2 1 -2.765269 -0.3417805 -0.4010371
3 1 -2.592214 -0.2013868 -0.4609427
4 1 -2.274429 -0.6929467 -0.2558583
5 1 -2.073531 -0.8375867 -0.08800058
6 1 -1.608993 -0.4362446 0.2617927
7 1 -1.385284 -0.09845029 0.7146728
8 1 -1.030035 -0.2863949 1.264611
9 1 -0.7987979 -0.5286389 1.991516
10 1 -0.4762988 -0.6259148 2.380732
11 1 -0.1116336 -0.9358572 2.937843
12 1 0.3367556 -0.5704924 3.44699
13 1 0.1684602 0.2736973 3.954191
14 1 0.01439017 0.5912868 4.706088
15 1 -0.8131511 1.124823 4.78092
1 2 -3.319326 -0.4366222 -0.4208344
2 2 -3.068998 -0.3933747 -0.3936696
3 2 -2.71397 -0.1164865 -0.4545233
4 2 -2.364434 -0.413815 -0.3285389
5 2 -2.396295 -1.035002 -0.4722316
6 2 -1.897695 -0.7806975 0.01783051
7 2 -1.237126 0.3856292 0.3940959
8 2 -1.011387 -0.09363473 1.413414
9 2 -0.734518 -0.7397296 2.255298
10 2 -0.3298715 -0.8696706 2.659866
11 2 0.07274405 -0.8017443 3.331263
12 2 0.5313005 -0.1707356 3.77721
13 2 0.4967231 0.3936917 4.308371
14 2 0.1875713 0.9387911 5.471305
15 2 -0.3432615 1.303306 5.495535
1 3 -3.486425 -0.5733973 -0.4512442
2 3 -3.213754 -0.4108243 -0.4217813
3 3 -2.810798 -0.07505353 -0.4276994
4 3 -2.548955 -0.1493064 -0.4025951
5 3 -2.383158 -0.7180058 -0.39119
6 3 -1.984263 -0.7513036 -0.1927278
7 3 -0.8307435 1.100866 0.06617713
8 3 -0.9294068 0.08267915 1.636886
9 3 -0.7145845 -0.5817403 2.274191
10 3 -0.18708 -0.6006392 2.842052
11 3 0.2435055 -0.5493126 3.669632
12 3 0.6492012 0.01231815 4.149654
13 3 1.014594 -0.03309659 4.247909
14 3 0.259498 1.203716 6.047818
15 3 -0.2257733 1.332884 6.009329
1 4 -3.611528 -0.7097662 -0.455237
2 4 -3.392828 -0.5611126 -0.4479043
3 4 -2.951461 -0.09169615 -0.3950956
4 4 -2.737163 0.07444501 -0.4442424
5 4 -2.210333 -0.1974262 -0.3735657
6 4 -1.746859 0.0589811 -0.3496938
7 4 -0.4136629 1.583393 -0.06977804
8 4 -0.6007019 0.3114674 1.803542
9 4 -0.7249133 -0.3850106 2.3456
10 4 0.05507335 -0.343913 3.130845
11 4 0.2774194 -0.07801111 4.239528
12 4 0.7680432 0.04040489 4.49929
13 4 1.354515 0.03993196 4.319757
14 4 0.2222125 1.543515 6.49028
15 4 -0.1848749 1.678403 6.681528
1 5 -3.746793 -0.7967059 -0.4955611
2 5 -3.565431 -0.7216292 -0.4554377
3 5 -3.122598 -0.1591278 -0.3571072
4 5 -2.933648 0.1732046 -0.3295159
5 5 -2.240347 0.08379075 -0.4940641
6 5 -1.737258 0.3058162 -0.3817627
7 5 -0.1419 1.172236 -0.1614339
8 5 -0.4638238 0.1760236 2.051508
9 5 -0.5977166 -0.3816063 2.723431
10 5 0.1780359 0.1160524 3.522301
11 5 0.5400948 -0.1071638 4.546094
12 5 0.9456145 0.1189895 4.834786
13 5 1.702632 0.1478933 4.200636
14 5 0.5224803 1.599585 6.460646
15 5 -0.2002432 2.234111 7.08896
1 6 -3.860189 -0.8498672 -0.5246984
2 6 -3.729071 -0.8300458 -0.4362196
3 6 -3.279018 -0.1903682 -0.2594682
4 6 -3.114504 0.2084578 -0.1874308
5 6 -2.409804 0.372969 -0.2606949
6 6 -2.060184 0.1289804 -0.2028506
7 6 -0.4955511 0.128859 0.3120315
8 6 -0.2727096 -0.01881376 2.050786
9 6 -0.226157 0.07598876 3.189619
10 6 0.3465535 0.1182975 4.104115
11 6 0.5762567 0.3053332 4.675917
12 6 0.8299429 0.3784749 5.381692
13 6 1.932118 0.3031177 4.305199
14 6 0.2657298 2.797792 7.001806
15 6 -0.1191621 3.015452 7.385033
1 7 -3.968549 -0.9463585 -0.5758062
2 7 -3.817687 -0.844945 -0.3780496
3 7 -3.604554 -0.5312549 -0.3206293
4 7 -3.439455 -0.06001196 -0.06515712
5 7 -2.698842 0.2411188 -0.1047158
6 7 -2.268536 -0.2160035 -0.236502
7 7 -1.315868 -0.2245958 0.2507963
8 7 -0.1092474 -0.4852224 2.069715
9 7 0.260929 -0.1677481 3.764981
10 7 0.6437027 0.1018185 4.952521
11 7 0.5937729 0.5479712 4.653104
12 7 0.9651133 0.4251941 5.178244
13 7 2.129483 0.7818983 4.303767
14 7 2.340063 0.2989538 4.962912
15 7 0.1376297 3.59129 7.838765
