lat camp flt x yday
5 21 1 -0.5175614 210
15 21 1 -0.4269826 210
25 21 1 -0.2072583 210
35 21 1 NA 210
5 22 1 -0.771722 25
15 22 1 0.1976007 25.69633
25 22 1 1.619677 25.9619
35 22 1 2.586464 25.85816
-5 23 1 NA 270
5 23 1 -2.235605 270
15 23 1 -3.596006 270
25 23 1 -3.618985 270
35 23 1 -3.34123 270.5467
5 24 1 0.8147242 113
15 24 1 2.145302 113
25 24 1 2.614211 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -8.526062 213
35 22 2 1.097358 28
45 22 2 3.154945 28
55 22 2 4.081651 28
65 22 2 4.162504 29
75 22 2 4.644054 29
35 23 2 -3.549768 273
45 23 2 -3.489945 273
55 23 2 -3.702485 273
65 23 2 -3.368408 274
75 23 2 -3.125623 273.8494
35 24 2 4.618622 116
45 24 2 5.152784 116
55 24 2 5.95968 116
65 24 2 6.48124 117
75 24 2 6.984162 116.4878
25 21 3 -0.6557979 216
35 21 3 -1.909954 215.4057
45 21 3 -2.454729 215
55 21 3 -3.540685 215
65 21 3 -7.169966 215
15 22 3 NA 32
25 22 3 1.945596 32
35 22 3 3.703666 32
45 22 3 4.09844 31
55 22 3 4.863774 31
65 22 3 3.790565 31
25 23 3 -3.50142 276.5235
35 23 3 -2.8836 276
45 23 3 -2.882812 276
55 23 3 -2.276464 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 4.593455 118.7636
35 24 3 5.468642 118
45 24 3 4.457358 118
55 24 3 4.634367 118
65 24 3 NA 118
-15 21 4 -0.8974331 219
-5 21 4 -0.7425039 218.5256
5 21 4 -0.6640333 218
15 21 4 -0.9238244 218
-15 22 4 -1.00049 34
-5 22 4 -0.8448163 33.82339
5 22 4 -0.09164798 33
15 22 4 0.6268859 33
-15 23 4 -2.582404 279
-5 23 4 -2.4128 279
5 23 4 -2.638993 278.4583
15 23 4 -3.489864 278
-15 24 4 -1.757514 121
-5 24 4 -0.8593901 120.7323
5 24 4 -0.115313 120
15 24 4 1.678164 120
-45 21 5 -2.341483 220.8525
-35 21 5 -2.41947 220
-25 21 5 NA 220
-15 21 5 -1.026709 220
-55 22 5 -4.216683 36
-45 22 5 -3.322051 35.98084
-35 22 5 -3.085558 35
-25 22 5 -1.833962 35
-15 22 5 -1.471467 35
-55 23 5 -2.653703 281
-45 23 5 -2.764955 280.9263
-35 23 5 -2.630556 280
-25 23 5 -2.31795 280
-15 23 5 -2.303791 280
-45 24 5 -3.196005 123
-35 24 5 -3.137087 122.4536
-25 24 5 -2.994409 122
-15 24 5 -2.613465 122
-65 21 6 -2.945764 225
-55 21 6 -2.768988 224.8609
-45 21 6 -2.752192 224
-65 22 6 -4.548735 40.63423
-55 22 6 -4.104186 40.48457
-45 22 6 NA 40
-65 23 6 -3.298251 283.4625
-55 23 6 -3.180507 283.4305
-45 23 6 -2.958175 283
-65 24 6 -3.792192 126
-55 24 6 -3.498706 125.5208
-45 24 6 -3.736532 125
-55 21 7 -2.698394 227
-45 21 7 -2.696765 227
-35 21 7 -1.954382 227
-25 21 7 -1.60151 227
-15 21 7 -1.073004 227
-5 21 7 NA 227
-55 22 7 -3.670082 43
-45 22 7 -3.385269 43
-35 22 7 -2.912093 43
-25 22 7 -3.150951 43
-15 22 7 -2.99847 43
-5 22 7 -0.1741905 43
-65 23 7 -3.32771 286
-55 23 7 -3.284661 286
-65 24 7 -3.949106 128
-55 24 7 -3.6293 128
-5 21 8 -0.5357754 229
5 21 8 -1.93112 229
15 21 8 -3.510559 229
25 21 8 -3.417093 229
35 21 8 -3.146758 229
-5 22 8 0.3848568 45
5 22 8 2.08711 45
15 22 8 1.095548 45
25 22 8 1.448402 45
35 22 8 1.833987 45
-55 23 8 NA 289
-45 23 8 -2.865413 289
-35 23 8 -2.606216 289
-25 23 8 -2.490153 289
-15 23 8 -2.309681 289
-5 23 8 -0.6872128 289
-55 24 8 -3.837411 131
-45 24 8 -3.47289 131
-35 24 8 -2.74902 131
-25 24 8 -2.445747 131
-15 24 8 -2.357355 131
-5 24 8 -1.216902 131
35 21 9 NA 232
45 21 9 -4.773992 232
55 21 9 NA 232
65 21 9 -7.196554 232
75 21 9 -8.470946 232
35 22 9 2.15707 48
45 22 9 1.754843 48
55 22 9 3.001984 48
65 22 9 4.254964 48
75 22 9 4.262383 48
-5 23 9 -1.512282 291
5 23 9 -3.511729 291
15 23 9 -3.620887 291
-5 24 9 -1.380612 133
5 24 9 1.529667 133
15 24 9 3.079329 133
25 24 9 2.934448 133
35 24 9 3.504276 133
65 22 10 4.403594 49
75 22 10 4.880155 49
5 23 10 -4.059349 292
