lat prs annmn cos sin
1 1 -3.275536 -0.3828626 -0.4205443
2 1 -2.999956 -0.1900741 -0.4314199
3 1 -2.809523 -0.04208807 -0.4074754
4 1 -2.492748 -0.4254258 -0.3776991
5 1 -2.05389 -0.63974 -0.3770108
6 1 -1.697802 -0.3846215 -0.05263869
7 1 -1.544946 -0.7729037 0.76535
8 1 -1.250329 -0.6944318 1.537315
9 1 -0.9326944 -0.9552795 2.523628
10 1 -0.2777465 -0.7903844 3.033494
11 1 0.1758756 -0.8938358 3.308608
12 1 0.4935846 -0.3645705 3.730787
13 1 0.3010669 0.7449763 4.290641
14 1 0.1234995 1.298633 4.71812
15 1 -0.7066298 1.446943 4.846041
1 2 -3.524301 -0.6710709 -0.5122873
2 2 -3.201816 -0.3815639 -0.4776581
3 2 -2.804579 -0.08232101 -0.3677457
4 2 -2.67575 -0.3921249 -0.4427382
5 2 -2.347785 -1.042005 -0.594649
6 2 -1.990281 -0.6035448 -0.334049
7 2 -1.391732 -0.3366675 0.3199457
8 2 -1.205393 -0.7838576 1.713134
9 2 -0.9423681 -1.210844 2.594727
10 2 -0.1605836 -1.078572 3.038515
11 2 0.4864591 -0.8246696 3.602225
12 2 0.6360907 0.04721427 4.031035
13 2 0.7529179 1.005558 4.500493
14 2 0.6080753 1.542185 5.314624
15 2 0.06479717 2.087849 5.723275
1 3 -3.700516 -0.8400569 -0.5483275
2 3 -3.302143 -0.4733079 -0.5250319
3 3 -2.86982 -0.1272573 -0.3268242
4 3 -2.716661 -0.3260608 -0.3742601
5 3 -2.479308 -0.7759287 -0.4541438
6 3 -2.012046 -0.5456188 -0.2486847
7 3 -1.152898 0.2117078 -0.04401474
8 3 -1.063404 -0.7815986 1.786737
9 3 -0.8753104 -1.116214 2.6195
10 3 -0.01139295 -0.7275988 3.129575
11 3 0.6454084 -0.602869 3.832663
12 3 0.7578612 0.1419189 4.247759
13 3 1.197252 0.7472707 4.378429
14 3 0.6830755 1.767181 5.853739
15 3 0.2546199 2.257542 5.930017
1 4 -3.865152 -0.9273185 -0.5909296
2 4 -3.450408 -0.6600692 -0.5643529
3 4 -2.977836 -0.1491042 -0.3285474
4 4 -2.695147 -0.3261165 -0.2811045
5 4 -2.45886 -0.5201933 -0.431295
6 4 -2.025695 -0.3503085 -0.2445337
7 4 -0.8498634 0.8761397 -0.2871494
8 4 -0.9162597 -0.6107341 1.763841
9 4 -0.6966604 -0.85307 2.73124
10 4 0.1249977 -0.4680546 3.271964
11 4 0.7305898 -0.2399483 4.077186
12 4 0.9379105 0.102009 4.422576
13 4 1.424567 0.8152233 4.44229
14 4 0.8533101 1.895339 6.097854
15 4 0.4497836 2.395595 6.181769
1 5 -4.017868 -1.008874 -0.6699355
2 5 -3.617811 -0.7915089 -0.6071937
3 5 -3.168571 -0.2825724 -0.3860334
4 5 -2.752702 -0.3678804 -0.2051541
5 5 -2.511644 -0.3047177 -0.4747082
6 5 -2.173125 -0.217058 -0.2706128
7 5 -0.7323428 0.9759652 -0.302096
8 5 -0.8044347 -0.6869753 2.047559
9 5 -0.317432 -0.5665472 3.159724
10 5 0.3076101 0.1858863 3.626539
11 5 1.032909 -0.02002876 4.368537
12 5 1.1904 0.2576725 4.599793
13 5 1.734062 0.8123986 4.552893
14 5 1.261251 1.467436 5.966436
15 5 0.475641 2.450125 6.403543
1 6 -4.242241 -1.292543 -0.7946065
2 6 -3.811294 -0.920298 -0.6100424
3 6 -3.327283 -0.3030904 -0.3560167
4 6 -2.899431 -0.4951435 -0.1449037
5 6 -2.523998 -0.1672096 -0.4348502
6 6 -2.289356 -0.1548928 -0.2537882
7 6 -1.229153 0.002207946 0.05647981
8 6 -0.7326179 -0.7699423 2.051734
9 6 0.06369723 -0.2352119 3.56798
10 6 0.5711021 0.4073382 4.097001
11 6 1.064741 0.7951189 4.412608
12 6 1.530156 0.535748 4.800385
13 6 2.04272 0.9287352 4.557003
14 6 1.216467 2.160286 6.400673
15 6 0.4856262 2.691567 6.517563
1 7 -4.797686 -2.043378 -1.156769
2 7 -3.95036 -0.8848309 -0.5596814
3 7 -3.237647 -0.3190408 -0.06551667
4 7 -2.979038 -0.7297553 -0.09418524
5 7 -2.700933 -0.4152825 -0.4634628
6 7 -2.493182 -0.3124344 -0.3060157
7 7 -1.707417 -0.4227878 0.1342433
8 7 -0.7905058 -0.9026862 1.81705
9 7 0.4136647 -0.07400657 3.886595
10 7 0.7324671 0.7873061 4.727466
11 7 1.128985 1.259848 4.283643
12 7 1.888931 0.8237979 4.491955
13 7 2.348043 0.9767095 4.574711
14 7 2.947118 0.476952 5.184996
15 7 0.6672522 3.032687 7.00386
