lat camp flt x yday
5 21 1 -0.8913774 210
15 21 1 -0.7755633 210
25 21 1 -0.8008809 210
35 21 1 NA 210
5 22 1 -0.744994 25
15 22 1 0.1051464 25.69633
25 22 1 1.427554 25.9619
35 22 1 2.464825 25.85816
-5 23 1 NA 270
5 23 1 -2.806388 270
15 23 1 -3.882103 270
25 23 1 -3.75987 270
35 23 1 -3.700198 270.5467
5 24 1 0.9837973 113
15 24 1 2.349174 113
25 24 1 2.527852 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -9.741657 213
35 22 2 1.608419 28
45 22 2 2.563698 28
55 22 2 3.892091 28
65 22 2 4.648156 29
75 22 2 4.29624 29
35 23 2 -3.998887 273
45 23 2 -3.837405 273
55 23 2 -4.314848 273
65 23 2 -3.708195 274
75 23 2 -4.039527 273.8494
35 24 2 3.830412 116
45 24 2 4.357904 116
55 24 2 5.84281 116
65 24 2 6.523503 117
75 24 2 6.526112 116.4878
25 21 3 -1.784793 216
35 21 3 -3.292506 215.4057
45 21 3 -4.35319 215
55 21 3 -4.651553 215
65 21 3 -9.799249 215
15 22 3 NA 32
25 22 3 1.721765 32
35 22 3 2.931264 32
45 22 3 3.523568 31
55 22 3 3.866217 31
65 22 3 4.280949 31
25 23 3 -3.904779 276.5235
35 23 3 -3.380718 276
45 23 3 -3.142014 276
55 23 3 -2.855501 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 3.983537 118.7636
35 24 3 4.733177 118
45 24 3 4.035589 118
55 24 3 4.048682 118
65 24 3 NA 118
-15 21 4 -1.542584 219
-5 21 4 -1.246752 218.5256
5 21 4 -1.021114 218
15 21 4 -1.320375 218
-15 22 4 -1.670439 34
-5 22 4 -1.293109 33.82339
5 22 4 -0.1862964 33
15 22 4 0.5151626 33
-15 23 4 -2.783572 279
-5 23 4 -2.862764 279
5 23 4 -3.167121 278.4583
15 23 4 -3.836213 278
-15 24 4 -2.296743 121
-5 24 4 -1.631867 120.7323
5 24 4 -0.5061957 120
15 24 4 1.664748 120
-45 21 5 -2.800318 220.8525
-35 21 5 -2.813023 220
-25 21 5 NA 220
-15 21 5 -1.549135 220
-55 22 5 -4.20511 36
-45 22 5 -3.173683 35.98084
-35 22 5 -3.448632 35
-25 22 5 -2.952821 35
-15 22 5 -2.286775 35
-55 23 5 -2.835475 281
-45 23 5 -3.034269 280.9263
-35 23 5 -2.744831 280
-25 23 5 -2.42537 280
-15 23 5 -2.421702 280
-45 24 5 -3.116175 123
-35 24 5 -3.157511 122.4536
-25 24 5 -3.199628 122
-15 24 5 -2.849324 122
-65 21 6 -3.05198 225
-55 21 6 -3.017668 224.8609
-45 21 6 -2.872652 224
-65 22 6 -4.561178 40.63423
-55 22 6 -4.169434 40.48457
-45 22 6 NA 40
-65 23 6 -3.377984 283.4625
-55 23 6 -3.294887 283.4305
-45 23 6 -3.002871 283
-65 24 6 -3.689835 126
-55 24 6 -3.6052 125.5208
-45 24 6 -3.707926 125
-55 21 7 -3.016524 227
-45 21 7 -2.999986 227
-35 21 7 -2.525963 227
-25 21 7 -2.276783 227
-15 21 7 -1.449255 227
-5 21 7 NA 227
-55 22 7 -3.725302 43
-45 22 7 -3.595094 43
-35 22 7 -2.977311 43
-25 22 7 -4.439041 43
-15 22 7 -3.920948 43
-5 22 7 -2.369626 43
-65 23 7 -3.346645 286
-55 23 7 -3.337593 286
