lat prs camp flt x yday
5 350 21 1 -0.2169188 210
15 350 21 1 -0.1008785 210
25 350 21 1 0.208946 210
35 350 21 1 -0.006574343 210
5 450 21 1 -0.174601 210
15 450 21 1 -0.04573283 210
25 450 21 1 0.2847729 210
5 550 21 1 -0.1992779 210
15 550 21 1 -0.09829444 210
25 550 21 1 0.3026451 210
5 650 21 1 -0.4417731 210
15 650 21 1 -0.1319286 210
25 650 21 1 0.2624361 210
5 750 21 1 -0.5261914 210
15 750 21 1 -0.1750073 210
5 850 21 1 -0.65564 210
15 850 21 1 -0.286909 210
25 850 21 1 -0.05783703 210
5 950 21 1 -0.779543 210
15 950 21 1 -0.3893501 210
25 950 21 1 -1.095957 210
5 350 22 1 -1.501027 25
15 350 22 1 -0.6582765 25.64151
25 350 22 1 0.5277813 25.73333
35 350 22 1 1.411506 25.14894
5 450 22 1 -1.331819 25
15 450 22 1 -0.9618542 25.5
25 450 22 1 0.07868517 26
35 450 22 1 2.586951 26
5 550 22 1 -1.113389 25
15 550 22 1 -0.6861421 25.51852
25 550 22 1 0.6572924 26
35 550 22 1 3.359274 26
5 650 22 1 -0.7125958 25
15 650 22 1 0.1540471 25.5
25 650 22 1 1.355266 26
35 650 22 1 3.899309 26
5 750 22 1 -0.5245589 25
15 750 22 1 0.925493 25.71429
25 750 22 1 2.655555 26
35 750 22 1 4.439922 26
5 850 22 1 -0.4105162 25
15 850 22 1 1.995565 26
25 850 22 1 3.975416 26
35 850 22 1 5.228672 26
5 950 22 1 -0.618065 25
15 950 22 1 2.537437 26
25 950 22 1 4.559959 26
-5 350 23 1 -2.30035 270
5 350 23 1 -2.579347 270
15 350 23 1 -2.960517 270
25 350 23 1 -2.922653 270
35 350 23 1 -3.420316 270.2581
-5 450 23 1 -2.388958 270
5 450 23 1 -2.556074 270
15 450 23 1 -3.116337 270
25 450 23 1 -3.054646 270
35 450 23 1 -3.526916 270.4923
-5 550 23 1 -2.428271 270
5 550 23 1 -2.571095 270
15 550 23 1 -3.213615 270
25 550 23 1 -3.32593 270
35 550 23 1 -3.669285 270.4688
5 650 23 1 -2.512142 270
15 650 23 1 -3.313828 270
25 650 23 1 -3.479453 270
35 650 23 1 -3.848943 270.4324
5 750 23 1 -2.409001 270
15 750 23 1 -3.530307 270
25 750 23 1 -3.684737 270
35 750 23 1 -4.018993 270.6154
5 850 23 1 -2.05566 270
15 850 23 1 -3.851406 270
25 850 23 1 -4.158657 270
35 850 23 1 -4.003063 270.66
5 950 23 1 -1.779332 270
15 950 23 1 -4.052623 270
25 950 23 1 -4.343929 270
35 950 23 1 -3.420894 270.9
5 350 24 1 1.029574 113
15 350 24 1 1.659517 113
25 350 24 1 2.233615 113
35 350 24 1 3.018132 113
5 450 24 1 0.9809503 113
15 450 24 1 1.909389 113
25 450 24 1 2.50921 113
35 450 24 1 3.515611 113
5 550 24 1 0.7758226 113
15 550 24 1 1.832493 113
25 550 24 1 2.661393 113
35 550 24 1 3.832203 113.3462
5 650 24 1 0.5382414 113
15 650 24 1 1.787552 113
25 650 24 1 2.48269 113
35 650 24 1 3.991958 113.4667
5 750 24 1 0.8902902 113
15 750 24 1 2.062021 113
25 750 24 1 2.258993 113
5 850 24 1 0.6865754 113
15 850 24 1 2.491307 113
25 850 24 1 2.412984 113
5 950 24 1 0.4601183 113
15 950 24 1 3.162824 113
25 950 24 1 4.158587 113
35 350 21 2 -0.1894357 213
45 350 21 2 -1.29652 213
65 350 21 2 -6.377071 213.1282
75 350 21 2 -6.660951 213
65 450 21 2 -6.020841 213.7614
75 450 21 2 -7.446461 213
65 550 21 2 -6.872915 213
75 550 21 2 -7.627855 213
65 650 21 2 -7.435509 213
75 650 21 2 -7.741764 213
75 750 21 2 -7.885367 213
75 850 21 2 -8.190038 213
75 950 21 2 -8.342822 213
35 350 22 2 1.113224 28
45 350 22 2 2.273572 28
55 350 22 2 2.851693 28
65 350 22 2 3.164583 29
75 350 22 2 2.986055 29
35 450 22 2 1.376979 28
45 450 22 2 2.934882 28
55 450 22 2 4.285234 28
65 450 22 2 4.369255 29
75 450 22 2 4.515876 29
35 550 22 2 1.843642 28
45 550 22 2 3.001638 28
55 550 22 2 4.868977 28
65 550 22 2 4.799458 29
75 550 22 2 4.922242 29
35 650 22 2 2.200553 28
45 650 22 2 3.157956 28
55 650 22 2 5.094511 28
65 650 22 2 4.944773 29
75 650 22 2 5.395332 29
35 750 22 2 2.540311 28
45 750 22 2 3.680813 28
55 750 22 2 5.215472 28
65 750 22 2 5.095079 29
75 750 22 2 5.595644 29
35 850 22 2 2.989079 28
45 850 22 2 4.052053 28
55 850 22 2 5.290697 28
65 850 22 2 5.392113 29
75 850 22 2 5.752636 29
35 950 22 2 4.287636 28
45 950 22 2 4.406061 28
55 950 22 2 5.298112 28
65 950 22 2 5.807631 29
75 950 22 2 7.346951 29
35 350 23 2 -3.308117 273
45 350 23 2 -3.234659 273
55 350 23 2 -3.403354 273
65 350 23 2 -3.300737 274
75 350 23 2 -3.209572 273.5581
35 450 23 2 -3.236879 273
45 450 23 2 -3.20603 273
55 450 23 2 -3.370584 273
65 450 23 2 -3.334997 274
75 450 23 2 -3.207085 273.5455
35 550 23 2 -3.217533 273
45 550 23 2 -3.250324 273
55 550 23 2 -3.366703 273
65 550 23 2 -3.322444 274
75 550 23 2 -3.217461 273.8421
35 650 23 2 -3.279166 273
45 650 23 2 -3.347475 273
55 650 23 2 -3.387692 273
65 650 23 2 -3.260366 274
75 650 23 2 -3.300053 274
35 750 23 2 -3.434739 273
45 750 23 2 -3.443926 273
55 750 23 2 -3.405396 273
65 750 23 2 -3.222305 274
75 750 23 2 -3.464071 274
35 850 23 2 -3.64468 273
45 850 23 2 -3.576864 273
55 850 23 2 -3.397463 273
75 850 23 2 -3.506479 274
35 950 23 2 -3.676606 273
45 950 23 2 -3.636041 273
55 950 23 2 -3.267131 273
75 950 23 2 -2.987836 274
35 350 24 2 4.40255 116
45 350 24 2 4.530609 116
55 350 24 2 5.234405 116
65 350 24 2 5.610839 117
75 350 24 2 5.316593 116.36
35 450 24 2 4.786854 116
45 450 24 2 5.015795 116
55 450 24 2 5.951422 116
65 450 24 2 6.510378 117
75 450 24 2 6.625096 116.4762
35 550 24 2 4.799223 116
45 550 24 2 5.095894 116
55 550 24 2 6.033945 116
65 550 24 2 6.981628 117
75 550 24 2 6.91571 116.5179
35 650 24 2 4.620578 116
45 650 24 2 5.229195 116
55 650 24 2 6.251698 116
65 650 24 2 7.195503 117
75 650 24 2 7.251583 116.4921
35 750 24 2 5.113728 116
45 750 24 2 5.620201 116
55 750 24 2 6.629936 116
65 750 24 2 7.315738 117
75 750 24 2 7.415301 116.5172
35 850 24 2 5.514951 116
45 850 24 2 5.980218 116
55 850 24 2 6.956288 116
