lat camp flt x yday
5 21 1 0.1807899 210
15 21 1 -0.3208896 210
25 21 1 -0.6117232 210
35 21 1 NA 210
5 22 1 -1.318162 25
15 22 1 0.3433118 25.69633
25 22 1 1.972055 25.9619
35 22 1 3.589188 25.85816
-5 23 1 NA 270
5 23 1 -2.278152 270
15 23 1 -2.905367 270
25 23 1 -3.773737 270
35 23 1 -3.26849 270.5467
5 24 1 0.1780748 113
15 24 1 2.132935 113
25 24 1 1.970617 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -7.247118 213
35 22 2 3.060859 28
45 22 2 3.711977 28
55 22 2 4.942333 28
65 22 2 5.479942 29
75 22 2 5.367595 29
35 23 2 -3.182438 273
45 23 2 -2.499926 273
55 23 2 -4.073397 273
65 23 2 -3.272677 274
75 23 2 -2.31058 273.8494
35 24 2 4.99678 116
45 24 2 5.050449 116
55 24 2 6.585671 116
65 24 2 6.511245 117
75 24 2 7.198852 116.4878
25 21 3 -0.8827492 216
35 21 3 -2.180599 215.4057
45 21 3 -3.632767 215
55 21 3 -4.699803 215
65 21 3 -6.146406 215
15 22 3 NA 32
25 22 3 2.641878 32
35 22 3 4.72726 32
45 22 3 4.898959 31
55 22 3 5.269055 31
65 22 3 4.596119 31
25 23 3 -3.287976 276.5235
35 23 3 -2.890066 276
45 23 3 -1.965665 276
55 23 3 -1.534926 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 4.920676 118.7636
35 24 3 6.408958 118
45 24 3 4.473095 118
55 24 3 4.182558 118
65 24 3 NA 118
-15 21 4 -1.442693 219
-5 21 4 -1.065475 218.5256
5 21 4 -0.6106688 218
15 21 4 -0.826017 218
-15 22 4 -1.778021 34
-5 22 4 -1.5355 33.82339
5 22 4 -0.6562162 33
15 22 4 0.734533 33
-15 23 4 -2.61468 279
-5 23 4 -2.728994 279
5 23 4 -2.928489 278.4583
15 23 4 -3.292988 278
-15 24 4 -2.030806 121
-5 24 4 -1.168438 120.7323
5 24 4 -0.1002752 120
15 24 4 1.932555 120
-45 21 5 -2.433348 220.8525
-35 21 5 -2.480657 220
-25 21 5 NA 220
-15 21 5 -1.569863 220
-55 22 5 -4.205512 36
-45 22 5 -3.464466 35.98084
-35 22 5 -3.006615 35
-25 22 5 -2.339551 35
-15 22 5 -1.77836 35
-55 23 5 -2.207953 281
-45 23 5 -2.269775 280.9263
-35 23 5 -1.783168 280
-25 23 5 -2.261954 280
-15 23 5 -2.469996 280
-45 24 5 -2.873061 123
-35 24 5 -2.936089 122.4536
-25 24 5 -3.023485 122
-15 24 5 -2.679513 122
-65 21 6 -2.677593 225
-55 21 6 -2.67067 224.8609
-45 21 6 -2.962367 224
-65 22 6 -4.448246 40.63423
-55 22 6 -4.188528 40.48457
-45 22 6 NA 40
-65 23 6 -2.808267 283.4625
-55 23 6 -2.747532 283.4305
-45 23 6 -2.626929 283
-65 24 6 -3.769023 126
-55 24 6 -3.471889 125.5208
-45 24 6 -4.022086 125
-55 21 7 -2.273169 227
-45 21 7 -2.298116 227
-35 21 7 -1.566328 227
-25 21 7 -1.540979 227
-15 21 7 -1.723754 227
-5 21 7 NA 227
-55 22 7 -2.274201 43
-45 22 7 -2.975059 43
-35 22 7 -3.406137 43
-25 22 7 -3.249604 43
-15 22 7 -3.747291 43
-5 22 7 -2.00729 43
-65 23 7 -2.978654 286
-55 23 7 -3.490433 286
-65 24 7 -3.93848 128
-55 24 7 -3.559776 128
-5 21 8 -2.363075 229
5 21 8 -2.193224 229
15 21 8 -2.330055 229
25 21 8 -2.892228 229
35 21 8 -2.141583 229
-5 22 8 -1.478146 45
5 22 8 2.090669 45
15 22 8 1.331016 45
25 22 8 1.794656 45
