lat prs annmn cos sin
1 1 -3.137987 -0.3695803 -0.6742548
2 1 -2.862318 -0.1545982 -0.612988
3 1 -2.691811 -0.1103282 -0.6451051
4 1 -2.374617 -0.5732662 -0.4405737
5 1 -2.125198 -0.6828846 -0.1462505
6 1 -1.899341 -0.6640634 -0.0590475
7 1 -1.56196 -0.7139935 0.4264029
8 1 -1.276979 -0.7582272 1.277388
9 1 -1.00447 -0.9027469 1.918569
10 1 -0.6799319 -1.064451 2.686457
11 1 -0.09126284 -1.384939 3.335437
12 1 0.4263101 -0.4543599 3.759867
13 1 0.4595793 0.6403753 4.507907
14 1 0.4380083 0.9608044 4.951448
15 1 -0.2880884 0.919277 4.972238
1 2 -3.395096 -0.4483451 -0.7030043
2 2 -3.092097 -0.2340851 -0.6488545
3 2 -2.72302 -0.1303683 -0.6314192
4 2 -2.570415 -0.4713334 -0.561898
5 2 -2.274565 -0.6504123 -0.3892662
6 2 -1.963255 -0.5575235 -0.2229657
7 2 -1.191466 -0.1222186 -0.3708278
8 2 -1.266795 -0.7263115 1.453243
9 2 -0.961527 -1.128571 2.209249
10 2 -0.5243651 -1.186246 2.924717
11 2 0.4658222 -1.243151 3.608532
12 2 0.8317885 0.1896354 3.875767
13 2 1.01996 0.6753414 4.648852
14 2 0.9100083 1.453762 5.70222
15 2 0.4031028 2.052465 5.789321
1 3 -3.528279 -0.5244242 -0.7173791
2 3 -3.178095 -0.3355621 -0.6470028
3 3 -2.766268 -0.1472533 -0.5535018
4 3 -2.62199 -0.4358326 -0.6312293
5 3 -2.334253 -0.3474547 -0.4114944
6 3 -1.985223 -0.4237154 -0.2457594
7 3 -0.8564636 0.6951937 -0.7393701
8 3 -1.216581 -0.8131637 1.690865
9 3 -0.8962378 -1.061781 2.365838
10 3 -0.1518323 -0.5776878 3.106869
11 3 0.8742853 -0.7300648 3.924914
12 3 1.1039 0.3996553 3.837481
13 3 1.397286 0.8520624 4.705686
14 3 1.074725 2.050806 5.991841
15 3 0.5846487 2.714659 6.076809
1 4 -3.601878 -0.5305925 -0.7283911
2 4 -3.309061 -0.4535843 -0.7200257
3 4 -2.912637 -0.1897098 -0.5417157
4 4 -2.600344 -0.3914287 -0.5176923
5 4 -2.246026 -0.00801511 -0.5364759
6 4 -1.902791 -0.3340581 -0.2247116
7 4 -0.9036407 0.8694036 -0.7383658
8 4 -0.9277053 -1.11976 2.32812
9 4 -0.707493 -1.561479 3.055352
10 4 0.1196536 -0.0899224 3.428207
11 4 1.11987 -0.3175764 4.10327
12 4 1.366959 0.3967852 3.996205
13 4 1.746893 0.8440341 4.51672
14 4 1.032178 2.515266 6.144903
15 4 0.6227467 3.054416 6.400851
1 5 -3.668589 -0.5045399 -0.7653084
2 5 -3.401632 -0.4577245 -0.7709126
3 5 -2.905738 -0.2189213 -0.4725005
4 5 -2.417351 -0.6502177 -0.2112121
5 5 -2.346388 0.08803695 -0.64095
6 5 -2.204481 -0.3015637 -0.2465622
7 5 -1.180105 0.6358374 -0.2723665
8 5 -1.193249 -1.846755 3.061123
9 5 -0.1254189 -1.830886 4.166436
10 5 0.6720052 0.1689735 3.878277
11 5 1.498777 -0.01275511 4.480305
12 5 1.705221 0.4334616 4.128515
13 5 2.069299 0.7010248 4.510846
14 5 1.701385 1.721736 5.587817
15 5 1.067758 3.209466 6.187581
1 6 -3.709887 -0.5275735 -0.8050166
2 6 -3.204993 -0.1999577 -0.06693255
3 6 -3.115206 -0.2352558 -0.09665263
4 6 -2.459558 -1.072887 0.1700269
5 6 -2.668812 -0.07848791 -0.4439304
6 6 -2.70873 -0.03666988 -0.2536951
7 6 -2.169273 -0.1365452 0.603012
8 6 -1.178105 -1.297281 2.915238
9 6 0.335997 -0.7617852 4.322409
10 6 1.127102 0.4604592 3.898399
11 6 1.96164 0.9033455 4.642882
12 6 2.00262 0.8513147 4.577386
13 6 2.097223 1.605423 4.403225
14 6 1.848456 2.249182 5.943714
15 6 1.701267 2.849251 5.951791
1 7 -3.790108 -0.7068711 -0.9226391
2 7 -3.115619 0.1904119 0.09088926
3 7 -3.479699 -0.3670384 0.1975163
4 7 -2.278884 -0.9190499 0.3979548
5 7 -3.225861 -0.5978709 -0.4378058
6 7 -2.944533 0.04049231 -0.2751722
7 7 -2.397428 -0.1302424 0.3769634
8 7 -0.8226522 -0.6771392 2.472146
9 7 0.7099736 -0.08452061 4.609632
10 7 1.285328 1.298188 4.546319
11 7 2.037666 2.283065 4.953818
12 7 1.640535 1.540987 4.885194
13 7 1.743357 2.60957 4.828912
14 7 3.440001 1.231883 4.846434
15 7 2.109635 3.026559 5.8717
