lat prs annmn cos sin
1 1 -3.40178 -0.5855561 -0.3983298
2 1 -3.129424 -0.4275675 -0.3288108
3 1 -2.902194 -0.2429824 -0.2211114
4 1 -2.467503 -0.6288891 -0.02434216
5 1 -1.942558 -0.8554073 0.1628261
6 1 -1.53097 -0.64112 0.2878091
7 1 -1.348837 -0.6749033 1.005366
8 1 -1.219782 -0.6402532 1.627593
9 1 -0.9186975 -0.6202645 2.558055
10 1 -0.3486613 -0.5763947 3.100982
11 1 0.09090805 -0.9194872 3.446833
12 1 0.485173 -0.3306459 3.792784
13 1 0.2305482 0.9783851 4.593538
14 1 -0.1046043 1.49788 5.238032
15 1 -0.8696552 1.678846 5.253821
1 2 -3.56256 -0.7351109 -0.4574735
2 2 -3.292875 -0.5108603 -0.3827519
3 2 -2.938224 -0.3428283 -0.2071428
4 2 -2.6928 -0.5493711 -0.1609827
5 2 -2.158725 -1.06292 -0.04244094
6 2 -1.79669 -0.6981707 0.03089308
7 2 -1.438278 -0.4776356 0.7649802
8 2 -1.236225 -0.7480447 1.771224
9 2 -0.9407643 -1.063103 2.662149
10 2 -0.2451696 -0.9071008 3.118061
11 2 0.3741833 -0.7686334 3.731845
12 2 0.5064513 0.1329176 4.065675
13 2 0.5710791 1.045037 4.766026
14 2 0.1742901 1.609483 5.769504
15 2 -0.4578126 2.179295 5.932697
1 3 -3.655042 -0.8092381 -0.4779114
2 3 -3.395204 -0.60174 -0.4099211
3 3 -3.009885 -0.3526059 -0.2205789
4 3 -2.774799 -0.480964 -0.1445954
5 3 -2.340161 -0.8326295 0.0198123
6 3 -1.880853 -0.6843305 0.06753763
7 3 -1.260924 -0.2124688 0.5858402
8 3 -1.150846 -0.7815478 1.864081
9 3 -0.9133731 -1.046818 2.72582
10 3 -0.1531568 -0.5245991 3.277964
11 3 0.4455287 -0.5627692 3.995297
12 3 0.6099029 0.1597327 4.349665
13 3 1.029152 0.5784648 4.62664
14 3 0.1052474 1.969546 6.408745
15 3 -0.4365374 2.507495 6.233844
1 4 -3.737173 -0.8207088 -0.5078634
2 4 -3.51309 -0.7251566 -0.4618517
3 4 -3.133619 -0.3435581 -0.2720636
4 4 -2.846671 -0.5219772 -0.156235
5 4 -2.361835 -0.561504 -0.1077313
6 4 -1.963393 -0.5199891 0.05081981
7 4 -0.951597 0.2382881 0.5180399
8 4 -1.024679 -0.6617119 1.873362
9 4 -0.7772673 -0.6957406 2.792609
10 4 -0.03045279 -0.1946505 3.38886
11 4 0.4761929 -0.2495012 4.231053
12 4 0.7934367 -0.01417236 4.587226
13 4 1.230829 0.6669158 4.715144
14 4 0.2331136 2.085494 6.634856
15 4 -0.4907313 2.732239 6.777976
1 5 -3.815639 -0.8306265 -0.5551209
2 5 -3.618925 -0.7425427 -0.4900545
3 5 -3.330376 -0.4595125 -0.4058699
4 5 -2.955346 -0.4342463 -0.1263715
5 5 -2.555438 -0.2829754 -0.3729834
6 5 -2.125302 -0.4635324 -0.07397959
7 5 -0.7945215 0.1838734 0.3915902
8 5 -0.9859385 -1.0261 2.200105
9 5 -0.526034 -0.3465177 3.235065
10 5 0.02869213 0.3023281 3.786871
11 5 0.7292522 -0.04152705 4.689919
12 5 1.010514 0.05278319 4.769555
13 5 1.464219 0.698673 4.795412
14 5 0.7056512 1.497333 6.435783
15 5 -0.457258 2.688058 7.042659
1 6 -3.882992 -0.8749553 -0.6034112
2 6 -3.739411 -0.8181475 -0.45303
3 6 -3.479733 -0.3410611 -0.3447474
4 6 -3.223251 -0.4013781 -0.1423747
5 6 -2.737448 -0.2464916 -0.5016882
6 6 -2.150594 -0.4364091 -0.2797276
7 6 -1.148509 -0.4387088 0.5754122
8 6 -0.8641471 -1.197587 2.277435
9 6 -0.337463 -0.0389226 3.634233
10 6 0.1758845 0.2623067 4.448755
11 6 0.6906666 0.5392104 4.897483
12 6 1.103371 0.3221843 5.142852
13 6 1.654347 0.857469 4.760905
14 6 0.6545975 2.31278 6.859983
15 6 -0.4426583 2.781877 7.208466
1 7 -3.976385 -0.95456 -0.6776501
2 7 -3.825609 -0.7354366 -0.4743713
3 7 -3.942667 -0.9987559 -0.3938852
4 7 -3.64942 -0.7753918 -0.2448946
5 7 -2.841804 -0.3943831 -0.5814567
6 7 -2.342702 -0.5884311 -0.3228307
7 7 -1.593359 -0.5139446 0.5243907
8 7 -0.7250197 -1.042329 2.11618
9 7 0.1564863 0.002486348 4.153396
10 7 0.1406771 0.7185937 5.179028
11 7 0.8246376 1.317038 4.824502
12 7 1.070235 0.6016348 5.156445
13 7 1.763153 0.9076595 4.67051
14 7 2.717661 0.2525805 5.184183
15 7 -0.1661637 3.131637 7.419075
