lat prs camp flt x yday
5 350 21 1 -0.3996682 210
15 350 21 1 -0.6275528 210
25 350 21 1 -0.6107762 210
35 350 21 1 -0.7868372 210
5 450 21 1 -0.4542785 210
15 450 21 1 -0.61551 210
25 450 21 1 -0.6973434 210
5 550 21 1 -0.5033529 210
15 550 21 1 -0.7239148 210
25 550 21 1 -0.6628876 210
5 650 21 1 -0.5744038 210
15 650 21 1 -0.7704093 210
25 650 21 1 -0.6958399 210
5 750 21 1 -0.6505961 210
15 750 21 1 -0.729096 210
5 850 21 1 -0.6298972 210
15 850 21 1 -0.9329311 210
25 850 21 1 -0.9036447 210
5 950 21 1 -0.5640593 210
15 950 21 1 -1.277304 210
25 950 21 1 -1.879491 210
5 350 22 1 -1.521304 25
15 350 22 1 -0.5123803 25.64151
25 350 22 1 0.7039246 25.73333
35 350 22 1 0.9447059 25.14894
5 450 22 1 -1.170197 25
15 450 22 1 -0.8664075 25.5
25 450 22 1 -0.09632009 26
35 450 22 1 2.305051 26
5 550 22 1 -1.000487 25
15 550 22 1 -0.7022384 25.51852
25 550 22 1 0.3443777 26
35 550 22 1 2.716646 26
5 650 22 1 -0.523775 25
15 650 22 1 0.2821334 25.5
25 650 22 1 1.294555 26
35 650 22 1 2.940934 26
5 750 22 1 -0.6938333 25
15 750 22 1 1.160143 25.71429
25 750 22 1 2.158124 26
35 750 22 1 3.683549 26
5 850 22 1 -0.3525873 25
15 850 22 1 2.120135 26
25 850 22 1 3.180867 26
35 850 22 1 3.988327 26
5 950 22 1 -0.485278 25
15 950 22 1 2.614553 26
25 950 22 1 3.636451 26
-5 350 23 1 -2.44575 270
5 350 23 1 -3.117461 270
15 350 23 1 -3.320231 270
25 350 23 1 -3.264587 270
35 350 23 1 -3.648458 270.2581
-5 450 23 1 -2.594582 270
5 450 23 1 -2.962942 270
15 450 23 1 -3.411873 270
25 450 23 1 -3.296573 270
35 450 23 1 -3.836709 270.4923
-5 550 23 1 -2.703643 270
5 550 23 1 -3.090347 270
15 550 23 1 -3.69643 270
25 550 23 1 -3.417161 270
35 550 23 1 -4.501476 270.4688
5 650 23 1 -3.178485 270
15 650 23 1 -3.740655 270
25 650 23 1 -3.688607 270
35 650 23 1 -5.040692 270.4324
5 750 23 1 -2.961039 270
15 750 23 1 -4.080007 270
25 750 23 1 -4.330522 270
35 750 23 1 -5.134324 270.6154
5 850 23 1 -2.416933 270
15 850 23 1 -4.968164 270
25 850 23 1 -5.882477 270
35 850 23 1 -4.998289 270.66
5 950 23 1 -1.878733 270
15 950 23 1 -5.4917 270
25 950 23 1 -6.302939 270
35 950 23 1 -2.312294 270.9
5 350 24 1 0.9424479 113
15 350 24 1 1.610057 113
25 350 24 1 1.998249 113
35 350 24 1 2.969443 113
5 450 24 1 0.7333646 113
15 450 24 1 1.909223 113
25 450 24 1 2.236156 113
35 450 24 1 3.328818 113
5 550 24 1 0.6811995 113
15 550 24 1 1.775024 113
25 550 24 1 2.59427 113
