lat prs annmn cos sin
1 1 -3.374916 -0.1804528 -0.2733947
2 1 -3.089195 -0.2296004 -0.2628717
3 1 -2.980519 -0.2455281 -0.3080322
4 1 -2.564818 -0.6400254 -0.1044746
5 1 -2.481691 -0.821306 0.04207499
6 1 -2.093175 -0.7266438 0.2921118
7 1 -1.656442 -0.4724497 1.439381
8 1 -1.394951 -0.6538038 1.978867
9 1 -1.427772 -0.9689054 2.863091
10 1 -0.942358 -0.8510522 3.030273
11 1 -0.5040694 -1.017949 3.202563
12 1 -0.2731459 -0.4812552 3.88313
13 1 -0.3759161 0.5550145 4.402062
14 1 -0.5825155 0.6777263 4.745002
15 1 -1.292068 1.441254 4.819962
1 2 -3.577275 -0.117048 -0.3420481
2 2 -3.325541 -0.1845871 -0.3178135
3 2 -3.102357 -0.1031465 -0.3146818
4 2 -2.713831 -0.4037199 -0.2132609
5 2 -2.885565 -1.381706 -0.4114487
6 2 -2.342549 -1.035777 -0.0558192
7 2 -1.204886 0.4285306 1.138373
8 2 -1.520461 -0.7919232 2.433147
9 2 -1.282312 -1.118107 3.043847
10 2 -0.6745617 -1.08032 3.062241
11 2 -0.3470862 -0.9186685 3.604913
12 2 -0.07120841 -0.04913585 4.201014
13 2 -0.09917878 0.9094681 4.614302
14 2 -0.2697142 1.247164 5.401117
15 2 -0.7132997 1.898255 5.529924
1 3 -3.700596 -0.2449416 -0.3938628
2 3 -3.458219 -0.1951643 -0.356782
3 3 -3.208646 -0.06341815 -0.3233952
4 3 -2.872721 -0.0450505 -0.3266136
5 3 -2.945768 -1.172657 -0.4186579
6 3 -2.432283 -0.6979829 -0.2671845
7 3 -0.9406432 1.080756 0.722008
8 3 -1.432496 -0.7328474 2.643056
9 3 -1.256589 -1.075128 3.209279
10 3 -0.4787587 -0.8237905 3.142531
11 3 -0.2000071 -0.6926412 3.941769
12 3 0.1031125 0.1853532 4.470869
13 3 0.4365847 0.60681 4.516913
14 3 -0.02084355 1.532923 5.809827
15 3 -0.544533 1.962814 5.886219
1 4 -3.786602 -0.4448755 -0.4407085
2 4 -3.583256 -0.2941396 -0.3759449
3 4 -3.310814 -0.01828215 -0.3107227
4 4 -3.08952 0.2716169 -0.3978294
5 4 -2.653122 -0.5628323 -0.3535048
6 4 -2.167225 0.07239143 -0.2858167
7 4 -0.3593141 1.980022 0.14572
8 4 -1.072037 -0.4910078 2.733247
9 4 -1.179772 -0.9978407 3.426234
10 4 -0.3049691 -0.613304 3.433859
11 4 -0.1784528 -0.1394802 4.391874
12 4 0.273116 0.2821759 4.783786
13 4 0.8376849 0.6471198 4.520604
14 4 0.07705925 1.721142 6.152781
15 4 -0.4591668 2.182142 6.522633
1 5 -3.892286 -0.6189124 -0.5055161
2 5 -3.707731 -0.411454 -0.3829691
3 5 -3.46171 -0.08264249 -0.3429256
4 5 -3.330251 0.3718599 -0.3513948
5 5 -2.696154 -0.173565 -0.4542821
6 5 -2.123637 0.3581923 -0.4464559
7 5 -0.1548952 2.011304 0.5323311
8 5 -0.797048 -0.644276 3.111447
9 5 -0.8452 -0.8421341 3.80332
10 5 -0.2341206 -0.1008433 3.844231
11 5 0.1834457 -0.002634119 4.527406
12 5 0.5334635 0.3653697 5.040646
13 5 1.253483 0.596287 4.506209
14 5 0.5122217 1.490474 6.130307
15 5 -0.2519009 2.373546 6.84931
1 6 -3.973804 -0.678717 -0.5549471
2 6 -3.821772 -0.5975136 -0.334014
3 6 -3.549248 -0.06148889 -0.349452
4 6 -3.570059 0.3727097 -0.2020858
5 6 -3.084897 -0.2488536 -0.516277
6 6 -2.389951 0.3726157 -0.2996012
7 6 -0.7420646 0.5514357 0.915686
8 6 -0.5637145 -0.6503185 3.10658
9 6 -0.2528604 -0.2442738 4.002419
10 6 0.1142362 0.2417094 4.112887
11 6 0.2791096 0.6993544 4.511914
12 6 0.7681728 0.5959728 5.338192
13 6 1.554156 0.6698733 4.546709
14 6 0.5597796 2.114234 6.290915
15 6 -0.1719487 2.925336 7.152967
1 7 -4.127644 -0.7156974 -0.6587635
2 7 -3.759898 -0.553886 -0.4005425
3 7 -3.755212 -0.3485735 -0.3564486
4 7 -3.802965 0.3625689 0.07305244
5 7 -3.392578 -0.4387913 -0.5097325
6 7 -2.593102 0.1188009 -0.3293679
7 7 -1.563869 -0.4583748 0.7354258
8 7 -0.4401745 -0.673513 2.749271
9 7 0.2641818 -0.1219533 4.062702
10 7 0.5182166 0.6011511 4.788316
11 7 0.4821042 1.042071 4.463813
12 7 1.139469 0.8257246 5.081492
13 7 1.697937 1.153226 4.733384
14 7 2.051292 0.2668377 5.384746
15 7 -0.04289677 3.385704 7.490976
