lat prs annmn cos sin
1 1 -3.464861 -0.4259067 -0.3967061
2 1 -3.24712 -0.3004202 -0.3951725
3 1 -3.125166 -0.2283697 -0.4075222
4 1 -2.807481 -0.4286751 -0.3426992
5 1 -2.368019 -0.3827906 -0.3564167
6 1 -1.831006 -0.2499765 -0.06903259
7 1 -1.444747 -0.3191794 0.9687849
8 1 -1.175608 -0.6060738 1.640347
9 1 -0.8920493 -0.8088454 2.557254
10 1 -0.4330386 -0.721814 2.978899
11 1 -0.03414374 -0.9128306 3.339455
12 1 0.1421723 -0.2734571 3.653264
13 1 -0.07009917 0.6985229 4.259067
14 1 -0.265975 1.308485 4.808563
15 1 -1.019626 1.618985 4.996539
1 2 -3.574869 -0.5287154 -0.4682642
2 2 -3.384312 -0.3840173 -0.4484475
3 2 -3.165874 -0.2662655 -0.4023422
4 2 -2.932371 -0.3058216 -0.3676551
5 2 -2.565731 -0.6518125 -0.5899065
6 2 -2.032354 -0.4178697 -0.3183213
7 2 -1.194798 0.1633539 0.7450852
8 2 -1.136838 -0.5995513 1.802103
9 2 -0.8974338 -1.046106 2.623532
10 2 -0.3255519 -0.958491 3.045235
11 2 0.1649103 -0.7233032 3.574074
12 2 0.2961504 -0.04229405 3.881181
13 2 0.3228281 0.8878841 4.27576
14 2 0.06542187 1.582749 5.351542
15 2 -0.531948 2.163307 5.775402
1 3 -3.648694 -0.5876756 -0.4973979
2 3 -3.46208 -0.4365009 -0.4591914
3 3 -3.211079 -0.287184 -0.3836304
4 3 -2.98095 -0.2571771 -0.348668
5 3 -2.669533 -0.5395895 -0.4792244
6 3 -2.079937 -0.3603574 -0.3253535
7 3 -1.030818 0.6534329 0.4269819
8 3 -1.005967 -0.5719559 1.908264
9 3 -0.8765679 -1.005062 2.686689
10 3 -0.2140327 -0.7682521 3.113803
11 3 0.2603508 -0.5489394 3.719083
12 3 0.3659471 0.1168316 4.053891
13 3 0.732927 0.6448266 4.125478
14 3 0.1487617 1.922764 5.733201
15 3 -0.4004891 2.320741 6.036736
1 4 -3.716855 -0.605696 -0.5205586
2 4 -3.537093 -0.5285843 -0.4782262
3 4 -3.276155 -0.320165 -0.3909029
4 4 -3.062483 -0.2776638 -0.3480306
5 4 -2.647767 -0.4832133 -0.4865656
6 4 -2.065106 -0.1413383 -0.3301391
7 4 -0.609597 1.411045 0.3160398
8 4 -0.863006 -0.4054587 1.925252
9 4 -0.7583109 -0.8252333 2.801785
10 4 -0.1137286 -0.628059 3.29296
11 4 0.2783597 -0.2091333 3.94552
12 4 0.4550215 0.2536138 4.282888
13 4 0.8937433 0.7576112 4.277303
14 4 0.2477129 2.22899 6.027339
15 4 -0.2882215 2.479207 6.463257
1 5 -3.772512 -0.6106042 -0.5509337
2 5 -3.600491 -0.6065908 -0.4903213
3 5 -3.368162 -0.3574383 -0.4035415
4 5 -3.173023 -0.2398103 -0.3165706
5 5 -2.714118 -0.2258555 -0.5162333
6 5 -2.155468 -0.02982301 -0.2674049
7 5 -0.5055268 1.642606 0.3999668
8 5 -0.744095 -0.3949656 2.130845
9 5 -0.5055712 -0.5263309 3.141007
10 5 -0.06465039 -0.04747905 3.64033
11 5 0.449245 0.02687737 4.28705
12 5 0.6289987 0.4395243 4.522922
13 5 1.075197 0.8913636 4.516759
14 5 0.5905215 1.908527 6.032633
15 5 -0.2417219 2.550437 6.797594
1 6 -3.809153 -0.6630015 -0.5793964
2 6 -3.693352 -0.7308064 -0.459221
3 6 -3.490047 -0.4013616 -0.3943667
4 6 -3.320178 -0.2298407 -0.2611794
5 6 -2.757624 -0.03949133 -0.4204106
6 6 -2.302535 -0.05588756 -0.1776133
7 6 -1.017004 0.4854254 0.5238212
8 6 -0.6719214 -0.4333496 2.123628
9 6 -0.2495576 -0.1818551 3.475172
10 6 0.11382 0.2402869 4.11244
11 6 0.4360869 0.712438 4.532033
12 6 0.7207832 0.6170742 4.947339
13 6 1.244331 1.03916 4.646104
14 6 0.6173896 2.476759 6.408681
15 6 -0.2445831 2.763597 7.116048
1 7 -3.87402 -0.7694471 -0.6608495
2 7 -3.752313 -0.7466345 -0.454743
3 7 -3.719737 -0.8236358 -0.3543124
4 7 -3.49608 -0.336499 -0.1792174
5 7 -2.907213 -0.1850132 -0.421218
6 7 -2.50843 -0.2747152 -0.2230538
7 7 -1.489466 -0.02401264 0.4650768
8 7 -0.70065 -0.4350928 1.981402
9 7 -0.03112794 -0.04099362 3.72326
10 7 0.1139845 0.7333797 4.806287
11 7 0.3918355 1.285215 4.55443
12 7 0.892685 0.6663104 5.015354
13 7 1.29458 1.354631 4.800637
14 7 2.430766 1.001322 5.495347
15 7 0.1208063 3.084669 7.519833
