lat camp flt x yday
5 21 1 -0.7100034 210
15 21 1 -0.3806023 210
25 21 1 -0.2018846 210
35 21 1 NA 210
5 22 1 -0.8153789 25
15 22 1 0.2987526 25.69633
25 22 1 1.586509 25.9619
35 22 1 3.023873 25.85816
-5 23 1 NA 270
5 23 1 -2.565731 270
15 23 1 -3.925192 270
25 23 1 -3.906308 270
35 23 1 -3.995686 270.5467
5 24 1 0.9919118 113
15 24 1 1.866191 113
25 24 1 2.291653 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -8.739341 213
35 22 2 1.888843 28
45 22 2 2.871934 28
55 22 2 4.261334 28
65 22 2 4.228977 29
75 22 2 4.519106 29
35 23 2 -4.104083 273
45 23 2 -3.875362 273
55 23 2 -4.469573 273
65 23 2 -4.431178 274
75 23 2 -4.976627 273.8494
35 24 2 4.210272 116
45 24 2 4.445543 116
55 24 2 5.586181 116
65 24 2 6.508936 117
75 24 2 6.542306 116.4878
25 21 3 -0.9278021 216
35 21 3 -2.212935 215.4057
45 21 3 -2.544768 215
55 21 3 -4.066053 215
65 21 3 -8.689101 215
15 22 3 NA 32
25 22 3 1.892582 32
35 22 3 3.031004 32
45 22 3 3.584288 31
55 22 3 3.840915 31
65 22 3 4.003793 31
25 23 3 -3.94113 276.5235
35 23 3 -4.170393 276
45 23 3 -4.067286 276
55 23 3 -4.068339 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 3.861705 118.7636
35 24 3 4.638622 118
45 24 3 4.026777 118
55 24 3 3.977905 118
65 24 3 NA 118
-15 21 4 -1.168643 219
-5 21 4 -0.9765088 218.5256
5 21 4 -0.8128862 218
15 21 4 -0.8912584 218
-15 22 4 -1.300595 34
-5 22 4 -1.056456 33.82339
5 22 4 -0.1261956 33
15 22 4 0.7057857 33
-15 23 4 -2.715921 279
-5 23 4 -2.589948 279
5 23 4 -2.721725 278.4583
15 23 4 -3.630061 278
-15 24 4 -2.154363 121
-5 24 4 -1.40202 120.7323
5 24 4 -0.421436 120
15 24 4 1.389596 120
-45 21 5 -2.655808 220.8525
-35 21 5 -2.714312 220
-25 21 5 NA 220
-15 21 5 -1.249623 220
-55 22 5 -4.364345 36
-45 22 5 -3.635663 35.98084
-35 22 5 -3.689793 35
-25 22 5 -2.571279 35
-15 22 5 -1.747414 35
-55 23 5 -2.95596 281
-45 23 5 -3.099208 280.9263
-35 23 5 -2.903889 280
-25 23 5 -2.63085 280
-15 23 5 -2.605075 280
-45 24 5 -3.267766 123
-35 24 5 -3.268073 122.4536
-25 24 5 -3.205285 122
-15 24 5 -2.951965 122
-65 21 6 -2.902831 225
-55 21 6 -2.829157 224.8609
-45 21 6 -2.850185 224
-65 22 6 -4.495505 40.63423
-55 22 6 -4.359848 40.48457
-45 22 6 NA 40
-65 23 6 -3.262569 283.4625
-55 23 6 -3.18586 283.4305
-45 23 6 -3.040619 283
-65 24 6 -3.687282 126
-55 24 6 -3.543866 125.5208
-45 24 6 -3.665098 125
-55 21 7 -2.809024 227
-45 21 7 -2.773337 227
-35 21 7 -2.511285 227
-25 21 7 -1.881202 227
-15 21 7 -1.271894 227
-5 21 7 NA 227
