lat prs annmn cos sin
1 1 -3.195661 -0.4821355 -0.5352827
2 1 -2.954576 -0.5283572 -0.5304948
3 1 -2.810392 -0.5976569 -0.5590087
4 1 -2.453144 -0.9380459 -0.2789495
5 1 -2.230384 -0.7897045 0.05814361
6 1 -1.926161 -0.7578755 0.3173754
7 1 -1.772905 -0.9865223 1.121199
8 1 -1.548834 -1.038364 1.562902
9 1 -1.514631 -1.099851 2.319671
10 1 -1.24202 -0.8687488 2.466278
11 1 -0.8357174 -0.8649317 2.603347
12 1 -0.4370756 -0.1960914 3.056984
13 1 -0.5305788 0.7874516 3.775194
14 1 -0.7793127 0.8176029 4.309107
15 1 -1.626456 1.595758 4.523439
1 2 -3.392957 -0.4198086 -0.5464565
2 2 -3.165099 -0.445785 -0.5517285
3 2 -2.870749 -0.4412052 -0.5669223
4 2 -2.592915 -0.7690185 -0.4334068
5 2 -2.434396 -0.9141838 -0.2039676
6 2 -2.085448 -0.891298 0.07507169
7 2 -1.399465 -0.2612187 0.9995965
8 2 -1.659984 -1.179908 1.892907
9 2 -1.499072 -1.314899 2.515375
10 2 -1.011585 -1.139526 2.619765
11 2 -0.6311805 -0.7818905 2.972817
12 2 -0.2002756 0.1341588 3.482838
13 2 -0.2759227 1.052154 4.107291
14 2 -0.4543626 1.279403 5.123649
15 2 -0.9683787 1.857854 5.352007
1 3 -3.545159 -0.4793525 -0.5549487
2 3 -3.277615 -0.3840344 -0.587339
3 3 -2.930704 -0.3329582 -0.5696664
4 3 -2.764585 -0.5739867 -0.5426492
5 3 -2.586835 -0.9636778 -0.3525497
6 3 -2.283689 -0.7696248 -0.2206331
7 3 -1.266429 0.03853693 0.7120716
8 3 -1.564805 -1.200554 2.04669
9 3 -1.495065 -1.297997 2.72243
10 3 -0.8056263 -0.8794177 2.786749
11 3 -0.463586 -0.5302319 3.33178
12 3 -0.02040598 0.27118 3.895515
13 3 0.2581871 0.5983731 4.118865
14 3 -0.2654017 1.481794 5.719359
15 3 -0.8360912 1.855376 5.838119
1 4 -3.663481 -0.5704017 -0.5737658
2 4 -3.423916 -0.475191 -0.6057868
3 4 -3.00374 -0.2367814 -0.5444705
4 4 -2.924799 -0.4257875 -0.6022125
5 4 -2.521998 -0.7505384 -0.5045189
6 4 -2.257262 -0.4168991 -0.3965798
7 4 -0.9302858 0.4504336 0.3281806
8 4 -1.28639 -1.063823 2.115715
9 4 -1.429747 -1.196633 2.884365
10 4 -0.6075035 -0.6251384 3.163559
11 4 -0.3946252 -0.002676866 3.843923
12 4 0.1629629 0.302422 4.303284
13 4 0.6800895 0.4961205 4.23427
14 4 -0.2262402 1.650619 6.216369
15 4 -0.8207602 2.071004 6.625048
1 5 -3.791733 -0.6354246 -0.5827681
2 5 -3.562359 -0.5549384 -0.5863982
3 5 -3.178787 -0.2448666 -0.4865723
4 5 -3.117471 -0.3481574 -0.5254509
5 5 -2.584675 -0.5539876 -0.6980457
6 5 -2.295679 -0.2680408 -0.5581032
7 5 -0.827014 0.397155 0.4898036
8 5 -1.164127 -1.294211 2.472861
9 5 -1.194449 -1.153701 3.376828
10 5 -0.4819372 -0.2412459 3.601982
11 5 0.02939971 -0.01392327 4.169397
12 5 0.4249434 0.3352713 4.665293
13 5 1.140159 0.3583643 4.288863
14 5 0.2464529 1.392316 6.263342
15 5 -0.5890454 2.219474 7.099637
1 6 -3.907154 -0.6249278 -0.5873894
2 6 -3.730522 -0.6931398 -0.4790463
3 6 -3.274253 -0.021927 -0.3387061
4 6 -3.284341 -0.408108 -0.393064
5 6 -2.901076 -0.6369736 -0.7619928
6 6 -2.52373 -0.2524773 -0.5449169
7 6 -1.237529 -0.5414211 0.6424636
8 6 -0.9839858 -1.419418 2.521757
9 6 -0.7479004 -0.7050364 3.805958
10 6 -0.1947324 0.2252379 4.003319
11 6 0.1637205 0.5106336 4.320139
12 6 0.6647825 0.5172643 5.076763
13 6 1.505892 0.3969769 4.317268
14 6 0.1789183 2.336901 6.740344
15 6 -0.3861665 2.625274 7.484579
1 7 -4.060849 -0.6365196 -0.644159
2 7 -3.778786 -0.6906413 -0.3984859
3 7 -3.50911 -0.1692682 -0.1797243
4 7 -3.3108 -0.4947678 -0.1819692
5 7 -3.114822 -0.8736014 -0.7681634
6 7 -2.755359 -0.5241274 -0.5830492
7 7 -1.791165 -1.185794 0.3273512
8 7 -0.7925323 -1.383114 2.370985
9 7 -0.06875272 -0.4009923 3.993105
10 7 0.2287824 0.5198416 4.714351
11 7 0.3396586 0.6686832 4.403594
12 7 1.062901 0.657678 4.868616
13 7 1.752531 0.9663618 4.482401
14 7 2.143735 0.008400198 5.627794
15 7 -0.1636197 3.066174 7.911768
