lat camp flt x yday
5 21 1 -0.5412566 210
15 21 1 -1.099577 210
25 21 1 -1.054119 210
35 21 1 NA 210
5 22 1 -1.407049 25
15 22 1 -0.4514401 25.69633
25 22 1 1.062225 25.9619
35 22 1 1.57994 25.85816
-5 23 1 NA 270
5 23 1 -2.710346 270
15 23 1 -4.159352 270
25 23 1 -4.138183 270
35 23 1 -3.888252 270.5467
5 24 1 0.7464986 113
15 24 1 1.612328 113
25 24 1 1.759888 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -9.466795 213
35 22 2 0.195403 28
45 22 2 2.098027 28
55 22 2 2.815817 28
65 22 2 3.525342 29
75 22 2 3.698732 29
35 23 2 -4.635666 273
45 23 2 -4.307412 273
55 23 2 -5.069168 273
65 23 2 -5.015521 274
75 23 2 -5.653243 273.8494
35 24 2 2.990413 116
45 24 2 3.732464 116
55 24 2 4.643215 116
65 24 2 5.729164 117
75 24 2 6.05764 116.4878
25 21 3 -0.960955 216
35 21 3 -2.019273 215.4057
45 21 3 -2.481229 215
55 21 3 -4.077614 215
65 21 3 -9.507228 215
15 22 3 NA 32
25 22 3 1.109362 32
35 22 3 2.555913 32
45 22 3 3.382831 31
55 22 3 3.841891 31
65 22 3 3.22439 31
25 23 3 -4.205279 276.5235
35 23 3 -4.195746 276
45 23 3 -3.584378 276
55 23 3 -3.082645 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 3.44673 118.7636
35 24 3 4.298184 118
45 24 3 3.938422 118
55 24 3 3.381272 118
65 24 3 NA 118
-15 21 4 -0.8603173 219
-5 21 4 -0.5881656 218.5256
5 21 4 -0.4765767 218
15 21 4 -0.9887285 218
-15 22 4 -1.684027 34
-5 22 4 -1.442782 33.82339
5 22 4 -0.722945 33
15 22 4 -0.03238291 33
-15 23 4 -2.826792 279
-5 23 4 -2.827932 279
5 23 4 -2.971552 278.4583
15 23 4 -3.754611 278
-15 24 4 -2.882593 121
-5 24 4 -0.8241432 120.7323
5 24 4 0.04488216 120
15 24 4 1.53761 120
-45 21 5 -2.077162 220.8525
