lat prs annmn cos sin
1 1 -3.458311 -0.4891939 -0.3813754
2 1 -3.241752 -0.3435231 -0.3524057
3 1 -3.077437 -0.2170506 -0.3371597
4 1 -2.73506 -0.5176321 -0.2760054
5 1 -2.329393 -0.3654682 -0.1301157
6 1 -1.801496 -0.3301951 0.02345541
7 1 -1.649349 -0.5126301 0.7971532
8 1 -1.270627 -0.7114008 1.473268
9 1 -1.008708 -0.8978276 2.371263
10 1 -0.4339448 -0.6061949 2.908236
11 1 -0.02459056 -0.8036518 3.410787
12 1 0.1832196 -0.1023444 3.797795
13 1 -0.04139499 0.90435 4.492339
14 1 -0.2866067 1.596833 5.170705
15 1 -1.061029 1.828009 5.356554
1 2 -3.574117 -0.5704452 -0.4573331
2 2 -3.380254 -0.4092562 -0.418592
3 2 -3.113006 -0.2411698 -0.3336095
4 2 -2.867731 -0.4063965 -0.280857
5 2 -2.424489 -0.4432403 -0.2701856
6 2 -1.956152 -0.3192161 -0.1059348
7 2 -1.495117 -0.09438394 0.676088
8 2 -1.273341 -0.7448601 1.680879
9 2 -0.9682226 -1.055187 2.529131
10 2 -0.3237202 -0.8401274 3.003589
11 2 0.1895675 -0.5809921 3.705602
12 2 0.3475931 0.1529366 4.052331
13 2 0.3856727 1.083506 4.52772
14 2 0.04134559 1.899378 5.754034
15 2 -0.5523186 2.360996 6.118379
1 3 -3.650164 -0.6191404 -0.488991
2 3 -3.452512 -0.4488641 -0.4382161
3 3 -3.157601 -0.2540769 -0.3132563
4 3 -2.936157 -0.3833879 -0.2525631
5 3 -2.544868 -0.348099 -0.1934014
6 3 -2.031813 -0.2487801 -0.1067484
7 3 -1.340082 0.2310375 0.3777261
8 3 -1.147769 -0.7219705 1.791575
9 3 -0.9153012 -0.9852059 2.64181
10 3 -0.2023197 -0.6088039 3.106636
11 3 0.29123 -0.3834209 3.876939
12 3 0.4240027 0.2934657 4.251068
13 3 0.8330663 0.7765275 4.365262
14 3 0.1147007 2.214023 6.148278
15 3 -0.4243076 2.4872 6.353305
1 4 -3.719113 -0.6290083 -0.5206857
2 4 -3.535887 -0.5493197 -0.4616274
3 4 -3.225215 -0.2801682 -0.3319283
4 4 -3.023314 -0.4313004 -0.2493412
5 4 -2.577226 -0.3612532 -0.2816242
6 4 -2.065255 -0.0917725 -0.1445528
7 4 -0.9954541 0.6778037 0.14471
8 4 -1.045855 -0.5264931 1.807967
9 4 -0.8117462 -0.793436 2.767604
10 4 -0.09389209 -0.4365378 3.326679
11 4 0.3020895 -0.01347661 4.139559
12 4 0.5152167 0.3966352 4.512002
13 4 0.989679 0.8647541 4.522116
14 4 0.2214792 2.454047 6.408817
15 4 -0.3309185 2.589535 6.744925
1 5 -3.776932 -0.6241174 -0.5600454
2 5 -3.604992 -0.6194423 -0.4764008
3 5 -3.344143 -0.3424673 -0.3598804
4 5 -3.118528 -0.3994762 -0.23702
5 5 -2.703963 -0.1798539 -0.3924696
6 5 -2.156278 -0.04869133 -0.1669098
7 5 -0.9038553 0.7797376 0.1628047
8 5 -0.9534059 -0.5943944 2.027762
9 5 -0.5892254 -0.4732327 3.116694
10 5 -0.04341592 0.1679348 3.742325
11 5 0.4854601 0.1946035 4.53984
12 5 0.6845447 0.5579091 4.781976
13 5 1.15453 0.975517 4.748769
14 5 0.6013664 2.003061 6.316295
15 5 -0.2960194 2.62573 7.051176
1 6 -3.816983 -0.6636368 -0.5947299
2 6 -3.702861 -0.7370928 -0.4571318
3 6 -3.483681 -0.3959423 -0.3900958
4 6 -3.250681 -0.3890297 -0.229536
5 6 -2.784268 -0.02113533 -0.3598407
6 6 -2.293316 -0.0805422 -0.1380595
7 6 -1.303766 0.09213356 0.4074681
8 6 -0.824012 -0.5790188 2.095005
9 6 -0.2912277 -0.09528015 3.482465
10 6 0.1489661 0.3994393 4.288483
11 6 0.4341409 0.9255802 4.78794
12 6 0.7507908 0.7193739 5.241487
13 6 1.322539 1.127497 4.875701
14 6 0.5924223 2.512878 6.593369
15 6 -0.2484931 2.749568 7.297685
1 7 -3.89054 -0.7554953 -0.6804914
2 7 -3.765133 -0.7496619 -0.4686771
3 7 -3.757045 -0.8515718 -0.3887834
4 7 -3.411468 -0.5096449 -0.1871436
5 7 -2.943 -0.1393378 -0.3773525
6 7 -2.517461 -0.2908519 -0.194169
7 7 -1.67288 -0.1613738 0.4172896
8 7 -0.7081335 -0.3986549 2.047998
9 7 0.02148088 0.08408196 3.845599
10 7 0.1473488 0.8772951 5.035923
11 7 0.3544321 1.635662 4.771212
12 7 0.9111487 0.7523805 5.317874
13 7 1.3864 1.462861 5.042026
14 7 2.531039 0.6385218 5.340199
15 7 0.08919985 2.993939 7.606634
