lat camp flt x yday
5 21 1 -1.004996 210
15 21 1 -0.4390833 210
25 21 1 -0.2436948 210
35 21 1 NA 210
5 22 1 -0.719262 25
15 22 1 0.3728909 25.69633
25 22 1 1.719407 25.9619
35 22 1 3.237826 25.85816
-5 23 1 NA 270
5 23 1 -2.557292 270
15 23 1 -3.979584 270
25 23 1 -3.976144 270
35 23 1 -4.247838 270.5467
5 24 1 1.104925 113
15 24 1 1.844815 113
25 24 1 2.206898 113
35 24 1 NA 113.2032
35 21 2 NA 213
45 21 2 NA 213
65 21 2 NA 213.2224
75 21 2 -9.154855 213
35 22 2 2.062369 28
45 22 2 3.084803 28
55 22 2 4.444358 28
65 22 2 4.443757 29
75 22 2 4.67922 29
35 23 2 -4.186806 273
45 23 2 -3.913249 273
55 23 2 -4.63556 273
65 23 2 -4.687489 274
75 23 2 -5.264978 273.8494
35 24 2 4.243227 116
45 24 2 4.558502 116
55 24 2 5.782425 116
65 24 2 6.59625 117
75 24 2 6.624006 116.4878
25 21 3 -1.097919 216
35 21 3 -2.537107 215.4057
45 21 3 -2.837843 215
55 21 3 -4.327611 215
65 21 3 -9.691346 215
15 22 3 NA 32
25 22 3 2.133377 32
35 22 3 3.345387 32
45 22 3 3.904199 31
55 22 3 4.276511 31
65 22 3 4.324043 31
25 23 3 -4.00498 276.5235
35 23 3 -4.408289 276
45 23 3 -4.302343 276
55 23 3 -4.29553 276
65 23 3 NA 276
15 24 3 NA 119
25 24 3 3.910694 118.7636
35 24 3 4.762027 118
45 24 3 4.106135 118
55 24 3 4.098683 118
65 24 3 NA 118
-15 21 4 -1.256931 219
-5 21 4 -1.254718 218.5256
5 21 4 -1.189093 218
15 21 4 -1.088481 218
-15 22 4 -1.257723 34
-5 22 4 -1.007562 33.82339
5 22 4 -0.08586942 33
15 22 4 0.7295391 33
-15 23 4 -2.77595 279
-5 23 4 -2.57797 279
5 23 4 -2.686206 278.4583
15 23 4 -3.622872 278
-15 24 4 -2.103098 121
-5 24 4 -1.311126 120.7323
5 24 4 -0.3204552 120
15 24 4 1.408248 120
-45 21 5 -2.666587 220.8525
-35 21 5 -2.729276 220
-25 21 5 NA 220
-15 21 5 -1.350168 220
-55 22 5 -4.358277 36
-45 22 5 -3.383459 35.98084
-35 22 5 -3.574023 35
-25 22 5 -2.473872 35
-15 22 5 -1.670098 35
-55 23 5 -2.931225 281
-45 23 5 -3.151822 280.9263
-35 23 5 -3.049999 280
-25 23 5 -2.841913 280
-15 23 5 -2.758944 280
-45 24 5 -3.179074 123
-35 24 5 -3.210091 122.4536
-25 24 5 -3.160208 122
-15 24 5 -2.897211 122
-65 21 6 -2.889373 225
-55 21 6 -2.813084 224.8609
-45 21 6 -2.762338 224
-65 22 6 -4.518305 40.63423
-55 22 6 -4.37293 40.48457
-45 22 6 NA 40
-65 23 6 -3.27798 283.4625
-55 23 6 -3.25608 283.4305
-45 23 6 -3.076155 283
-65 24 6 -3.673519 126
-55 24 6 -3.515815 125.5208
-45 24 6 -3.657789 125
-55 21 7 -2.822567 227
-45 21 7 -2.783379 227
-35 21 7 -2.099437 227
-25 21 7 -1.962334 227
-15 21 7 -1.233796 227
-5 21 7 NA 227
-55 22 7 -3.934962 43
-45 22 7 -3.970065 43
-35 22 7 -3.321867 43
-25 22 7 -3.055013 43
-15 22 7 -2.898812 43
-5 22 7 -0.8390271 43
-65 23 7 -3.324413 286
-55 23 7 -3.327304 286
-65 24 7 -3.845108 128
-55 24 7 -3.528124 128
-5 21 8 -0.6480529 229
5 21 8 -1.052439 229
15 21 8 -3.149724 229
25 21 8 -3.934488 229
35 21 8 -3.520458 229
-5 22 8 0.05058706 45
5 22 8 0.6769589 45
15 22 8 0.8191982 45
25 22 8 1.754471 45
35 22 8 2.072516 45
-55 23 8 NA 289
-45 23 8 -3.046717 289
-35 23 8 -3.007824 289
-25 23 8 -2.567874 289
-15 23 8 -2.21365 289
-5 23 8 -1.632967 289
-55 24 8 -3.628418 131
-45 24 8 -3.420251 131
-35 24 8 -2.987931 131
-25 24 8 -2.730588 131
-15 24 8 -2.535388 131
-5 24 8 -1.576236 131
35 21 9 NA 232
45 21 9 -5.207437 232
55 21 9 NA 232
65 21 9 -8.65871 232
75 21 9 -9.599442 232
35 22 9 2.569763 48
45 22 9 2.021802 48
55 22 9 2.584549 48
65 22 9 4.037354 48
75 22 9 4.043754 48
-5 23 9 -2.280132 291
5 23 9 -3.937893 291
15 23 9 -4.015546 291
-5 24 9 -1.821203 133
5 24 9 0.2521223 133
15 24 9 2.223083 133
25 24 9 2.728143 133
35 24 9 3.664475 133
65 22 10 5.306949 49
75 22 10 4.858988 49
5 23 10 -4.250797 292
15 23 10 -3.889903 292
25 23 10 -3.25466 292
35 23 10 -2.757977 292
35 24 10 4.090956 136
45 24 10 4.145241 136
55 24 10 4.386809 136
65 24 10 4.872008 136
35 22 11 2.643072 51
45 22 11 4.085133 51
55 22 11 4.482252 51
65 22 11 4.502965 51
35 23 11 -2.795306 295
45 23 11 -2.37268 295
55 23 11 -2.205464 295
65 23 11 -2.00284 295
45 24 11 4.572144 137
65 24 11 5.064595 137
45 23 12 -2.549835 297
55 23 12 -0.9210606 297
65 23 12 -2.394455 297
75 23 12 -2.502999 297
45 24 12 3.78577 138
55 24 12 NA 138
65 24 12 5.213267 138.286
75 24 12 5.109553 138
35 23 13 -2.806278 299.0926
45 23 13 -2.900269 299
55 23 13 -2.370905 299
65 23 13 -1.942876 299
35 24 13 3.346093 140
45 24 13 3.623747 140
55 24 13 4.31471 140
65 24 13 4.337501 140
