lat prs annmn cos sin
1 1 -3.421768 -0.3162145 -0.2715103
2 1 -3.245289 -0.2264238 -0.3134969
3 1 -3.122841 -0.1381882 -0.2632283
4 1 -2.90648 -0.6349083 -0.3422364
5 1 -2.353004 -0.5023129 -0.3648773
6 1 -1.798095 -0.2117061 0.02022333
7 1 -1.494232 -0.4839259 1.034119
8 1 -1.268183 -0.5423439 1.752959
9 1 -0.9874047 -0.8431405 2.635919
10 1 -0.421092 -0.8230155 3.098161
11 1 -0.03451027 -0.9292066 3.190436
12 1 0.1650373 -0.4337241 3.507094
13 1 -0.09013856 0.6613679 4.026893
14 1 -0.2736459 1.147543 4.436741
15 1 -1.118827 1.366155 4.587802
1 2 -3.547263 -0.4719227 -0.3328512
2 2 -3.376783 -0.3244929 -0.3365293
3 2 -3.138559 -0.1518259 -0.2170683
4 2 -3.009446 -0.4370646 -0.3546604
5 2 -2.677565 -1.122824 -0.613666
6 2 -2.207009 -0.6252129 -0.390157
7 2 -1.255392 -2.603782e-05 0.602482
8 2 -1.255269 -0.6860596 1.94612
9 2 -1.008307 -1.107663 2.705372
10 2 -0.30942 -1.050453 3.045285
11 2 0.1928669 -0.8486244 3.428056
12 2 0.2887839 -0.09282025 3.783578
13 2 0.3106813 0.9180829 4.163394
14 2 0.1156675 1.400675 4.988023
15 2 -0.4249398 2.046866 5.371056
1 3 -3.614297 -0.539814 -0.3556993
2 3 -3.464431 -0.4139199 -0.3399512
3 3 -3.183849 -0.1656303 -0.1790779
4 3 -3.036124 -0.3172372 -0.3024256
5 3 -2.803956 -0.8703191 -0.4620561
6 3 -2.233573 -0.592224 -0.3198759
7 3 -1.020681 0.6075187 0.27541
8 3 -1.114081 -0.6537677 2.097173
9 3 -0.9836073 -1.017264 2.700394
10 3 -0.2052102 -0.7767262 3.129265
11 3 0.3197074 -0.662025 3.625632
12 3 0.4132838 -0.01324368 3.999922
13 3 0.7329294 0.6866214 4.06515
14 3 0.2039736 1.733231 5.46075
15 3 -0.2221057 2.256996 5.607548
1 4 -3.654181 -0.5543898 -0.3822047
2 4 -3.560092 -0.5654476 -0.3837074
3 4 -3.266937 -0.1877983 -0.1661819
4 4 -3.057363 -0.239469 -0.2761208
5 4 -2.739087 -0.6408314 -0.4209029
6 4 -2.224822 -0.3881183 -0.2939511
7 4 -0.5004979 1.596051 0.0296862
8 4 -0.9236348 -0.3778961 2.121597
9 4 -0.8045057 -0.7590282 2.802708
10 4 -0.106615 -0.568812 3.239935
11 4 0.3668353 -0.3254958 3.834168
12 4 0.5689259 0.002884637 4.14366
13 4 0.9418742 0.8356222 4.156911
14 4 0.3649359 1.918911 5.720394
15 4 0.002095705 2.487856 5.894749
1 5 -3.656883 -0.560421 -0.443182
2 5 -3.623249 -0.6412078 -0.4063151
3 5 -3.379865 -0.2560971 -0.1964677
4 5 -3.138377 -0.1601445 -0.2307301
5 5 -2.748569 -0.3445339 -0.4194406
6 5 -2.307575 -0.2216031 -0.2828735
7 5 -0.2555544 1.784135 0.02185468
8 5 -0.8385532 -0.4444989 2.450918
9 5 -0.4435446 -0.5743645 3.236611
10 5 -0.01494716 -0.000275712 3.546872
11 5 0.5507397 -0.06546991 4.070119
12 5 0.796106 0.2064662 4.294621
13 5 1.216154 0.9497413 4.302356
14 5 0.7801568 1.558795 5.576984
15 5 0.04711396 2.588738 6.128084
1 6 -3.639222 -0.6056339 -0.5389787
2 6 -3.686133 -0.7226607 -0.357572
3 6 -3.435824 -0.2244273 -0.23194
4 6 -3.278267 -0.1546529 -0.1670214
5 6 -2.75437 -0.1569497 -0.3471083
6 6 -2.388902 -0.1836886 -0.2090305
7 6 -0.8532532 0.5626623 0.2338923
8 6 -0.7861927 -0.5975098 2.404311
9 6 -0.1291154 -0.2931291 3.560373
10 6 0.138919 0.1652045 3.918494
11 6 0.5028926 0.6446642 4.186895
12 6 1.005856 0.4479544 4.578685
13 6 1.475604 1.09422 4.322376
14 6 0.8966913 2.419378 5.915526
15 6 0.1189003 2.882115 6.235223
1 7 -3.631506 -0.8186533 -0.6756218
2 7 -3.701482 -0.6712894 -0.3551814
3 7 -3.283477 -0.1406728 0.06788518
4 7 -3.427893 -0.1405919 -0.01842243
5 7 -2.932212 -0.4358698 -0.3858086
6 7 -2.523827 -0.361567 -0.261159
7 7 -1.391323 0.1096488 0.2141182
8 7 -0.8443789 -0.8224462 2.038498
9 7 0.1105958 -0.1867575 3.765359
10 7 0.2208526 0.4336389 4.45416
11 7 0.4898772 0.7623365 4.182708
12 7 1.087132 0.4862254 4.476054
13 7 1.633561 1.082355 4.33328
14 7 2.474002 1.164774 4.786781
15 7 0.5368718 3.588521 6.791238
