lat prs camp flt x yday
5 350 21 1 -0.4636345 210
15 350 21 1 -0.670359 210
25 350 21 1 -0.2629166 210
35 350 21 1 -0.5796943 210
5 450 21 1 -0.5418398 210
15 450 21 1 -0.62135 210
25 450 21 1 -0.1705646 210
5 550 21 1 -0.6695654 210
15 550 21 1 -0.7283929 210
25 550 21 1 -0.1196276 210
5 650 21 1 -0.9333538 210
15 650 21 1 -0.7803867 210
25 650 21 1 -0.2517279 210
5 750 21 1 -1.124225 210
15 750 21 1 -0.7311687 210
5 850 21 1 -1.209954 210
15 850 21 1 -0.7130943 210
25 850 21 1 -0.4522524 210
5 950 21 1 -1.202284 210
15 950 21 1 -0.8098815 210
25 950 21 1 -0.7602653 210
5 350 22 1 -1.627121 25
15 350 22 1 -0.6327841 25.64151
25 350 22 1 0.3444685 25.73333
35 350 22 1 0.8862948 25.14894
5 450 22 1 -1.268381 25
15 450 22 1 -0.9467842 25.5
25 450 22 1 -0.2293148 26
35 450 22 1 1.818685 26
5 550 22 1 -1.088566 25
15 550 22 1 -0.7525162 25.51852
25 550 22 1 0.2234336 26
35 550 22 1 2.534918 26
5 650 22 1 -0.7862937 25
15 650 22 1 0.0120607 25.5
25 650 22 1 1.002255 26
35 650 22 1 3.131365 26
5 750 22 1 -0.8332542 25
15 750 22 1 0.8327287 25.71429
25 750 22 1 2.041161 26
35 750 22 1 4.025769 26
5 850 22 1 -0.7796251 25
15 850 22 1 1.770915 26
25 850 22 1 3.165697 26
35 850 22 1 5.266097 26
5 950 22 1 -1.087872 25
15 950 22 1 2.275312 26
25 950 22 1 3.797123 26
-5 350 23 1 -3.11682 270
5 350 23 1 -3.017561 270
15 350 23 1 -3.04105 270
25 350 23 1 -2.995104 270
35 350 23 1 -3.519958 270.2581
-5 450 23 1 -3.190594 270
5 450 23 1 -3.034836 270
15 450 23 1 -3.224532 270
25 450 23 1 -3.034303 270
35 450 23 1 -3.730939 270.4923
-5 550 23 1 -3.272757 270
5 550 23 1 -3.019347 270
15 550 23 1 -3.393956 270
25 550 23 1 -3.32478 270
35 550 23 1 -4.111194 270.4688
5 650 23 1 -3.022473 270
15 650 23 1 -3.522605 270
25 650 23 1 -3.601287 270
35 650 23 1 -4.156113 270.4324
5 750 23 1 -3.06309 270
15 750 23 1 -3.93174 270
25 750 23 1 -4.053687 270
35 750 23 1 -3.765116 270.6154
5 850 23 1 -2.895455 270
15 850 23 1 -4.49651 270
25 850 23 1 -4.652847 270
35 850 23 1 -3.523063 270.66
5 950 23 1 -2.015126 270
15 950 23 1 -4.797497 270
25 950 23 1 -4.734515 270
35 950 23 1 -2.176794 270.9
5 350 24 1 0.9691852 113
15 350 24 1 1.640908 113
25 350 24 1 2.236353 113
35 350 24 1 2.85779 113
5 450 24 1 0.7794122 113
15 450 24 1 1.945188 113
25 450 24 1 2.404497 113
35 450 24 1 3.565445 113
5 550 24 1 0.7408201 113
15 550 24 1 1.814026 113
25 550 24 1 2.550902 113
35 550 24 1 4.002622 113.3462
5 650 24 1 0.7792112 113
15 650 24 1 1.833347 113
25 650 24 1 2.297073 113
35 650 24 1 4.009198 113.4667
5 750 24 1 1.255222 113
15 750 24 1 2.272643 113
25 750 24 1 1.949365 113
5 850 24 1 1.051392 113
15 850 24 1 2.711048 113
25 850 24 1 2.000224 113
5 950 24 1 0.6189077 113
15 950 24 1 3.259959 113
25 950 24 1 3.194131 113
35 350 21 2 -0.4501698 213
45 350 21 2 -0.8608418 213
65 350 21 2 -6.90262 213.1282
75 350 21 2 -7.906484 213
65 450 21 2 -5.924544 213.7614
75 450 21 2 -8.37363 213
65 550 21 2 -7.183708 213
75 550 21 2 -8.513024 213
65 650 21 2 -8.076153 213
