lat prs annmn cos sin
1 1 -2.900141 -0.348504 -0.5652158
2 1 -2.73029 -0.1669381 -0.5588464
3 1 -2.57831 -0.1044379 -0.5311127
4 1 -2.402506 -0.6038819 -0.5459763
5 1 -2.064633 -0.7855341 -0.3434363
6 1 -1.778424 -0.4555521 -0.08546004
7 1 -1.617663 -0.8055913 0.7034698
8 1 -1.22698 -0.764899 1.453417
9 1 -0.8174362 -0.898634 2.348712
10 1 -0.1190444 -0.6977305 2.949732
11 1 0.3153555 -0.8403336 3.375827
12 1 0.5663455 -0.1196074 3.703805
13 1 0.5065795 0.9207413 4.244986
14 1 0.517425 1.248253 4.66378
15 1 -0.2617942 1.289876 4.751526
1 2 -3.057964 -0.5347845 -0.6066076
2 2 -2.840423 -0.3070704 -0.5826847
3 2 -2.534262 -0.1395066 -0.5215396
4 2 -2.488309 -0.517228 -0.5875237
5 2 -2.30251 -1.085435 -0.5490182
6 2 -2.037678 -0.6583207 -0.316148
7 2 -1.524367 -0.5153708 0.3648098
8 2 -1.178568 -0.7193618 1.632205
9 2 -0.8215186 -1.164567 2.398384
10 2 -0.04726393 -1.072921 3.026897
11 2 0.6345325 -0.7680843 3.699034
12 2 0.7573441 0.2159894 4.03295
13 2 1.039761 1.159763 4.454352
14 2 1.063247 1.524725 5.178432
15 2 0.5367044 2.081805 5.54631
1 3 -3.191218 -0.6275191 -0.6047107
2 3 -2.89954 -0.3676982 -0.6343349
3 3 -2.570707 -0.1716271 -0.5059193
4 3 -2.498131 -0.4393209 -0.5517696
5 3 -2.410746 -0.8442876 -0.4856115
6 3 -2.067723 -0.6120516 -0.2482875
7 3 -1.305528 0.01586636 -0.0008927744
8 3 -1.024419 -0.6985603 1.697918
9 3 -0.7235609 -1.046228 2.429603
10 3 0.1240566 -0.6947169 3.161468
11 3 0.8106424 -0.5101301 3.923747
12 3 0.9421145 0.2281007 4.267289
13 3 1.520125 0.8741763 4.298375
14 3 1.156586 1.811961 5.598733
15 3 0.7584985 2.307844 5.710432
1 4 -3.332528 -0.660903 -0.609407
2 4 -3.027278 -0.5518288 -0.6720458
3 4 -2.633784 -0.1716831 -0.5215752
4 4 -2.459842 -0.4313121 -0.4937083
5 4 -2.427467 -0.4927289 -0.5119348
6 4 -2.089786 -0.4350345 -0.2601445
7 4 -1.060122 0.608277 -0.2390475
8 4 -0.8644145 -0.5301106 1.654047
9 4 -0.4949762 -0.7721071 2.525291
10 4 0.3234056 -0.3629317 3.337575
11 4 0.9465578 -0.1177119 4.117476
12 4 1.175834 0.1485175 4.45624
13 4 1.780093 0.9493484 4.291438
14 4 1.324797 2.042939 5.782118
15 4 0.9713934 2.497558 5.935906
1 5 -3.482018 -0.6952614 -0.6147294
2 5 -3.152253 -0.6513073 -0.690997
3 5 -2.770812 -0.29007 -0.5889457
4 5 -2.482629 -0.4428491 -0.4581671
5 5 -2.473481 -0.2366279 -0.5995529
6 5 -2.221797 -0.306712 -0.2795047
7 5 -0.9565892 0.7781898 -0.2077513
8 5 -0.638968 -0.520849 1.818186
9 5 -0.05525287 -0.3553285 2.924652
10 5 0.5591993 0.2718715 3.632626
11 5 1.336767 0.05296173 4.332243
12 5 1.484872 0.3125284 4.604937
13 5 2.100116 0.992784 4.290412
14 5 1.722358 1.697397 5.60959
15 5 1.048117 2.583358 6.094312
1 6 -3.698917 -0.9233376 -0.5852126
2 6 -3.270678 -0.717388 -0.6718227
3 6 -2.900229 -0.3485583 -0.5073274
4 6 -2.610024 -0.4872442 -0.4072223
5 6 -2.472573 -0.009407952 -0.5351022
6 6 -2.303834 -0.209702 -0.3201096
7 6 -1.304419 -0.1132277 0.1236087
8 6 -0.5007111 -0.5579571 1.841208
9 6 0.3398115 -0.04607476 3.348184
10 6 0.9687867 0.5663151 3.919858
11 6 1.405017 0.8368843 4.309584
12 6 1.874283 0.7194172 4.708874
13 6 2.468874 1.214663 4.116176
14 6 1.77776 2.399811 5.955281
15 6 1.190688 2.819465 6.10305
1 7 -3.954801 -1.379376 -0.7457785
2 7 -3.387174 -0.6985782 -0.5948099
3 7 -2.634522 -0.08753817 -0.09662568
4 7 -2.669806 -0.6046081 -0.3322209
5 7 -2.639063 -0.1563716 -0.5537911
6 7 -2.488251 -0.3456486 -0.394135
7 7 -1.748774 -0.5058379 0.1801786
8 7 -0.5460554 -0.6951904 1.759287
9 7 0.7632125 0.0848598 3.71578
10 7 1.220374 0.871214 4.425508
11 7 1.43712 1.524062 4.096388
12 7 2.137685 1.065792 4.408648
13 7 2.744894 1.422593 4.035286
14 7 3.657476 0.5639513 4.476753
15 7 1.616807 3.405421 6.491131
