lat prs camp flt x yday
5 350 21 1 -0.4796491 210
15 350 21 1 -0.555005 210
25 350 21 1 -0.1507095 210
35 350 21 1 -0.6234943 210
5 450 21 1 -0.4766268 210
15 450 21 1 -0.4511214 210
25 450 21 1 -0.02396086 210
5 550 21 1 -0.4857216 210
15 550 21 1 -0.4774663 210
25 550 21 1 0.008485149 210
5 650 21 1 -0.6016 210
15 650 21 1 -0.50282 210
25 650 21 1 -0.1160839 210
5 750 21 1 -0.6420819 210
15 750 21 1 -0.495288 210
5 850 21 1 -0.642021 210
15 850 21 1 -0.4730634 210
25 850 21 1 -0.2140178 210
5 950 21 1 -0.6480736 210
15 950 21 1 -0.5053526 210
25 950 21 1 -0.3053955 210
5 350 22 1 -1.736175 25
15 350 22 1 -0.6907313 25.64151
25 350 22 1 0.6153329 25.73333
35 350 22 1 1.479035 25.14894
5 450 22 1 -1.376869 25
15 450 22 1 -1.047061 25.5
25 450 22 1 -0.1454973 26
35 450 22 1 2.665299 26
5 550 22 1 -1.125528 25
15 550 22 1 -0.7913421 25.51852
25 550 22 1 0.4773542 26
35 550 22 1 3.558838 26
5 650 22 1 -0.784675 25
15 650 22 1 0.1157562 25.5
25 650 22 1 1.512164 26
35 650 22 1 4.209202 26
5 750 22 1 -0.7452263 25
15 750 22 1 1.211543 25.71429
25 750 22 1 2.953384 26
35 750 22 1 4.788369 26
5 850 22 1 -0.528334 25
15 850 22 1 2.454995 26
25 850 22 1 4.132432 26
35 850 22 1 5.591232 26
5 950 22 1 -0.636959 25
15 950 22 1 3.045614 26
25 950 22 1 4.666777 26
-5 350 23 1 -2.40845 270
5 350 23 1 -2.617058 270
15 350 23 1 -2.856117 270
25 350 23 1 -2.756691 270
35 350 23 1 -3.415258 270.2581
-5 450 23 1 -2.450022 270
5 450 23 1 -2.540083 270
15 450 23 1 -3.044142 270
25 450 23 1 -2.892949 270
35 450 23 1 -3.53158 270.4923
-5 550 23 1 -2.2815 270
5 550 23 1 -2.450252 270
15 550 23 1 -3.1206 270
