lat prs camp flt x yday
5 350 21 1 -0.4187559 210
15 350 21 1 -0.6229484 210
25 350 21 1 -0.4737772 210
35 350 21 1 -0.5245658 210
5 450 21 1 -0.511843 210
15 450 21 1 -0.53455 210
25 450 21 1 -0.2886171 210
5 550 21 1 -0.5366654 210
15 550 21 1 -0.5486085 210
25 550 21 1 -0.3546749 210
5 650 21 1 -0.5477615 210
15 650 21 1 -0.5316437 210
25 650 21 1 -0.5177079 210
5 750 21 1 -0.5448009 210
15 750 21 1 -0.5166778 210
5 850 21 1 -0.6668686 210
15 850 21 1 -0.5086678 210
25 850 21 1 -0.4135139 210
5 950 21 1 -0.645992 210
15 950 21 1 -0.7384706 210
25 950 21 1 -1.048066 210
5 350 22 1 -1.362821 25
15 350 22 1 -1.023911 25.64151
25 350 22 1 -0.4012337 25.73333
35 350 22 1 -0.118192 25.14894
5 450 22 1 -1.225391 25
15 450 22 1 -1.021958 25.5
25 450 22 1 -0.6156166 26
35 450 22 1 0.8197227 26
5 550 22 1 -1.39541 25
15 550 22 1 -1.160153 25.51852
25 550 22 1 -0.1063458 26
35 550 22 1 1.966142 26
5 650 22 1 -0.7866917 25
15 650 22 1 -0.6944484 25.5
25 650 22 1 1.165175 26
35 650 22 1 3.068346 26
5 750 22 1 -0.8626566 25
15 750 22 1 0.2044001 25.71429
25 750 22 1 2.209724 26
35 750 22 1 3.494849 26
5 850 22 1 -0.5431296 25
15 850 22 1 1.578725 26
25 850 22 1 3.245807 26
35 850 22 1 4.632122 26
5 950 22 1 -0.193811 25
15 950 22 1 2.403046 26
25 950 22 1 4.724318 26
-5 350 23 1 -2.21881 270
5 350 23 1 -2.429265 270
15 350 23 1 -3.068719 270
25 350 23 1 -3.10844 270
35 350 23 1 -3.444891 270.2581
-5 450 23 1 -2.319758 270
5 450 23 1 -2.587664 270
15 450 23 1 -3.228473 270
25 450 23 1 -3.250194 270
35 450 23 1 -3.614896 270.4923
-5 550 23 1 -2.227143 270
5 550 23 1 -2.825027 270
15 550 23 1 -3.453107 270
25 550 23 1 -3.434015 270
35 550 23 1 -3.763665 270.4688
5 650 23 1 -2.495434 270
15 650 23 1 -3.522955 270
25 650 23 1 -3.697128 270
35 650 23 1 -4.071335 270.4324
5 750 23 1 -2.303565 270
15 750 23 1 -3.434821 270
25 750 23 1 -3.874127 270
35 750 23 1 -3.64185 270.6154
5 850 23 1 -1.963965 270
15 850 23 1 -4.098531 270
25 850 23 1 -4.356657 270
35 850 23 1 -3.161437 270.66
5 950 23 1 -1.793165 270
15 950 23 1 -4.560711 270
25 950 23 1 -4.51066 270
35 950 23 1 -2.974334 270.9
5 350 24 1 0.4898888 113
15 350 24 1 1.20892 113
25 350 24 1 1.361946 113
35 350 24 1 1.783787 113
5 450 24 1 0.5069741 113
15 450 24 1 1.460666 113
25 450 24 1 1.731897 113
35 450 24 1 2.512571 113
5 550 24 1 0.08478159 113
15 550 24 1 1.442393 113
25 550 24 1 1.701285 113
35 550 24 1 3.128091 113.3462
5 650 24 1 0.4563089 113
15 650 24 1 1.385308 113
25 650 24 1 1.872337 113
35 650 24 1 3.196018 113.4667
5 750 24 1 1.069862 113
15 750 24 1 1.677901 113
25 750 24 1 1.981429 113
5 850 24 1 1.14338 113
15 850 24 1 1.877048 113
25 850 24 1 1.666388 113
5 950 24 1 1.046513 113
15 950 24 1 3.382244 113
25 950 24 1 4.481087 113
35 350 21 2 -0.4636754 213
45 350 21 2 -0.3572405 213
65 350 21 2 -6.26213 213.1282
75 350 21 2 -7.375367 213
65 450 21 2 -6.389425 213.7614
75 450 21 2 -7.819045 213
65 550 21 2 -7.338104 213
75 550 21 2 -8.296394 213
65 650 21 2 -9.61562 213
75 650 21 2 -8.689674 213
75 750 21 2 -9.334901 213
75 850 21 2 -9.545309 213
75 950 21 2 -9.617571 213
35 350 22 2 -0.01919289 28
45 350 22 2 0.9994592 28
55 350 22 2 1.607271 28
65 350 22 2 1.142715 29
75 350 22 2 2.086651 29
35 450 22 2 -0.004498056 28
45 450 22 2 2.221418 28
55 450 22 2 3.300836 28
65 450 22 2 3.036189 29
75 450 22 2 3.475558 29
35 550 22 2 0.2219723 28
45 550 22 2 2.676934 28
55 550 22 2 3.933879 28
65 550 22 2 3.836077 29
75 550 22 2 4.047629 29
35 650 22 2 0.4568996 28
45 650 22 2 3.00042 28
55 650 22 2 4.282487 28
65 650 22 2 4.356668 29
75 650 22 2 4.694329 29
35 750 22 2 0.9833883 28
45 750 22 2 3.483087 28
55 750 22 2 4.458815 28
65 750 22 2 4.646925 29
75 750 22 2 4.993387 29
35 850 22 2 1.688229 28
45 850 22 2 4.270493 28
55 850 22 2 4.530004 28
65 850 22 2 5.082931 29
75 850 22 2 6.080424 29
35 950 22 2 2.068056 28
45 950 22 2 4.328017 28
55 950 22 2 4.612602 28
65 950 22 2 5.447343 29
